epsilon,run,layer,fc_state_mean,fc_state_std,fc_state_width_p95_p05,fcv_from_fc_state
1.0,15,Layer 1,0.04770148024535196,0.4094525999634712,1.1929312514908728,0.40823940440802786
1.0,15,Layer 4,0.18434739178283685,0.41332558571839323,1.2025482989613865,0.4121009146243781
1.0,16,Layer 1,-0.29737804595281814,0.24203733897868268,0.7271709393318531,0.24132018973130587
1.0,16,Layer 4,0.09463475650581428,0.17125991526059375,0.5485688881684561,0.17075247735926327
1.0,17,Layer 1,0.14745460513622355,0.46142146978333326,1.2686618564860375,0.46005429205292636
1.0,17,Layer 4,0.5346791656259565,0.231493406764346,0.681238467810289,0.23080749886627427
1.0,18,Layer 1,0.5537359661220737,0.4022522003518052,1.1823387798189215,0.4010603393606241
1.0,18,Layer 4,0.7991653823340304,0.17445837959596688,0.49039595873832503,0.17394146474244146
1.0,19,Layer 1,0.7493334304940921,0.232132820565894,0.6657996549522696,0.2314450181042459
1.0,19,Layer 4,0.885998809989375,0.11070418612867573,0.3160367922328422,0.11037617300434276
1.0,20,Layer 1,0.6824695935148266,0.26812672899866363,0.7798759874426867,0.2673322776850176
1.0,20,Layer 4,0.8455891727940904,0.13487417385689723,0.3857832673085495,0.13447454579669715
1.0,21,Layer 1,-0.5164689893111911,0.35080908222727636,1.0039363399859342,0.34976964562483376
1.0,21,Layer 4,0.44382120874246783,0.10248426996793536,0.2998955978287893,0.10218061220427954
1.0,22,Layer 1,0.2574070819205908,0.24926337092424156,0.762335609502944,0.24852481116477956
1.0,22,Layer 4,-0.040055924813893536,0.32771177255044587,1.0062376059430154,0.3267407725715467
1.0,23,Layer 1,0.29429378130649964,0.453896958977156,1.2777542750125088,0.4525520761425873
1.0,23,Layer 4,0.6264464982454238,0.23849808810349818,0.671579024000425,0.23779142554843144
1.0,24,Layer 1,-0.20194711732023715,0.5160283295102582,1.45537119285691,0.5144993533213157
1.0,24,Layer 4,0.541660853321594,0.17728108262785378,0.5014068524927451,0.17675580419140594
1.0,25,Layer 1,-0.5341757833471422,0.28217512242873355,0.8313141554331969,0.2813390461541715
1.0,25,Layer 4,0.3038811802769583,0.1353627567778566,0.42585230345279107,0.13496168106137535
1.0,26,Layer 1,-0.18649519966024983,0.26718556338366867,0.8006342520761167,0.2663939007150113
1.0,26,Layer 4,0.08611320822786334,0.1471819462542491,0.4510896800096612,0.1467458506401216
1.0,27,Layer 1,0.3179372074928662,0.45047316052138203,1.3138575665551866,0.449138422297129
1.0,27,Layer 4,0.5199105202454207,0.35387598183249885,1.0690203084801246,0.3528274581001408
1.0,28,Layer 1,0.7335761174884229,0.25072580232533676,0.717958127162008,0.2499829094262729
1.0,28,Layer 4,0.8914156132476004,0.0983916981707582,0.2840039166282209,0.0981001665724146
1.0,29,Layer 1,0.6418877841563946,0.24909072585180275,0.7155877402466,0.24835267763442048
1.0,29,Layer 4,0.7864961438248605,0.16649933541605566,0.47488033730532064,0.16600600296749127
1.0,30,Layer 1,0.20461197025009628,0.4922474476075998,1.3799519060682632,0.49078893344584046
1.0,30,Layer 4,0.49242875245207207,0.33580722827222903,1.0056745211070899,0.3348122417051343
1.0,31,Layer 1,0.6911324895290414,0.2764323276675452,0.8212626599791755,0.2756132671185657
1.0,31,Layer 4,0.8105622269589061,0.19074672800708334,0.505427897083039,0.19018155127440606
1.0,32,Layer 1,0.49631075858144164,0.3991979573042102,1.1153126697430062,0.3980151459419506
1.0,32,Layer 4,0.7668273416603824,0.18203063195075542,0.5297585754032679,0.18149128074464044
1.0,33,Layer 1,0.5611117859387337,0.30460879855000467,0.8699208956275829,0.30370625197786716
1.0,33,Layer 4,0.6356489423705269,0.2906569443157707,0.7979280333306292,0.2897957366618587
1.0,34,Layer 1,0.7585526246806588,0.18870389189532683,0.5523176914168842,0.18814476802369262
1.0,34,Layer 4,0.8313114490056273,0.15221925602269526,0.423166749856587,0.1517682350134842
1.0,35,Layer 1,-0.17844435961247576,0.3736881377257764,1.136119325169795,0.3725809111802586
1.0,35,Layer 4,0.3070466113795948,0.18608102153682637,0.5892162436476135,0.18552966915000316
1.0,36,Layer 1,-0.12180603638421646,0.38045884713703326,1.0858253860461637,0.37933155918620104
1.0,36,Layer 4,0.29078811537324656,0.15565958118190232,0.5012877601751733,0.155198366594258
1.0,37,Layer 1,0.3483161484335579,0.3663924493091758,1.011048521168775,0.3653068396657406
1.0,37,Layer 4,0.30917851245349315,0.4442840726899003,1.204375408669125,0.4429676725439743
1.0,38,Layer 1,-0.12133209572072773,0.32099140934793324,1.0115624151568385,0.32004032160006896
1.0,38,Layer 4,0.22847011188767297,0.20258343437640522,0.6653878120472079,0.20198318584406263
1.0,39,Layer 1,0.3378326753820651,0.40516896194290913,1.1720139238495062,0.4039684586761657
1.0,39,Layer 4,0.647094402052677,0.16299485430092994,0.4840486063172678,0.16251190552293787
1.0,40,Layer 1,0.4317910258683899,0.18236483198861614,0.5718807892235909,0.1818244905579903
1.0,40,Layer 4,0.06237545863181672,0.32628913941886223,1.0818900098407398,0.3253223546585073
1.0,41,Layer 1,0.6320199927289188,0.2747390412376348,0.7997501738585856,0.2739249978446609
1.0,41,Layer 4,0.5850285025101959,0.35886119109513764,0.9737991268694534,0.35779789633990444
1.0,42,Layer 1,-0.29453972811231255,0.42163829291735033,1.2352730216931065,0.42038899152564413
1.0,42,Layer 4,0.28950651275100453,0.24626958922883457,0.8273025288548601,0.24553989995315295
