subset_fraction,n_morphologies,iteration,sampling_attempts,metric,n_regions,full_reproducibility_r,full_reproducibility_p,fcv_pearson_r,fcv_pearson_p,fcv_spearman_rho,fcv_spearman_p
0.1,286,21,10,DCApost,42,0.6120197906918728,1.6563545058197138e-05,0.418680639380503,0.005788798147073448,0.3571023417875375,0.02025578020781468
0.1,286,21,10,OO_fraction,42,0.38254903968551546,0.012408833865429975,0.5862876923773791,4.5053969774574674e-05,0.3708657892182435,0.015611412541064386
0.1,286,22,10,DCApost,42,0.7660217985999126,3.391341041105883e-09,0.20062873127710276,0.20266918151575272,0.14447775706992952,0.3613118770104655
0.1,286,22,10,OO_fraction,42,0.5395334452647954,0.0002267381388144176,0.581955346032115,5.288229127183913e-05,0.4404733018393144,0.0035078913421822218
0.1,286,23,5,DCApost,42,0.7175447296703934,8.917227804472422e-08,0.5234953564677262,0.00037436901392237524,0.38368041487723853,0.012130825696665364
0.1,286,23,5,OO_fraction,42,0.8460212315345033,1.740792673349475e-12,0.32202450031593105,0.03754980123215294,0.2007137145291019,0.20247400354237693
0.1,286,24,8,DCApost,42,0.8489889294703516,1.2140433408466292e-12,0.13552783743978153,0.39212356874385845,0.15565999513815737,0.32493597174625943
0.1,286,24,8,OO_fraction,42,0.6913340673813443,4.001288387756354e-07,0.4745917630850922,0.0014957366125313645,0.3452457558151156,0.02513796446733998
0.1,286,25,3,DCApost,42,0.6432947425610419,4.331717731769424e-06,0.18991212932152512,0.22834679885155723,0.22891175755611376,0.14478832838068292
0.1,286,25,3,OO_fraction,42,0.30980086400127155,0.04587186901144069,0.08939838621257942,0.5734263292722261,0.11802854406595903,0.45661254239336047
0.1,286,26,6,DCApost,42,0.8131942607883408,6.01923439749474e-11,0.21279381374731626,0.17605617471582097,0.21983631796450856,0.16184681020413608
0.1,286,26,6,OO_fraction,42,0.6784233644005823,7.925088731226265e-07,0.22732884995446756,0.14766396087139233,0.12385315869631881,0.43453619213842887
0.1,286,27,1,DCApost,42,0.7623877515868761,4.448945382287012e-09,0.23250436838109198,0.13841517935143255,0.1953650433514302,0.21501609926562912
0.1,286,27,1,OO_fraction,42,0.3269266942040953,0.03458004152371798,0.4203136964828658,0.005581731168962168,0.31457313077106513,0.04246082809045838
0.1,286,28,1,DCApost,42,0.7397032336081993,2.186889390716992e-08,0.32088192556973844,0.03827114780960403,0.32387975042541123,0.03640224614971927
0.1,286,28,1,OO_fraction,42,0.7280737430750215,4.6509502450300096e-08,0.4492266566843565,0.0028420401094229305,0.31100488695721445,0.04499102459753328
0.1,286,29,3,DCApost,42,0.8173286471156962,4.0075197509684646e-11,0.37159222559533805,0.015393690252367837,0.26521351592253467,0.08961019532082508
0.1,286,29,3,OO_fraction,42,0.7718275074554174,2.175721277033579e-09,0.2794210393162964,0.0731183657721641,0.17989163705727618,0.2542956401585283
0.1,286,30,2,DCApost,42,0.8767388431139986,2.7344287013025335e-14,0.22604187245129498,0.1500327530568923,0.13037841341868567,0.4105246767938595
0.1,286,30,2,OO_fraction,42,0.48173512959187403,0.0012372245366355922,0.4122229784581152,0.0066742186198220504,0.28519329331601606,0.06714337763860016
0.1,286,31,1,DCApost,42,0.8251105430840086,1.8113979630727365e-11,0.06077342679116758,0.7022206800263003,0.027145288064176328,0.8645038319918708
0.1,286,31,1,OO_fraction,42,0.6074807362812011,1.9887082104930247e-05,0.06790129221572569,0.6691868461944344,-0.010992721373614643,0.9449155604503565
0.1,286,32,31,DCApost,42,0.8223241965395697,2.4177282917621244e-11,0.19464299799865617,0.21674958036475564,0.22404991491775383,0.15375390353282065
0.1,286,32,31,OO_fraction,42,0.5562115410503938,0.0001309607202032934,-0.13469126928819034,0.3950797826936745,-0.14074397050349863,0.3739841113901664
0.1,286,33,2,DCApost,42,0.8539437580937077,6.536388421706982e-13,0.17588742193142684,0.26519586568523945,0.09893849769062475,0.5330369067193237
0.1,286,33,2,OO_fraction,42,0.834043093273025,6.929262027824286e-12,0.22856685436232066,0.1454113618093822,0.08377263317517665,0.5978789275699445
0.1,286,34,3,DCApost,42,0.7368681004408896,2.6380858185258676e-08,0.42365035076398827,0.005178546405454403,0.3851389676687465,0.011780268535430264
0.1,286,34,3,OO_fraction,42,0.7494119994484677,1.1292226982360535e-08,0.20238228375859535,0.19866851779328148,0.09550867746489539,0.5473968733304866
0.1,286,35,1,DCApost,42,0.841877744525825,2.843597813319074e-12,0.3193854543194296,0.03923301914633895,0.30605299408475817,0.048703543266048664
0.1,286,35,1,OO_fraction,42,0.7383980217714146,2.3848357055958693e-08,0.5231096375992527,0.0003787957154877178,0.329442309810479,0.033132681077445054
0.1,286,36,8,DCApost,42,0.7619364400247406,4.5999396171808544e-09,0.1027052906646318,0.5174803168596798,0.04318936877076412,0.7859458832833551
0.1,286,36,8,OO_fraction,42,0.6869993630063189,5.052747644154493e-07,0.024868201374612302,0.8757770841667716,0.006740860440520959,0.9662054735120891
0.1,286,37,6,DCApost,42,0.5811437869752237,5.447963284515395e-05,0.2709279133351054,0.08266140800737673,0.28320233368446646,0.06915895214634107
0.1,286,37,6,OO_fraction,42,0.8798932229657237,1.67807880914185e-14,0.3255978378773956,0.03536532039509574,0.18752586454413125,0.23435487814535386
0.1,286,38,8,DCApost,42,0.8222243967261552,2.4426342426794614e-11,0.3029915634148953,0.05111988968568916,0.24268697836480024,0.12148268937128538
0.1,286,38,8,OO_fraction,42,0.698489398968191,2.698174130752758e-07,0.16765090665971322,0.2885777656614994,0.13680971168104844,0.387618885432799
0.1,286,39,1,DCApost,42,0.738820934936368,2.3189389067706717e-08,0.3224861281984619,0.037261533554107426,0.3015152742889556,0.05231912107168117
0.1,286,39,1,OO_fraction,42,0.6313085947572113,7.3702598703765475e-06,0.17300397216087104,0.27323413028323673,0.16640991617623427,0.29221305975068484
0.1,286,40,3,DCApost,42,0.5726669350987796,7.399448317515068e-05,0.580581562339389,5.5611852625968655e-05,0.42938173567782195,0.004544866856768498
0.1,286,40,3,OO_fraction,42,0.29326276525415845,0.05944581161329436,0.3930537923747213,0.010024897372946633,0.17860203831795646,0.25777291681288517
0.1,286,41,4,DCApost,42,0.7052937824001709,1.8352177316369215e-07,0.5064400023352914,0.0006213589665003078,0.40507252248602227,0.0077889663128237726
0.1,286,41,4,OO_fraction,42,0.34015953054315645,0.027513824501309125,0.380146624816863,0.013017206979985851,0.2716763399766098,0.08178332565930055
0.1,286,42,8,DCApost,42,0.7165720874192746,9.456011144069609e-08,0.04996146586155678,0.7533599121653757,-0.025686735272668345,0.8717218291221416
0.1,286,42,8,OO_fraction,42,0.25906045441397246,0.09758933417489787,0.24801030704083216,0.1132758632930992,0.03754765649574714,0.8133735202276201
0.1,286,43,12,DCApost,42,0.6683729286265281,1.3183338847811967e-06,0.2476642325093014,0.11379628003038207,0.23215298598168704,0.13902918401810843
0.1,286,43,12,OO_fraction,42,0.5209341458392577,0.00040465511813203797,0.6779575660144403,8.117763635354138e-07,0.4630034909674339,0.002017619191743541
0.1,286,44,6,DCApost,42,0.7529977989046354,8.779389969443347e-09,0.22481900864959903,0.1523092537908773,0.11190341139291793,0.4804669156578609
0.1,286,44,6,OO_fraction,42,0.5426528357689634,0.00020506246668909882,0.47727861891541096,0.0013933707784634583,0.3342397981970298,0.0305106194601192
0.1,286,45,1,DCApost,42,0.787738926857661,6.014285825505501e-10,0.15250320387035862,0.33496446705428695,0.07997731140102099,0.6146282081781129
0.1,286,45,1,OO_fraction,42,0.5654705832805006,9.533339993616593e-05,0.15867211970638148,0.31554426058213747,0.16812582444560367,0.28719435843234953
0.1,286,46,1,DCApost,42,0.7062753292549074,1.7344280385601782e-07,0.1614471240263904,0.3070452963281253,0.05550603678794263,0.7269889198752317
0.1,286,46,1,OO_fraction,42,0.8338649288795779,7.0672376954989585e-12,0.34724992227521045,0.024249935738886078,0.26379771802888097,0.09139982071403774
0.1,286,47,6,DCApost,42,0.8483156027507753,1.3183653241880765e-12,0.24606323922533355,0.11622740082479385,0.2149744753261486,0.1715639770711536
0.1,286,47,6,OO_fraction,42,0.4126558686826811,0.0066114038355180775,0.3225299978204008,0.03723423330406647,0.3442544315862778,0.025587120400501477
0.1,286,48,1,DCApost,42,0.8456336890258798,1.823657892747675e-12,0.34136437979203765,0.026934825522755765,0.41074467223077554,0.006892634265949496
0.1,286,48,1,OO_fraction,42,0.7751704045287745,1.6751030241692857e-09,0.3071909894264154,0.04782920461285106,0.25115570662490044,0.10862825453767219
0.1,286,49,1,DCApost,42,0.6867837704848452,5.11119276848289e-07,0.27512597271907363,0.07782979928857658,0.06490559922210519,0.6829996839167356
0.1,286,49,1,OO_fraction,42,0.6722148803310463,1.0877610293484985e-06,0.38791822397375597,0.011136161895749976,0.30950644705139685,0.04608937202826613
0.1,286,50,4,DCApost,42,0.870919222825869,6.506015872282902e-14,0.18285176676953033,0.24643313106969966,0.1747832428490398,0.26825529238216245
0.1,286,50,4,OO_fraction,42,0.7944251716772067,3.3899417108527906e-10,0.26749366924125634,0.08678518110893742,0.21165695642597457,0.17843128829491256
0.1,286,51,4,DCApost,42,0.6659730773585867,1.4844548209589535e-06,0.4041046511604831,0.007951535336179927,0.2775301839397132,0.07516408257405352
0.1,286,51,4,OO_fraction,42,0.44616959332068173,0.0030607462572815997,0.46760745007798143,0.0017936448749165507,0.27549019540638897,0.0774212680749724
0.1,286,52,9,DCApost,42,0.7587545586922158,5.808375839800621e-09,0.40400268140836554,0.00796883165803356,0.32242119763390326,0.037301970191640464
0.1,286,52,9,OO_fraction,42,0.8499564054672857,1.0776754991343425e-12,0.32537297158140194,0.035499640251653426,0.16186186575853337,0.30578772084450173
0.1,286,53,2,DCApost,42,0.8026807326371078,1.6213561665312384e-10,0.4335319184476116,0.004129223491934446,0.42516813872457665,0.005003681067669699
0.1,286,53,2,OO_fraction,42,0.7898454678743356,5.031579651737102e-10,0.4198958666958976,0.00563408938098375,0.3179350070129955,0.04018406006366406
0.1,286,54,4,DCApost,42,0.5566319787571686,0.00012911224620712513,0.30084194397449376,0.05287354766767402,0.1183858682440645,0.4552410096874996
0.1,286,54,4,OO_fraction,42,0.2600985173451283,0.09620622211960561,0.2698624953672778,0.08392405384409873,0.024562258826913173,0.8772936240951794
0.1,286,55,1,DCApost,42,0.4343274783252139,0.004053453160566503,0.39567247554911644,0.00949578721127601,0.29843610728466086,0.054893226241350464
0.1,286,55,1,OO_fraction,42,0.6439787110969184,4.199410889428798e-06,0.5381515541644556,0.00023698476152622723,0.3949416666822474,0.009640982088568952
0.1,286,56,4,DCApost,42,0.7817072088627949,9.915307853304103e-10,0.44418507502306676,0.003210497064159389,0.3992383113199903,0.008813930573622694
0.1,286,56,4,OO_fraction,42,0.5397732999017165,0.00022500091636589538,0.6523065856214605,2.8606079868163442e-06,0.5059762574551404,0.0006297475170648794
0.1,286,57,2,DCApost,42,0.7040278069212482,1.9732495623031826e-07,0.1262214721095822,0.42573247220669497,0.057612835264565274,0.7170477528249133
0.1,286,57,2,OO_fraction,42,0.623819497705022,1.015838722588211e-05,0.4262258842445535,0.0048848741483063325,0.375314049828494,0.01431810195644567
0.1,286,58,8,DCApost,42,0.48615239971609153,0.0010979857283704157,0.4284244596583421,0.0046457544440194195,0.17770034843205576,0.26022299233968244
0.1,286,58,8,OO_fraction,42,0.8481224891282024,1.3498081039325386e-12,0.350166625454245,0.02300440963307227,0.17923153223202978,0.2560716055896418
0.1,286,59,1,DCApost,42,0.7460778280481695,1.4216779209626404e-08,0.1897702436524688,0.22870105594616635,0.15776679361478002,0.31834882904235934
0.1,286,59,1,OO_fraction,42,0.6706674680886704,1.1757297106347557e-06,0.5188360402291852,0.0004310851373378763,0.46011676931207646,0.0021703225707403882
0.1,286,60,11,DCApost,42,0.8013109896090934,1.8367628597171934e-10,0.3434707566174235,0.02594690072044472,0.26375496313102664,0.0914542912556973
0.1,286,60,11,OO_fraction,42,0.5153573311370014,0.0004783357503918243,0.4971507520110205,0.0008099275416082908,0.37815274781785946,0.013541215506386699
0.1,286,61,3,DCApost,42,0.42448544399577814,0.005081689035020625,-0.14124206323471106,0.3722784999845592,-0.21432622964103396,0.17289066322837254
0.1,286,61,3,OO_fraction,42,0.6803734926260712,7.163478815356363e-07,-0.027247036298020683,0.8640007051634542,-0.010570026669817921,0.9470306242797306
0.1,286,62,4,DCApost,42,0.7093858139158026,1.4479679775653725e-07,0.11585071228825686,0.4650199187195985,0.06992950328174379,0.6598953881531918
0.1,286,62,4,OO_fraction,42,0.37175426190997013,0.015345478084914679,0.409894717623128,0.007020987012959714,0.20541730864735963,0.19187608402771916
0.1,286,63,4,DCApost,42,0.679201794409403,7.612514858183612e-07,0.17040851202596777,0.28060519658872546,0.013208005834211166,0.9338372414652765
0.1,286,63,4,OO_fraction,42,0.4364058674033103,0.0038612024237410134,0.453882111971683,0.0025353196364097837,0.2514591646240418,0.1081876610789679
0.1,286,64,5,DCApost,42,0.670338664503877,1.1952493062289066e-06,0.3260521991210445,0.03509518854420014,0.19730978040677416,0.21039506308319963
0.1,286,64,5,OO_fraction,42,0.3981526495042347,0.00901692836367641,0.22842736317837684,0.1456638988052295,0.1067607091585632,0.5009883300935851
0.1,286,65,4,DCApost,42,0.864593048958277,1.5938824333620395e-13,0.09374984454336202,0.5548314420529723,0.09602139210760878,0.5452385944687729
0.1,286,65,4,OO_fraction,42,0.4156888240340018,0.006185468901319355,0.09646341388054416,0.5433811656996232,0.07906903905691892,0.6186658091520201
0.1,286,66,5,DCApost,42,0.7402974268652659,2.101946510994443e-08,0.2980460485287799,0.055226429177901104,0.2297220646625071,0.14333233250378924
0.1,286,66,5,OO_fraction,42,0.7391740834432938,2.2652171761733174e-08,0.15670410359836082,0.32166085941452116,0.10235837722595291,0.5189035324542011
0.1,286,67,5,DCApost,42,0.7850986966281459,7.500212380654012e-10,0.1331842312461581,0.40043784548680755,0.019204278421521757,0.9039183571349038
0.1,286,67,5,OO_fraction,42,0.736771862563238,2.654825581245053e-08,0.12273623096077943,0.43872297263630866,0.0779831451864372,0.6235075665012582
0.1,286,68,1,DCApost,42,0.6310886628940259,7.440929617283893e-06,0.7362133946542267,2.7539366815288075e-08,0.58009885746698,5.660098153708844e-05
0.1,286,68,1,OO_fraction,42,0.7923569135261606,4.056743674914614e-10,0.6219918610168919,1.0971872947183107e-05,0.42016070908091996,0.005600852809041431
0.1,286,69,2,DCApost,42,0.7145952040747422,1.064561501452056e-07,0.3060013847902711,0.04874349933263359,0.17316262863625315,0.2727877186662613
0.1,286,69,2,OO_fraction,42,0.7361113517019106,2.7724146416934893e-08,0.4040999618410688,0.00795233003853817,0.3277399750402969,0.03410654534715365
0.1,286,70,5,DCApost,42,0.7898459111914841,5.031389677597738e-10,0.32138365595612084,0.03795300524260442,0.20476460578559275,0.19332278818769824
0.1,286,70,5,OO_fraction,42,0.3336657221333309,0.030815051607167077,0.3904844920170442,0.010568370307457078,0.28846007376970323,0.06393724503434113
0.1,286,71,7,DCApost,42,0.3206622256047193,0.03841114228713716,0.3012896738105824,0.05250435940718247,0.31350781946357675,0.043203800208163605
0.1,286,71,7,OO_fraction,42,0.5479514181697831,0.00017249403443533154,-0.09154877768914928,0.5642016740099375,-0.07328145867831522,0.6446502876149462
0.1,286,72,12,DCApost,42,0.7371989306361997,2.5812880332272558e-08,0.24708022336422814,0.114678599533229,0.14755692407422413,0.3510588431812668
0.1,286,72,12,OO_fraction,42,0.666100127358032,1.475196846128093e-06,0.1466362179162858,0.3541058534874579,0.12726978996123328,0.42186777910533213
0.1,286,73,2,DCApost,42,0.6228495924709416,1.058292962363542e-05,0.04689289912924422,0.7680766423838025,0.07868082003079167,0.6203949768351887
0.1,286,73,2,OO_fraction,42,0.596187747171224,3.0970694786800606e-05,0.37408488857097333,0.014666042825675685,0.2895344599435004,0.06290979561231404
0.1,286,74,2,DCApost,42,0.44366557193972356,0.0032507432852205607,-0.1213575217709473,0.443921643511484,-0.21124706263673934,0.17929323409075415
0.1,286,74,2,OO_fraction,42,0.6676739387213522,1.3648524003731305e-06,0.13236377555095724,0.4033724301222761,0.042558369254552524,0.7890015289239496
0.1,286,75,1,DCApost,42,0.7451036985094173,1.519619780764607e-08,0.46140465974145645,0.0021009801478872243,0.3887043189368771,0.010959532519883887
0.1,286,75,1,OO_fraction,42,0.5585838267222143,0.00012083655114592131,0.49577091421523417,0.0008419147527264127,0.41958498906964553,0.005673321340302352
0.1,286,76,1,DCApost,42,0.8789978909927175,1.9301847105348328e-14,0.07186863213892865,0.6510589379771967,0.02601085811522567,0.8701169204022873
0.1,286,76,1,OO_fraction,42,0.5409911565150107,0.00021636411280395008,-0.15384844069176667,0.3306677046072385,-0.07066164261705356,0.6565536426800722
0.1,286,77,6,DCApost,42,0.5606432353059064,0.00011262864793185485,0.504774638517298,0.0006519564333814596,0.41544445344785674,0.006218884272509212
0.1,286,77,6,OO_fraction,42,0.5864331694604229,4.481046586054972e-05,0.5338644339143207,0.0002714861636885865,0.48516540950189874,0.0011278267776668725
0.1,286,78,9,DCApost,42,0.7154504655080872,1.0114838103493064e-07,0.4584915085152127,0.0022607035914672807,0.2947086945952516,0.05814407472478125
0.1,286,78,9,OO_fraction,42,0.560207199521007,0.0001143230635880107,0.5044421637851499,0.0006582238140041538,0.3582948422137275,0.01981214915787479
0.1,286,79,4,DCApost,42,0.7940835657090533,3.492476835442035e-10,0.23311462248640222,0.13735360210335956,0.1266510007292764,0.4241465886355693
0.1,286,79,4,OO_fraction,42,0.666168816517967,1.4702137950902574e-06,0.4393097591418465,0.00360594946204538,0.30091579939822893,0.05281250480894765
0.1,286,80,6,DCApost,42,0.7951213786429423,3.189644001489039e-10,0.2318490850817955,0.13956184452078502,0.1294060448910137,0.4140538904666984
0.1,286,80,6,OO_fraction,42,0.5996531842193281,2.708262540731256e-05,0.359096951588978,0.01951836312176551,0.2393411532315092,0.12686498322370715
0.1,286,81,2,DCApost,42,0.6695056605698854,1.246049672310506e-06,0.4899273785099157,0.0009902237214882126,0.41090673365205416,0.006868392640612822
0.1,286,81,2,OO_fraction,42,0.7128651045581843,1.1799393696148994e-07,0.28495214110927203,0.067385006742591,0.1801783007716655,0.25352696525513807
0.1,286,82,1,DCApost,42,0.8637561527864959,1.7884236226709514e-13,0.1224810301538591,0.43968270686432553,0.03395186775788024,0.8309725617569728
0.1,286,82,1,OO_fraction,42,0.5722978415968748,7.497318615639483e-05,0.53622961006799,0.00025193036553689983,0.36572439195776,0.017228082313717998
0.1,286,83,3,DCApost,42,0.4938750798784649,0.0008876999219219789,0.3797597943794492,0.013117498662531247,0.3381411554979338,0.028506889380312064
0.1,286,83,3,OO_fraction,42,0.7970286773409587,2.696247552268684e-10,0.35487384810201866,0.021107172275072666,0.26986091167019755,0.08392594182520643
0.1,286,84,9,DCApost,42,0.8449399372696191,1.98134506631639e-12,0.3839115340437713,0.012074691504986235,0.3370067255489831,0.029077955322261772
0.1,286,84,9,OO_fraction,42,0.5335727753265039,0.0002739900439137177,0.6036098299923346,2.3192040224469464e-05,0.33252272510890374,0.03142865226399177
0.1,286,85,8,DCApost,42,0.8241495058760773,2.0022150028802205e-11,0.38123219164401273,0.01273923378853078,0.40961024228182485,0.0070644045089416005
0.1,286,85,8,OO_fraction,42,0.5879595473935068,4.2326924824312544e-05,0.6668783087925838,1.4196457003863712e-06,0.5427035130715551,0.0002047263287481662
0.1,286,86,1,DCApost,42,0.8118999517598721,6.822714829906272e-11,0.1354311027885183,0.3924647423438159,0.1514463981849121,0.3383641155775996
0.1,286,86,1,OO_fraction,42,0.6144013347747448,1.5031076580268952e-05,0.37738049251425265,0.013748931339042758,0.18534727530938583,0.23993335040060684
0.1,286,87,3,DCApost,42,0.6293719215055494,8.014336292114046e-06,0.09604669721199066,0.5451321776208101,0.004132566242605948,0.9792781344813675
0.1,286,87,3,OO_fraction,42,0.12727062198859423,0.4218647196620948,0.058934571899271065,0.710834325616802,0.016786965215161247,0.9159662834338843
0.1,286,88,11,DCApost,42,0.8796629659094009,1.7397670406581233e-14,0.25201631846652167,0.10738226777016958,0.15501174945304272,0.32697982382910207
0.1,286,88,11,OO_fraction,42,0.3303146931131778,0.03264255236049435,0.17676048787819976,0.26279323349546885,0.0645265941459501,0.6847546521502581
0.1,286,89,24,DCApost,42,0.8676147536657706,1.0448913458081142e-13,0.4007957298389839,0.008529585546578327,0.2712097885098453,0.0823298427224784
0.1,286,89,24,OO_fraction,42,0.5190642486857604,0.0004281371413514607,0.3279933927601268,0.03396009810547415,0.21531107558576384,0.1708779963251554
0.1,286,90,5,DCApost,42,0.5413403755529945,0.0002139433416709323,0.02138587362531184,0.8930634154853594,-0.02195932258325906,0.890213225252791
0.1,286,90,5,OO_fraction,42,0.2908033207186996,0.061713322166215084,0.2121008108795865,0.17750127718281383,0.028668960668721665,0.8569751804481733
0.1,286,91,4,DCApost,42,0.7299627186931528,4.1252426940300157e-08,0.3577060276763155,0.02003016794111632,0.2261567133943765,0.14982025274017322
0.1,286,91,4,OO_fraction,42,0.4964248007637182,0.000826618659983595,0.2022030804362332,0.19907479633612246,0.14369073857610015,0.36396118417619827
0.1,286,92,1,DCApost,42,0.703044278035919,2.087072451824224e-07,0.3891774152240724,0.01085438974288647,0.3405720768171137,0.027314421043984374
0.1,286,92,1,OO_fraction,42,0.5777223930528229,6.170829175869702e-05,0.32658106037238605,0.03478289985611646,0.19228276547009257,0.222483407798231
