realization,null_type,max_relative_margin_error,metric,n_regions,pearson_r,pearson_p,spearman_rho,spearman_p
51,strength_preserving,6.094532490835051e-16,OO_fraction,41,0.19888987708753056,0.21253252398958156,0.13986929432357934,0.3830979612234545
51,root_pair_preserving,7.348586140539087e-16,DCApost,41,0.13833028026376096,0.38840620252393426,0.057839721254355415,0.7194435877452519
51,root_pair_preserving,7.348586140539087e-16,OO_fraction,41,0.5293056536966182,0.00037320983502390603,0.4084335312047453,0.008022929580751114
52,strength_preserving,7.929334801856393e-16,DCApost,41,-0.1069104084851803,0.5058578813488193,-0.054181184668989565,0.7365336276996157
52,strength_preserving,7.929334801856393e-16,OO_fraction,41,0.27177768067619945,0.08562695899403475,0.21726250628513016,0.17241023168075462
52,root_pair_preserving,9.722017122105058e-16,DCApost,41,0.13144433938259392,0.4126785048849744,0.08031358885017423,0.6176653229473923
52,root_pair_preserving,9.722017122105058e-16,OO_fraction,41,0.5400366687630981,0.0002681163684009115,0.41168280685328434,0.007489125378492027
53,strength_preserving,5.637043567398102e-16,DCApost,41,-0.09907445179678687,0.5377053293587772,-0.06794425087108015,0.6729596132151034
53,strength_preserving,5.637043567398102e-16,OO_fraction,41,0.3455189984445987,0.0269236144084918,0.2687010611439692,0.08937233579504873
53,root_pair_preserving,8.334703033855466e-16,DCApost,41,0.1639601629122997,0.3056732757980483,0.07351916376306622,0.6478052944772175
53,root_pair_preserving,8.334703033855466e-16,OO_fraction,41,0.49542208377316577,0.000989688851703477,0.37420482855168213,0.015940477618550167
54,strength_preserving,6.318437848482462e-16,DCApost,41,0.19289986081897,0.22691172008557142,0.15679442508710806,0.3275806235650518
54,strength_preserving,6.318437848482462e-16,OO_fraction,41,0.2667501085856893,0.09181224550882279,0.19132253296194984,0.230806436886647
54,root_pair_preserving,6.798213182764641e-16,DCApost,41,0.09651139472454083,0.5483280853655018,0.007665505226480838,0.9620621978789157
54,root_pair_preserving,6.798213182764641e-16,OO_fraction,41,0.5155284518189484,0.0005616801361490408,0.3595643042860364,0.020946056753481046
55,strength_preserving,7.461564019160032e-16,DCApost,41,0.29192892931361103,0.06402270597623998,0.29320557491289206,0.06281539122050309
55,strength_preserving,7.461564019160032e-16,OO_fraction,41,0.2966631828500173,0.059636212119516994,0.2138003168891734,0.17952020158103515
55,root_pair_preserving,7.54141543758647e-16,DCApost,41,0.09852432317023824,0.5399769758517559,-0.03310104529616725,0.8372192632557991
55,root_pair_preserving,7.54141543758647e-16,OO_fraction,41,0.45841969616609973,0.0025762497860577723,0.29778707543895466,0.05863090228348556
56,strength_preserving,6.82227624396008e-16,DCApost,41,0.051593361728892534,0.7486987053170129,0.022299651567944258,0.8899331677861008
56,strength_preserving,6.82227624396008e-16,OO_fraction,41,0.28866627846797155,0.0671919130640729,0.19916362037842317,0.21189087191207095
56,root_pair_preserving,7.867548055804582e-16,DCApost,41,0.11051290179185225,0.4915436395719412,0.02439024390243903,0.8796866723115377
56,root_pair_preserving,7.867548055804582e-16,OO_fraction,41,0.5128701379005899,0.0006065785825909531,0.3482128611969542,0.02567872957474646
57,strength_preserving,6.127509201998801e-16,DCApost,41,2.486777534839446e-05,0.9998768808341183,-0.05487804878048781,0.7332684209500597
57,strength_preserving,6.127509201998801e-16,OO_fraction,41,0.2602554123028517,0.10030643354842154,0.18962964763122037,0.23503700336576616
57,root_pair_preserving,7.399379260244301e-16,DCApost,41,0.15971045956157132,0.31855026587381896,0.07770034843205577,0.6291880557436493
57,root_pair_preserving,7.399379260244301e-16,OO_fraction,41,0.558514114093911,0.00014770301492572543,0.4085403437937321,0.008004875359966062
58,strength_preserving,8.978507005008084e-16,DCApost,41,0.2720002876444201,0.08536076791876189,0.25540069686411154,0.10703938109421558
58,strength_preserving,8.978507005008084e-16,OO_fraction,41,0.34381613767658803,0.027736057611185715,0.20697169720778877,0.19415236174048706
58,root_pair_preserving,9.770507845933852e-16,DCApost,41,0.12727980729299385,0.427767475618156,0.08362369337979096,0.6031989279036312
58,root_pair_preserving,9.770507845933852e-16,OO_fraction,41,0.5001918764722627,0.00086794637894779,0.33328977774547536,0.03322109342626583
59,strength_preserving,6.58457702641034e-16,DCApost,41,0.005448158641302905,0.9730313636649751,-0.021428571428571432,0.8942078579537028
59,strength_preserving,6.58457702641034e-16,OO_fraction,41,0.30452682438539674,0.052882614889237234,0.20209152245257353,0.20511193794950594
59,root_pair_preserving,8.636834899913061e-16,DCApost,41,0.13320541738252684,0.4063901342821265,0.07770034843205577,0.6291880557436493
59,root_pair_preserving,8.636834899913061e-16,OO_fraction,41,0.6015038476605392,3.190622502784859e-05,0.4681481925895753,0.0020238173273393074
60,strength_preserving,9.14846554114498e-16,DCApost,41,-0.0945044274098242,0.5567150066225862,-0.16149825783972127,0.3130920731826154
60,strength_preserving,9.14846554114498e-16,OO_fraction,41,0.38064379801025017,0.014082805509984444,0.2671317493008181,0.09133095491667372
60,root_pair_preserving,7.363658790376813e-16,DCApost,41,0.14800204744686843,0.3557633658339658,0.07961672473867598,0.6207293735160058
60,root_pair_preserving,7.363658790376813e-16,OO_fraction,41,0.5147295757070952,0.0005748498841351261,0.4023349076585994,0.009113562606344435
61,strength_preserving,8.721659970971694e-16,DCApost,41,-0.042950334201465844,0.7897507072869371,-0.010278745644599305,0.9491435593558076
61,strength_preserving,8.721659970971694e-16,OO_fraction,41,0.347622314768019,0.02594745675015981,0.23610385442936427,0.13723900918825493
61,root_pair_preserving,6.386305362744588e-16,DCApost,41,0.08940767568353757,0.5782796569908852,-0.0017421602787456448,0.9913748092201911
61,root_pair_preserving,6.386305362744588e-16,OO_fraction,41,0.4669516843281667,0.002085582401023343,0.3024917278888387,0.05456849462701095
62,strength_preserving,6.777711125099546e-16,DCApost,41,-0.23528223562385542,0.13865206808846903,-0.18327526132404182,0.251385781098174
62,strength_preserving,6.777711125099546e-16,OO_fraction,41,0.3539988985931231,0.02316603425261207,0.27599131160297563,0.08069657843220034
62,root_pair_preserving,7.363658790376813e-16,DCApost,41,0.11717742968152509,0.46562400394036135,0.02735191637630663,0.8652042682019494
62,root_pair_preserving,7.363658790376813e-16,OO_fraction,41,0.5228715517860253,0.0004526928186977719,0.3676598766390839,0.018036737192099306
63,strength_preserving,8.328706060191651e-16,DCApost,41,0.0006968541491799221,0.9965499187687098,-0.01550522648083624,0.9233480299809393
63,strength_preserving,8.328706060191651e-16,OO_fraction,41,0.33192014054056035,0.03399619821205301,0.20104577071931315,0.20751553599325925
63,root_pair_preserving,6.508594341339499e-16,DCApost,41,0.1895196829564867,0.2353136205534341,0.13118466898954706,0.41361038655223226
63,root_pair_preserving,6.508594341339499e-16,OO_fraction,41,0.52578438448071,0.00041500143802217535,0.3949455712613469,0.010603215755748149
64,strength_preserving,7.62998910883329e-16,DCApost,41,0.12373524447656002,0.4408496677088331,0.07177700348432058,0.655626237496992
64,strength_preserving,7.62998910883329e-16,OO_fraction,41,0.28454285331378787,0.07137328158039574,0.1896621621510416,0.23495525517295393
64,root_pair_preserving,7.640244470538712e-16,DCApost,41,0.2052548903900731,0.19795972248174043,0.07090592334494776,0.6595504258565263
64,root_pair_preserving,7.640244470538712e-16,OO_fraction,41,0.5461780150790508,0.00022076509712487942,0.4392157279693707,0.004066335690072926
65,strength_preserving,7.15767700172984e-16,DCApost,41,-0.1972346774133791,0.216441028571768,-0.17334494773519168,0.27842919502301067
65,strength_preserving,7.15767700172984e-16,OO_fraction,41,0.3310742378002914,0.03448228693453772,0.26817795719625215,0.09002156363213394
65,root_pair_preserving,9.025003242599139e-16,DCApost,41,0.18382982939344106,0.2499293644756847,0.08432055749128921,0.6001721367707257
65,root_pair_preserving,9.025003242599139e-16,OO_fraction,41,0.5527908417288392,0.00017832625682501164,0.4102832633491661,0.0077151742268022
66,strength_preserving,8.57003252553996e-16,DCApost,41,-0.2662741433580245,0.09241523064782327,-0.3381533101045297,0.03058521812287645
66,strength_preserving,8.57003252553996e-16,OO_fraction,41,0.23901439015250642,0.13231915068420877,0.13164782684211337,0.4119490838021058
66,root_pair_preserving,7.0114844217933795e-16,DCApost,41,0.12343984434333108,0.44194977577881583,0.06411149825783974,0.6904615839686084
66,root_pair_preserving,7.0114844217933795e-16,OO_fraction,41,0.5493868031556017,0.0001991514121074369,0.4130719346378605,0.007270423811062269
67,strength_preserving,5.637043567398102e-16,DCApost,41,0.026044463748232237,0.8715925583549863,-0.0348432055749129,0.8287762604741155
67,strength_preserving,5.637043567398102e-16,OO_fraction,41,0.26943112913692935,0.08847230750591026,0.1564732555554016,0.3285848838094808
67,root_pair_preserving,7.052624504862771e-16,DCApost,41,0.12249395679569063,0.44548252119514153,0.04477351916376308,0.7810401634357148
67,root_pair_preserving,7.052624504862771e-16,OO_fraction,41,0.46290658094763604,0.0023068693592937116,0.31389981193366534,0.04564995249515138
68,strength_preserving,7.118148267101779e-16,DCApost,41,-0.08488778885085632,0.5977132842052991,-0.031184668989547044,0.8465273830462203
68,strength_preserving,7.118148267101779e-16,OO_fraction,41,0.32676040704558296,0.0370507067655375,0.24812563920043354,0.11776593180327426
68,root_pair_preserving,8.56418184771702e-16,DCApost,41,0.14291210502447907,0.3727294754272271,0.04616724738675959,0.77439911341833
68,root_pair_preserving,8.56418184771702e-16,OO_fraction,41,0.5621357123808259,0.00013086856705747158,0.37228761704070473,0.016532054917740756
69,strength_preserving,6.229082445659737e-16,DCApost,41,-0.23815513022449902,0.13375774675097815,-0.18954703832752617,0.23524478717675026
69,strength_preserving,6.229082445659737e-16,OO_fraction,41,0.29379425832037354,0.062264804635246626,0.20732028111887557,0.19338565894315732
69,root_pair_preserving,6.292243928942394e-16,DCApost,41,0.10382736098275877,0.5182733430232888,0.014111498257839724,0.9302203517686983
69,root_pair_preserving,6.292243928942394e-16,OO_fraction,41,0.5518475717529161,0.0001838904561885775,0.3986757335309118,0.009827120642534966
70,strength_preserving,6.797207623875152e-16,DCApost,41,-0.2158394730074006,0.17530767059230618,-0.20714285714285718,0.1937756317107866
70,strength_preserving,6.797207623875152e-16,OO_fraction,41,0.2638351558402596,0.09555317711738458,0.17465669210045323,0.274751917962401
70,root_pair_preserving,6.611301442497661e-16,DCApost,41,0.12684504941191407,0.4293602804807614,-0.0029616724738675965,0.9853376943397918
70,root_pair_preserving,6.611301442497661e-16,OO_fraction,41,0.5258841654902056,0.0004137616971052217,0.42755029326736693,0.005299281452601484
71,strength_preserving,8.501005661255765e-16,DCApost,41,-0.10825705628315706,0.5004825295082533,-0.2519163763066202,0.11207996035687763
71,strength_preserving,8.501005661255765e-16,OO_fraction,41,0.29343257736473727,0.06260262297223922,0.2147276892294701,0.17759554151337453
71,root_pair_preserving,7.133291778611202e-16,DCApost,41,0.155905211680277,0.3303657827487481,0.06341463414634146,0.693661245790126
71,root_pair_preserving,7.133291778611202e-16,OO_fraction,41,0.5487883619992817,0.00020303136214928707,0.3829194263288521,0.013471772327013607
72,strength_preserving,5.590010459575465e-16,DCApost,41,0.25854387264504475,0.10264208127196718,0.21968641114982584,0.1675544390955983
72,strength_preserving,5.590010459575465e-16,OO_fraction,41,0.3476035003325033,0.025956056475489514,0.24078433658320858,0.12939219767539653
72,root_pair_preserving,1.1034395235934087e-15,DCApost,41,0.10480514240751197,0.5143194853307728,0.02125435540069687,0.8950631543275183
72,root_pair_preserving,1.1034395235934087e-15,OO_fraction,41,0.5593063237941136,0.00014386171827220336,0.41167759899351336,0.007489955839168694
73,strength_preserving,6.121365969558529e-16,DCApost,41,0.14801133874991373,0.35573283023002095,0.15087108013937287,0.34640995802189234
73,strength_preserving,6.121365969558529e-16,OO_fraction,41,0.34457296139156346,0.027372500717269564,0.28210490060600796,0.07394023677401401
73,root_pair_preserving,8.49424465363036e-16,DCApost,41,0.09998751350194743,0.5339452324027745,0.013414634146341465,0.9336584197629874
73,root_pair_preserving,8.49424465363036e-16,OO_fraction,41,0.5654580992203464,0.00011697278579440435,0.4188235691707928,0.006422455768967711
74,strength_preserving,7.430512269386669e-16,DCApost,41,-0.16700322814135848,0.2966593413454199,-0.16846689895470388,0.29238527100666745
74,strength_preserving,7.430512269386669e-16,OO_fraction,41,0.29496408547608916,0.06118207120099257,0.20130720865262822,0.2069128042113687
74,root_pair_preserving,6.759027212937933e-16,DCApost,41,0.12662130912612288,0.43018127772716075,0.051567944250871085,0.7488184942066445
74,root_pair_preserving,6.759027212937933e-16,OO_fraction,41,0.5633085107597973,0.00012580147057829344,0.4431085622242608,0.0037147559368046978
75,strength_preserving,7.552374521676797e-16,DCApost,41,-0.2950789936355933,0.061076531183914866,-0.35853658536585375,0.02134203003713212
75,strength_preserving,7.552374521676797e-16,OO_fraction,41,0.28314873206372265,0.0728324361055157,0.1959435217071019,0.21952420886228308
75,root_pair_preserving,6.977327976777355e-16,DCApost,41,0.16070309954580622,0.3155123617588695,0.05818815331010454,0.7178228218804686
75,root_pair_preserving,6.977327976777355e-16,OO_fraction,41,0.5025994010209199,0.0008117170599207297,0.355462629546792,0.022563967357341553
76,strength_preserving,6.829747447606469e-16,DCApost,41,-0.0067971429658654145,0.9663572557388463,-0.038850174216027884,0.8094308115215135
76,strength_preserving,6.829747447606469e-16,OO_fraction,41,0.3192606599655473,0.04188742903332502,0.24551011946184853,0.12181410292789856
76,root_pair_preserving,7.572023742515794e-16,DCApost,41,0.12183336101189682,0.44795888744231405,-0.010975609756097564,0.9457006224111282
76,root_pair_preserving,7.572023742515794e-16,OO_fraction,41,0.5607747393843715,0.00013697967432938773,0.41586060592655494,0.00684795086596447
77,strength_preserving,6.529270266505821e-16,DCApost,41,0.029598035803056533,0.8542495522135061,-0.009407665505226483,0.9534485067767938
77,strength_preserving,6.529270266505821e-16,OO_fraction,41,0.30995290053876423,0.04859131916167491,0.20836973917394103,0.1910903051237952
77,root_pair_preserving,1.0933480016805178e-15,DCApost,41,0.12553348526898594,0.43418541912412895,0.05435540069686412,0.7357168947486066
77,root_pair_preserving,1.0933480016805178e-15,OO_fraction,41,0.47131170710761694,0.0018682114315820195,0.325054497088443,0.038108637823654416
78,strength_preserving,8.380508654899131e-16,DCApost,41,-0.08805445738172357,0.5840679237335845,-0.11951219512195126,0.4567195297611142
78,strength_preserving,8.380508654899131e-16,OO_fraction,41,0.33166121426519424,0.0341443859573471,0.2155991490071871,0.1758004191794388
78,root_pair_preserving,8.289665250534502e-16,DCApost,41,0.19888266478311573,0.2125494477849645,0.10731707317073172,0.5042315457627341
78,root_pair_preserving,8.289665250534502e-16,OO_fraction,41,0.527605786047066,0.0003928878550293632,0.3873497183737836,0.01234656509917189
79,strength_preserving,6.722059880065988e-16,DCApost,41,-0.10156797391591954,0.527467022888526,-0.13013937282229968,0.41737373787415766
79,strength_preserving,6.722059880065988e-16,OO_fraction,41,0.3168244668332274,0.04356475501602084,0.26329565368422675,0.09625823141906806
79,root_pair_preserving,8.662627751505701e-16,DCApost,41,0.08714115895118182,0.5879890600259037,-0.02560975609756098,0.8737183701266704
79,root_pair_preserving,8.662627751505701e-16,OO_fraction,41,0.5501261628534744,0.00019445026180661055,0.4130841939542719,0.00726851850319479
80,strength_preserving,7.019610223339834e-16,DCApost,41,-0.2440690381561451,0.12408873688782983,-0.2862369337979095,0.06963126687938584
80,strength_preserving,7.019610223339834e-16,OO_fraction,41,0.30315663138317966,0.05401301451567289,0.20470590178572454,0.19918821305509404
80,root_pair_preserving,7.803932679623344e-16,DCApost,41,0.152636786085264,0.3407290786113083,0.06846689895470384,0.670585865955303
80,root_pair_preserving,7.803932679623344e-16,OO_fraction,41,0.5274616657664414,0.0003945982800865707,0.3925054838837392,0.011138741828163852
81,strength_preserving,6.528425672866567e-16,DCApost,41,-0.1372339569855205,0.3922136638179652,-0.11184668989547039,0.4862974666861867
81,strength_preserving,6.528425672866567e-16,OO_fraction,41,0.30525476997796724,0.052289837014210715,0.2285838996951705,0.15057632748114885
81,root_pair_preserving,8.902758713991001e-16,DCApost,41,0.10665537352865166,0.506879170254248,0.01550522648083624,0.9233480299809393
81,root_pair_preserving,8.902758713991001e-16,OO_fraction,41,0.5066962805658074,0.0007234573935642935,0.3845617761812598,0.013044895551374981
82,strength_preserving,6.288776865691502e-16,DCApost,41,0.07745787517102692,0.6302616766953847,0.07055749128919862,0.6611226329182627
82,strength_preserving,6.288776865691502e-16,OO_fraction,41,0.32728973710220904,0.03672736694371006,0.23522240849008075,0.13875538063828674
82,root_pair_preserving,7.74734480909267e-16,DCApost,41,0.20841108474332065,0.1910002711200993,0.12648083623693385,0.43069717907551053
82,root_pair_preserving,7.74734480909267e-16,OO_fraction,41,0.5716682626512593,9.452637783315177e-05,0.4291067945478534,0.00511798789037806
83,strength_preserving,5.982779767449267e-16,DCApost,41,0.0056928237100923335,0.9718207339098386,0.006271777003484322,0.9689562624854111
83,strength_preserving,5.982779767449267e-16,OO_fraction,41,0.26917373230276187,0.08878882180923785,0.18309369929834282,0.2518638362394623
83,root_pair_preserving,6.764242657168619e-16,DCApost,41,0.119240403499274,0.45775135131720585,0.02247386759581882,0.8890785947041647
83,root_pair_preserving,6.764242657168619e-16,OO_fraction,41,0.4882741011134742,0.0012006084535327202,0.33864926962082825,0.030326406338683973
84,strength_preserving,7.867601226409414e-16,DCApost,41,-0.30031742493849983,0.056417004181056794,-0.2855400696864112,0.0703437430562989
84,strength_preserving,7.867601226409414e-16,OO_fraction,41,0.3062276397746122,0.05150596074705699,0.23836103217638277,0.13341196567708602
84,root_pair_preserving,9.168293364646454e-16,DCApost,41,0.16910878536318744,0.2905234968194523,0.04407665505226482,0.7843664844974358
84,root_pair_preserving,9.168293364646454e-16,OO_fraction,41,0.5594858103299506,0.00014300406855340627,0.39860570232775827,0.009841230537666515
85,strength_preserving,5.479090036660586e-16,DCApost,41,-0.20579116221745847,0.19676484031584995,-0.20731707317073172,0.193392705000066
85,strength_preserving,5.479090036660586e-16,OO_fraction,41,0.2856571308557437,0.0702236594194741,0.19600156819846304,0.21938495144110787
85,root_pair_preserving,8.497766478455801e-16,DCApost,41,0.1362853109512717,0.3955257362126103,0.0818815331010453,0.6107945994147315
85,root_pair_preserving,8.497766478455801e-16,OO_fraction,41,0.5637967059911931,0.00012374507220149592,0.39198260801710894,0.011256451847556874
86,strength_preserving,8.337104242120526e-16,DCApost,41,0.036252301794563235,0.8219612109494548,0.043379790940766556,0.7876965953382998
86,strength_preserving,8.337104242120526e-16,OO_fraction,41,0.3040190019616426,0.05329932856818485,0.23450982618364616,0.13999028792933627
86,root_pair_preserving,7.197362416594217e-16,DCApost,41,0.16791444958668597,0.29399378682520183,0.07247386759581882,0.6524934449041754
86,root_pair_preserving,7.197362416594217e-16,OO_fraction,41,0.5138009985221436,0.0005905042806899747,0.40488245553296326,0.008643427824658486
87,strength_preserving,6.021866317003058e-16,DCApost,41,-0.019385292484034818,0.9042463169508993,-0.0456445993031359,0.7768876763839239
87,strength_preserving,6.021866317003058e-16,OO_fraction,41,0.3023850491515056,0.05465804186383855,0.18626938773800034,0.24358988710747206
87,root_pair_preserving,8.4500988492926375e-16,DCApost,41,0.13886849617748545,0.3865449578835457,0.04930313588850175,0.7595152834871683
87,root_pair_preserving,8.4500988492926375e-16,OO_fraction,41,0.538746354512664,0.00027915726099955594,0.4020915414386263,0.009159600558112406
88,strength_preserving,6.764242657168619e-16,DCApost,41,-0.09610726526123264,0.55001206944181,-0.15209059233449482,0.34248021149814967
88,strength_preserving,6.764242657168619e-16,OO_fraction,41,0.26601500680808654,0.09274480463368469,0.1639444228220033,0.30572034874593484
88,root_pair_preserving,8.902758713991001e-16,DCApost,41,0.11655417867367113,0.46801657007021563,0.047560975609756105,0.7677738888861805
88,root_pair_preserving,8.902758713991001e-16,OO_fraction,41,0.5317576150753002,0.0003463827512666653,0.35712421690842877,0.0218964075061522
89,strength_preserving,7.123026240793588e-16,DCApost,41,0.018087997068933756,0.9106275619231852,-0.011149825783972129,0.944840038005003
89,strength_preserving,7.123026240793588e-16,OO_fraction,41,0.2938369632303685,0.06222501309124163,0.23764476987094638,0.13461769094879172
89,root_pair_preserving,6.563490698825877e-16,DCApost,41,0.07110204432643537,0.6586661167068907,-0.009581881533101046,0.9525874089875824
89,root_pair_preserving,6.563490698825877e-16,OO_fraction,41,0.5264765529833356,0.0004064696637149289,0.4144662702822077,0.007056460717821842
90,strength_preserving,5.914370867611472e-16,DCApost,41,-0.055684739331169034,0.7294944010878751,-0.12160278745644601,0.4488250012833226
90,strength_preserving,5.914370867611472e-16,OO_fraction,41,0.27723347027577927,0.07928623406581183,0.212754838566977,0.18170779052430153
90,root_pair_preserving,7.241199854880002e-16,DCApost,41,0.14196468463034023,0.37593978186827254,0.06167247386759582,0.7016832914576352
90,root_pair_preserving,7.241199854880002e-16,OO_fraction,41,0.5179483013591373,0.000523418799017881,0.36504618083359275,0.018936353799823818
91,strength_preserving,6.800357604237094e-16,DCApost,41,-0.11501863989652152,0.47393908770898013,-0.23885017421602792,0.13259319143661746
91,strength_preserving,6.800357604237094e-16,OO_fraction,41,0.2932454131536416,0.06277800953757594,0.177731314773396,0.26625808569147474
91,root_pair_preserving,9.238490056989761e-16,DCApost,41,0.10251078852356339,0.5236209178382795,0.011149825783972129,0.944840038005003
91,root_pair_preserving,9.238490056989761e-16,OO_fraction,41,0.5368028508959656,0.0002965605457496666,0.44363130138535906,0.003669628014203329
92,strength_preserving,6.544304384046974e-16,DCApost,41,0.03830117252972325,0.8120750303369304,-0.03083623693379791,0.8482220202077351
92,strength_preserving,6.544304384046974e-16,OO_fraction,41,0.27394553253072684,0.08306192943267661,0.2126938138565959,0.18183606478124292
92,root_pair_preserving,6.862168833522047e-16,DCApost,41,0.08898192225182741,0.58009798163471,-0.00017421602787456451,0.9991374649399968
92,root_pair_preserving,6.862168833522047e-16,OO_fraction,41,0.5523805461349731,0.00018072756932206022,0.41238027878357364,0.007378618638045433
93,strength_preserving,8.656392531121347e-16,DCApost,41,0.17182209883474187,0.28273845585001284,0.16620209059233454,0.2990156634493986
93,strength_preserving,8.656392531121347e-16,OO_fraction,41,0.2754744142851921,0.08128919808542402,0.20165579256371502,0.2061110626278233
93,root_pair_preserving,8.328706060191651e-16,DCApost,41,0.12027488048937243,0.4538308127583592,0.004181184668989548,0.9793013861880097
93,root_pair_preserving,8.328706060191651e-16,OO_fraction,41,0.506092240243102,0.0007359070419048238,0.358518552552776,0.021349033479831744
94,strength_preserving,6.540774554282116e-16,DCApost,41,0.07064333292920148,0.660735161612663,0.04930313588850175,0.7595152834871683
94,strength_preserving,6.540774554282116e-16,OO_fraction,41,0.2956620150301913,0.060543272389712986,0.20566450754121324,0.19704658428168587
94,root_pair_preserving,7.241199854880002e-16,DCApost,41,0.18425427418284282,0.2488185137822026,0.09721254355400699,0.5454122584174252
94,root_pair_preserving,7.241199854880002e-16,OO_fraction,41,0.5401372448609157,0.0002672725061289891,0.4364871995170166,0.004329736279226782
95,strength_preserving,6.344989089959167e-16,DCApost,41,-0.019439293708485225,0.9039808172186817,-0.002264808362369338,0.9887873967891802
95,strength_preserving,6.344989089959167e-16,OO_fraction,41,0.31742050909768815,0.04314942567667728,0.24690713042539428,0.11963907041941402
95,root_pair_preserving,7.590587464590711e-16,DCApost,41,0.12296454453214284,0.44372301837493033,0.030487804878048783,0.8499173318310476
95,root_pair_preserving,7.590587464590711e-16,OO_fraction,41,0.5157562311982848,0.0005579748875973895,0.40156946386408887,0.009259035893075097
96,strength_preserving,6.149389464320002e-16,DCApost,41,-0.16021343978425298,0.31700863782166816,-0.23972125435540073,0.1311443587446389
96,strength_preserving,6.149389464320002e-16,OO_fraction,41,0.31509250415120515,0.04479004727782983,0.2227451191844666,0.1615688242251427
96,root_pair_preserving,6.862168833522047e-16,DCApost,41,0.13575783212879014,0.39737436208311716,0.06742160278745646,0.6753364958836108
96,root_pair_preserving,6.862168833522047e-16,OO_fraction,41,0.47639633818527455,0.0016401638562938419,0.3086710532673633,0.049578830336440026
97,strength_preserving,9.1912638029982e-16,DCApost,41,-0.03554525957292934,0.8253792176413238,0.006794425087108015,0.9663707003346182
97,strength_preserving,9.1912638029982e-16,OO_fraction,41,0.28105955243471464,0.07506286732851367,0.2091503466520813,0.18939551722016856
97,root_pair_preserving,7.084125401742085e-16,DCApost,41,0.10926631826549514,0.49647307467486723,0.028048780487804882,0.8618027778764923
97,root_pair_preserving,7.084125401742085e-16,OO_fraction,41,0.4902875668511512,0.001137497358617764,0.3694117997742386,0.017454091142209367
98,strength_preserving,6.594364136984688e-16,DCApost,41,-0.008584208990494158,0.9575192969615576,-0.09564459930313592,0.5519429723500718
98,strength_preserving,6.594364136984688e-16,OO_fraction,41,0.3234239988676158,0.03914274253763907,0.25649530236390566,0.10549204688476764
98,root_pair_preserving,6.722059880065988e-16,DCApost,41,0.16885563369167067,0.2912568389874525,0.07090592334494776,0.6595504258565263
98,root_pair_preserving,6.722059880065988e-16,OO_fraction,41,0.5091338598432491,0.0006751046785714176,0.34716665330152024,0.026156397661296252
99,strength_preserving,6.956580981330541e-16,DCApost,41,-0.10047316129967875,0.5319504898746061,-0.09878048780487808,0.5389186211321588
99,strength_preserving,6.956580981330541e-16,OO_fraction,41,0.24949851154823982,0.1156820846118745,0.14636696510750258,0.36116173411999575
99,root_pair_preserving,6.522792506141011e-16,DCApost,41,0.16394960230882327,0.3057048582542016,0.0642857142857143,0.689662495744899
99,root_pair_preserving,6.522792506141011e-16,OO_fraction,41,0.542021639922736,0.0002518975807855926,0.4029644077246676,0.008995398550949444
100,strength_preserving,9.256060317633082e-16,DCApost,41,-0.14251655188127726,0.3740678061470731,-0.20749128919860632,0.19301031262787555
100,strength_preserving,9.256060317633082e-16,OO_fraction,41,0.27305443139747804,0.0841089527912752,0.20871461676322278,0.19034021901627718
100,root_pair_preserving,7.288986677870119e-16,DCApost,41,0.10732244875782465,0.504210065449839,0.037979094076655055,0.8136272542116401
100,root_pair_preserving,7.288986677870119e-16,OO_fraction,41,0.4894581076611239,0.0011631304742379333,0.35503271344190795,0.022739431111237295
101,strength_preserving,6.450031128215439e-16,DCApost,41,-0.11492987134253989,0.4742826706822088,-0.1822299651567945,0.2541463983553646
101,strength_preserving,6.450031128215439e-16,OO_fraction,41,0.3127051886565074,0.046524597999687035,0.19215688098659964,0.22874062759304417
101,root_pair_preserving,6.946021588719261e-16,DCApost,41,0.1132828861436605,0.4806811945050342,0.039895470383275275,0.8044020322106595
101,root_pair_preserving,6.946021588719261e-16,OO_fraction,41,0.5099910335426723,0.000658800126587743,0.39337416868318914,0.010945504965100442
102,strength_preserving,9.062943498500204e-16,DCApost,41,0.11124108090759274,0.4886758886345138,0.16463414634146345,0.3036619672273689
102,strength_preserving,9.062943498500204e-16,OO_fraction,41,0.2926275193072052,0.06335979422140328,0.21094899175769027,0.18553103971836077
102,root_pair_preserving,6.375125778637823e-16,DCApost,41,0.15129071206360853,0.34505463734775166,0.05487804878048781,0.7332684209500597
102,root_pair_preserving,6.375125778637823e-16,OO_fraction,41,0.49068640049402257,0.0011253515581157764,0.33995470110087805,0.029653808587551435
103,strength_preserving,6.413869424796525e-16,DCApost,41,-0.22599228227259152,0.15538583098829117,-0.21463414634146344,0.17778900729215935
103,strength_preserving,6.413869424796525e-16,OO_fraction,41,0.33604522185855235,0.03170572365232942,0.24760253525271653,0.11856734003799585
103,root_pair_preserving,8.249385050094588e-16,DCApost,41,0.1177393355442341,0.463472543344191,0.07351916376306622,0.6478052944772175
103,root_pair_preserving,8.249385050094588e-16,OO_fraction,41,0.5362728887125586,0.0003014724652195535,0.4216122404594872,0.006043059394310075
104,strength_preserving,7.105427357601002e-16,DCApost,41,-0.2281800739278324,0.15131848331491618,-0.225609756097561,0.1561051020485974
