realization,null_type,max_relative_margin_error,metric,n_regions,pearson_r,pearson_p,spearman_rho,spearman_p
28,root_pair_preserving,6.51909113357533e-16,DCApost,41,0.17948053523222668,0.2615041090746591,0.10801393728223,0.5014508183081454
28,root_pair_preserving,6.51909113357533e-16,OO_fraction,41,0.5450351240913952,0.00022895981949389252,0.39170587804960216,0.011319177653661177
29,strength_preserving,1.0758158289246845e-15,DCApost,41,-0.39618396177265663,0.010339947346335747,-0.4085365853658537,0.00800551004239898
29,strength_preserving,1.0758158289246845e-15,OO_fraction,41,0.26444004472843335,0.09476740330131284,0.1791721302986163,0.2623381612220209
29,root_pair_preserving,7.875947277806743e-16,DCApost,41,0.20846246721409922,0.19088842259859964,0.14059233449477354,0.38061892961861554
29,root_pair_preserving,7.875947277806743e-16,OO_fraction,41,0.5418085256299368,0.00025359551633804015,0.3926797758392826,0.01109973928097083
30,strength_preserving,7.918978683264503e-16,DCApost,41,-0.20527464759519318,0.197915610618235,-0.1458188153310105,0.36298248786178133
30,strength_preserving,7.918978683264503e-16,OO_fraction,41,0.2642141019980346,0.09506032738413468,0.1968614523241669,0.21732916698572785
30,root_pair_preserving,6.337574136969479e-16,DCApost,41,0.10857411382070573,0.49922119297592693,0.043379790940766556,0.7876965953382998
30,root_pair_preserving,6.337574136969479e-16,OO_fraction,41,0.5045956587903992,0.0007675796616683169,0.3606100560192968,0.0205494677298607
31,strength_preserving,6.428276820549601e-16,DCApost,41,-0.2376213831820469,0.1346571950879343,-0.3379790940766551,0.030676562503141665
31,strength_preserving,6.428276820549601e-16,OO_fraction,41,0.2949247390384552,0.06121824316753499,0.20087191592333062,0.2079170262235654
31,root_pair_preserving,7.1416937712833e-16,DCApost,41,0.12429897278106056,0.43875446246978883,0.056794425087108025,0.7243131378868738
31,root_pair_preserving,7.1416937712833e-16,OO_fraction,41,0.5718153863635903,9.404556185579889e-05,0.4378380042391347,0.004197534871182533
32,strength_preserving,7.659386502498501e-16,DCApost,41,0.0661442056283982,0.6811588728352563,-0.004006968641114984,0.9801636539473231
32,strength_preserving,7.659386502498501e-16,OO_fraction,41,0.32124234240854926,0.0405621029870824,0.22301664971001725,0.16104506127300036
32,root_pair_preserving,9.462638098113106e-16,DCApost,41,0.09314137164259098,0.5624451202835055,0.02630662020905924,0.8703109878897114
