recording_id,surrogate,mean_abs_NetTE,extreme_pair_fraction
subject_13,168,0.0061174905858933926,0.05969469127363864
subject_13,169,0.006100413389503956,0.05980861244019139
subject_13,170,0.006091323681175709,0.06049213943950786
subject_13,171,0.006141625810414553,0.061631351105035315
subject_13,172,0.006082089617848396,0.06003645477329688
subject_13,173,0.0060449386946856976,0.054796081111870586
subject_13,174,0.006032613106071949,0.06060606060606061
subject_13,175,0.005992869380861521,0.05217589428115744
subject_13,176,0.006118945777416229,0.060378218272955114
subject_13,177,0.006146250292658806,0.05696058327637275
subject_13,178,0.006094599142670631,0.05753018910913648
subject_13,179,0.006119104102253914,0.059922533606744134
subject_13,180,0.006080508232116699,0.05980861244019139
subject_13,181,0.0060654571279883385,0.06379585326953748
subject_13,182,0.006052110809832811,0.05969469127363864
subject_13,183,0.0061471667140722275,0.059580770107085894
subject_13,184,0.005932174623012543,0.05491000227842333
subject_13,185,0.006082415115088224,0.05889724310776942
subject_13,186,0.006026124581694603,0.056504898610161766
subject_13,187,0.006001082714647055,0.057302346776030987
subject_13,188,0.006190252490341663,0.062428799270904535
subject_13,189,0.0061290208250284195,0.05855547960811119
subject_13,190,0.006072118412703276,0.05832763727500569
subject_13,191,0.006172281224280596,0.05832763727500569
subject_13,192,0.00613253703340888,0.05969469127363864
subject_13,193,0.00605039531365037,0.05673274094326726
subject_13,194,0.006119123660027981,0.05923900660742766
subject_13,195,0.006122981198132038,0.06003645477329688
subject_13,196,0.006070230156183243,0.06003645477329688
subject_13,197,0.006179017946124077,0.059125085440874914
subject_13,198,0.006022541783750057,0.05570745044429255
subject_13,199,0.006103165447711945,0.059125085440874914
subject_13,200,0.0060968585312366486,0.05798587377534746
subject_14,1,0.015327229164540768,0.05753018910913648
subject_14,2,0.015461582690477371,0.05616313511050353
subject_14,3,0.015280080027878284,0.05696058327637275
subject_14,4,0.015652235597372055,0.06254272043745727
subject_14,5,0.015420450828969479,0.05775803144224197
subject_14,6,0.015561986714601517,0.05889724310776942
subject_14,7,0.015442817471921444,0.05285942128047391
subject_14,8,0.015263362787663937,0.05764411027568922
subject_14,9,0.015418246388435364,0.05593529277739804
subject_14,10,0.01565675251185894,0.062087035771246295
subject_14,11,0.015364096499979496,0.05901116427432217
subject_14,12,0.015580353327095509,0.06106174527227159
subject_14,13,0.015435755252838135,0.06060606060606061
subject_14,14,0.015339722856879234,0.056049213943950786
subject_14,15,0.015580699779093266,0.06026429710640237
subject_14,16,0.01532218512147665,0.056049213943950786
subject_14,17,0.015352903865277767,0.061973114604693555
subject_14,18,0.015414213761687279,0.056049213943950786
subject_14,19,0.015154936350882053,0.05377079061289588
subject_14,20,0.015427944250404835,0.053087263613579405
subject_14,21,0.015151096507906914,0.05696058327637275
