epsilon,run,layer,energy_well_width,delta_u,n_dynamic_fc_windows
0.25,31,Layer 1,0.15549645484405783,2.0,169
0.25,32,Layer 1,0.2591607580734302,2.0,169
0.25,33,Layer 1,0.2591607580734301,2.0,169
0.25,34,Layer 1,0.18141253065140095,2.0,169
0.25,35,Layer 1,0.5183215161468606,2.0,169
0.25,36,Layer 1,0.18141253065140095,2.0,169
0.25,37,Layer 1,0.85523050164232,2.0,169
0.25,38,Layer 1,0.6997340467982618,2.0,169
0.25,39,Layer 1,1.2698877145598084,2.0,169
0.25,40,Layer 1,1.3994680935965236,2.0,169
0.25,41,Layer 1,1.243971638752465,2.0,169
0.25,42,Layer 1,0.6479018951835755,2.0,169
0.25,43,Layer 1,0.20732860645874418,2.0,169
0.25,44,Layer 1,0.36282506130280234,2.0,169
0.25,45,Layer 1,0.20732860645874407,2.0,169
0.25,46,Layer 1,0.38874113711014524,2.0,169
0.25,47,Layer 1,0.20732860645874407,2.0,169
0.25,48,Layer 1,0.2332446822660872,2.0,169
0.25,49,Layer 1,1.3217198661744944,2.0,169
0.25,0,Layer 2,0.9145556835498109,2.0,169
0.25,1,Layer 2,0.2012022503809583,2.0,169
0.25,2,Layer 2,0.23778447772295075,2.0,169
0.25,3,Layer 2,0.2012022503809583,2.0,169
0.25,4,Layer 2,0.6584800921558638,2.0,169
0.25,5,Layer 2,0.256075591393947,2.0,169
0.25,6,Layer 2,0.67677120582686,2.0,169
0.25,7,Layer 2,0.10974668202597737,2.0,169
0.25,8,Layer 2,0.23778447772295075,2.0,169
0.25,9,Layer 2,0.16462002303896606,2.0,169
0.25,10,Layer 2,0.18291113670996206,2.0,169
0.25,11,Layer 2,0.2743667050649432,2.0,169
0.25,12,Layer 2,0.5304422964588903,2.0,169
0.25,13,Layer 2,0.6401889784848676,2.0,169
0.25,14,Layer 2,0.16462002303896606,2.0,169
0.25,15,Layer 2,0.1280377956969736,2.0,169
0.25,16,Layer 2,0.16462002303896606,2.0,169
0.25,17,Layer 2,0.21949336405195452,2.0,169
0.25,18,Layer 2,0.14632890936796983,2.0,169
0.25,19,Layer 2,0.256075591393947,2.0,169
0.25,20,Layer 2,0.5304422964588904,2.0,169
0.25,21,Layer 2,0.18291113670996229,2.0,169
0.25,22,Layer 2,0.10974668202597737,2.0,169
0.25,23,Layer 2,0.1280377956969736,2.0,169
0.25,24,Layer 2,0.18291113670996206,2.0,169
0.25,25,Layer 2,0.10974668202597737,2.0,169
0.25,26,Layer 2,0.585315637471879,2.0,169
0.25,27,Layer 2,0.6950623194978562,2.0,169
0.25,28,Layer 2,0.2012022503809583,2.0,169
0.25,29,Layer 2,0.21949336405195452,2.0,169
0.25,30,Layer 2,0.1280377956969736,2.0,169
0.25,31,Layer 2,0.2012022503809583,2.0,169
0.25,32,Layer 2,0.14632890936796983,2.0,169
0.25,33,Layer 2,0.14632890936796983,2.0,169
0.25,34,Layer 2,0.09145556835498114,2.0,169
0.25,35,Layer 2,0.2012022503809583,2.0,169
0.25,36,Layer 2,0.14632890936796983,2.0,169
0.25,37,Layer 2,0.3841133870909206,2.0,169
0.25,38,Layer 2,0.29265781873593943,2.0,169
0.25,39,Layer 2,0.585315637471879,2.0,169
0.25,40,Layer 2,0.6401889784848676,2.0,169
0.25,41,Layer 2,0.6036067511428751,2.0,169
0.25,42,Layer 2,0.6584800921558638,2.0,169
0.25,43,Layer 2,0.42069561443291303,2.0,169
0.25,44,Layer 2,0.29265781873593943,2.0,169
0.25,45,Layer 2,0.10974668202597737,2.0,169
0.25,46,Layer 2,0.16462002303896595,2.0,169
0.25,47,Layer 2,0.18291113670996217,2.0,169
0.25,48,Layer 2,0.1280377956969736,2.0,169
0.25,49,Layer 2,0.5304422964588903,2.0,169
0.25,0,Layer 3,0.8814001333302632,2.0,169
0.25,1,Layer 3,0.21153603199926319,2.0,169
0.25,2,Layer 3,0.2644200399990789,2.0,169
0.25,3,Layer 3,0.15865202399944756,2.0,169
0.25,4,Layer 3,0.740376111997421,2.0,169
0.25,5,Layer 3,0.22916403466586843,2.0,169
0.25,6,Layer 3,0.3349320506655,2.0,169
0.25,7,Layer 3,0.1057680159996317,2.0,169
0.25,8,Layer 3,0.12339601866623684,2.0,169
0.25,9,Layer 3,0.12339601866623695,2.0,169
0.25,10,Layer 3,0.1762800266660527,2.0,169
0.25,11,Layer 3,0.2820480426656843,2.0,169
0.25,12,Layer 3,0.2996760453322894,2.0,169
0.25,13,Layer 3,0.6874921039976052,2.0,169
0.25,14,Layer 3,0.15865202399944733,2.0,169
0.25,15,Layer 3,0.12339601866623684,2.0,169
0.25,16,Layer 3,0.1410240213328422,2.0,169
0.25,17,Layer 3,0.2644200399990789,2.0,169
0.25,18,Layer 3,0.1762800266660527,2.0,169
0.25,19,Layer 3,0.1410240213328422,2.0,169
0.25,20,Layer 3,0.4583280693317369,2.0,169
0.25,21,Layer 3,0.12339601866623684,2.0,169
0.25,22,Layer 3,0.1410240213328422,2.0,169
0.25,23,Layer 3,0.12339601866623695,2.0,169
0.25,24,Layer 3,0.1410240213328422,2.0,169
0.25,25,Layer 3,0.1057680159996317,2.0,169
0.25,26,Layer 3,0.7580041146640264,2.0,169
0.25,27,Layer 3,0.7051201066642105,2.0,169
0.25,28,Layer 3,0.21153603199926319,2.0,169
0.25,29,Layer 3,0.1762800266660527,2.0,169
0.25,30,Layer 3,0.1410240213328421,2.0,169
0.25,31,Layer 3,0.19390802933265805,2.0,169
0.25,32,Layer 3,0.1410240213328422,2.0,169
0.25,33,Layer 3,0.15865202399944744,2.0,169
0.25,34,Layer 3,0.1057680159996317,2.0,169
0.25,35,Layer 3,0.38781605866531577,2.0,169
0.25,36,Layer 3,0.1410240213328422,2.0,169
0.25,37,Layer 3,0.35256005333210527,2.0,169
0.25,38,Layer 3,0.3349320506655,2.0,169
0.25,39,Layer 3,0.5288400799981579,2.0,169
0.25,40,Layer 3,0.5288400799981581,2.0,169
0.25,41,Layer 3,0.5993520906645791,2.0,169
0.25,42,Layer 3,0.3701880559987105,2.0,169
0.25,43,Layer 3,0.1762800266660527,2.0,169
0.25,44,Layer 3,0.1762800266660527,2.0,169
0.25,45,Layer 3,0.12339601866623695,2.0,169
0.25,46,Layer 3,0.1762800266660527,2.0,169
0.25,47,Layer 3,0.1410240213328422,2.0,169
0.25,48,Layer 3,0.1410240213328422,2.0,169
0.25,49,Layer 3,0.5112120773315527,2.0,169
0.25,0,Layer 4,0.9996233957089586,2.0,169
0.25,1,Layer 4,0.26520620702482567,2.0,169
0.25,2,Layer 4,0.30600716195172195,2.0,169
0.25,3,Layer 4,0.2244052520979294,2.0,169
0.25,4,Layer 4,0.6936162337572366,2.0,169
0.25,5,Layer 4,0.28560668448827387,2.0,169
0.25,6,Layer 4,0.9180214858551661,2.0,169
0.25,7,Layer 4,0.12240286478068885,2.0,169
0.25,8,Layer 4,0.2244052520979294,2.0,169
0.25,9,Layer 4,0.14280334224413693,2.0,169
0.25,10,Layer 4,0.24480572956137747,2.0,169
0.25,11,Layer 4,0.26520620702482567,2.0,169
0.25,12,Layer 4,0.4080095492689626,2.0,169
0.25,13,Layer 4,0.32640763941517026,2.0,169
0.25,14,Layer 4,0.14280334224413693,2.0,169
0.25,15,Layer 4,0.14280334224413693,2.0,169
0.25,16,Layer 4,0.18360429717103322,2.0,169
0.25,17,Layer 4,0.24480572956137758,2.0,169
0.25,18,Layer 4,0.14280334224413682,2.0,169
0.25,19,Layer 4,0.26520620702482567,2.0,169
0.25,20,Layer 4,0.897621008391718,2.0,169
0.25,21,Layer 4,0.12240286478068874,2.0,169
0.25,22,Layer 4,0.16320381970758502,2.0,169
0.25,23,Layer 4,0.18360429717103322,2.0,169
0.25,24,Layer 4,0.18360429717103322,2.0,169
0.25,25,Layer 4,0.12240286478068885,2.0,169
0.25,26,Layer 4,0.6732157562937884,2.0,169
0.25,27,Layer 4,0.7344171886841329,2.0,169
0.25,28,Layer 4,0.26520620702482567,2.0,169
0.25,29,Layer 4,0.24480572956137747,2.0,169
0.25,30,Layer 4,0.16320381970758502,2.0,169
0.25,31,Layer 4,0.16320381970758502,2.0,169
0.25,32,Layer 4,0.14280334224413693,2.0,169
0.25,33,Layer 4,0.2040047746344813,2.0,169
0.25,34,Layer 4,0.2244052520979295,2.0,169
0.25,35,Layer 4,0.4284100267324108,2.0,169
0.25,36,Layer 4,0.16320381970758502,2.0,169
0.25,37,Layer 4,0.448810504195859,2.0,169
0.25,38,Layer 4,0.2652062070248258,2.0,169
0.25,39,Layer 4,0.7956186210744773,2.0,169
0.25,40,Layer 4,0.5508128915130996,2.0,169
0.25,41,Layer 4,0.6120143239034441,2.0,169
0.25,42,Layer 4,0.4692109816593071,2.0,169
0.25,43,Layer 4,0.32640763941517015,2.0,169
0.25,44,Layer 4,0.2040047746344813,2.0,169
0.25,45,Layer 4,0.14280334224413693,2.0,169
0.25,46,Layer 4,0.2244052520979294,2.0,169
0.25,47,Layer 4,0.16320381970758502,2.0,169
0.25,48,Layer 4,0.16320381970758502,2.0,169
0.25,49,Layer 4,0.7956186210744773,2.0,169
0.3,0,Layer 1,0.18785945286746975,2.0,169
0.3,1,Layer 1,1.529712687635111,2.0,169
0.3,2,Layer 1,1.1539937819001715,2.0,169
0.3,3,Layer 1,0.29520771164888104,2.0,169
0.3,4,Layer 1,0.4293930351256451,2.0,169
0.3,5,Layer 1,1.6102238817211694,2.0,169
0.3,6,Layer 1,0.2683706469535282,2.0,169
0.3,7,Layer 1,0.18785945286746975,2.0,169
0.3,8,Layer 1,0.8587860702512904,2.0,169
0.3,9,Layer 1,0.8051119408605847,2.0,169
0.3,10,Layer 1,0.45623009982099794,2.0,169
0.3,11,Layer 1,0.34888184103958675,2.0,169
0.3,12,Layer 1,0.3757189057349395,2.0,169
0.3,13,Layer 1,0.3220447763442339,2.0,169
0.3,14,Layer 1,0.18785945286746975,2.0,169
0.3,15,Layer 1,1.4760385582444053,2.0,169
0.3,16,Layer 1,0.29520771164888104,2.0,169
0.3,17,Layer 1,0.6977636820791734,2.0,169
0.3,18,Layer 1,1.1539937819001713,2.0,169
0.3,19,Layer 1,0.18785945286746975,2.0,169
0.3,20,Layer 1,0.18785945286746975,2.0,169
0.3,21,Layer 1,0.29520771164888104,2.0,169
0.3,22,Layer 1,0.1610223881721169,2.0,169
0.3,23,Layer 1,0.5099042292117036,2.0,169
0.3,24,Layer 1,1.3418532347676413,2.0,169
0.3,25,Layer 1,0.40255597043029223,2.0,169
0.3,26,Layer 1,0.8856231349466431,2.0,169
0.3,27,Layer 1,1.3418532347676413,2.0,169
0.3,28,Layer 1,1.4492014935490527,2.0,169
0.3,29,Layer 1,0.3220447763442339,2.0,169
0.3,30,Layer 1,1.1539937819001713,2.0,169
0.3,31,Layer 1,0.29520771164888104,2.0,169
0.3,32,Layer 1,0.18785945286746975,2.0,169
0.3,33,Layer 1,0.18785945286746975,2.0,169
0.3,34,Layer 1,1.3418532347676413,2.0,169
0.3,35,Layer 1,0.8587860702512904,2.0,169
0.3,36,Layer 1,0.3757189057349394,2.0,169
0.3,37,Layer 1,0.29520771164888104,2.0,169
0.3,38,Layer 1,0.29520771164888104,2.0,169
0.3,39,Layer 1,1.1003196525094658,2.0,169
0.3,40,Layer 1,0.3757189057349396,2.0,169
0.3,41,Layer 1,1.2881791053769356,2.0,169
0.3,42,Layer 1,1.4223644288536996,2.0,169
0.3,43,Layer 1,0.3757189057349396,2.0,169
0.3,44,Layer 1,0.2146965175628226,2.0,169
0.3,45,Layer 1,0.18785945286746975,2.0,169
0.3,46,Layer 1,0.24153358225817545,2.0,169
0.3,47,Layer 1,0.2146965175628226,2.0,169
0.3,48,Layer 1,0.24153358225817534,2.0,169
0.3,49,Layer 1,1.368690299462994,2.0,169
0.3,0,Layer 2,0.1523120279863669,2.0,169
0.3,1,Layer 2,0.6282871154437636,2.0,169
0.3,2,Layer 2,0.4378970804608049,2.0,169
0.3,3,Layer 2,0.1523120279863669,2.0,169
0.3,4,Layer 2,0.4759750874573967,2.0,169
0.3,5,Layer 2,0.87579416092161,2.0,169
0.3,6,Layer 2,0.3427020629693256,2.0,169
0.3,7,Layer 2,0.11423402098977531,2.0,169
0.3,8,Layer 2,0.3427020629693258,2.0,169
0.3,9,Layer 2,0.5140530944539884,2.0,169
0.3,10,Layer 2,0.4569360839591008,2.0,169
0.3,11,Layer 2,0.22846804197955028,2.0,169
0.3,12,Layer 2,0.2094290384812545,2.0,169
0.3,13,Layer 2,0.2475070454778463,2.0,169
0.3,14,Layer 2,0.1523120279863669,2.0,169
0.3,15,Layer 2,0.7425211364335389,2.0,169
0.3,16,Layer 2,0.2284680419795504,2.0,169
0.3,17,Layer 2,0.2284680419795504,2.0,169
0.3,18,Layer 2,0.5902091084471719,2.0,169
0.3,19,Layer 2,0.11423402098977509,2.0,169
0.3,20,Layer 2,0.11423402098977509,2.0,169
0.3,21,Layer 2,0.152312027986367,2.0,169
0.3,22,Layer 2,0.15231202798636712,2.0,169
0.3,23,Layer 2,0.5711701049488761,2.0,169
0.3,24,Layer 2,0.5140530944539885,2.0,169
0.3,25,Layer 2,0.4569360839591008,2.0,169
0.3,26,Layer 2,0.3617410664676215,2.0,169
0.3,27,Layer 2,0.6092481119454678,2.0,169
0.3,28,Layer 2,0.9709891784130893,2.0,169
0.3,29,Layer 2,0.1523120279863669,2.0,169
0.3,30,Layer 2,0.3046240559727339,2.0,169
0.3,31,Layer 2,0.2094290384812545,2.0,169
0.3,32,Layer 2,0.133273024488071,2.0,169
0.3,33,Layer 2,0.1523120279863669,2.0,169
0.3,34,Layer 2,0.5330920979522843,2.0,169
0.3,35,Layer 2,0.6854041259386512,2.0,169
0.3,36,Layer 2,0.3236630594710297,2.0,169
0.3,37,Layer 2,0.1713510314846629,2.0,169
0.3,38,Layer 2,0.11423402098977509,2.0,169
0.3,39,Layer 2,0.9900281819113851,2.0,169
0.3,40,Layer 2,0.2475070454778462,2.0,169
0.3,41,Layer 2,0.7996381469284264,2.0,169
0.3,42,Layer 2,0.8186771504267224,2.0,169
0.3,43,Layer 2,0.1903900349829587,2.0,169
0.3,44,Layer 2,0.1332730244880712,2.0,169
0.3,45,Layer 2,0.11423402098977509,2.0,169
0.3,46,Layer 2,0.133273024488071,2.0,169
0.3,47,Layer 2,0.1523120279863669,2.0,169
0.3,48,Layer 2,0.1713510314846629,2.0,169
0.3,49,Layer 2,0.7996381469284265,2.0,169
0.3,0,Layer 3,0.09780817296736632,2.0,169
0.3,1,Layer 3,0.5672874032107247,2.0,169
0.3,2,Layer 3,0.43035596105641194,2.0,169
0.3,3,Layer 3,0.13693144215431285,2.0,169
0.3,4,Layer 3,0.25430124971515244,2.0,169
0.3,5,Layer 3,0.8607119221128238,2.0,169
0.3,6,Layer 3,0.3325477880890455,2.0,169
0.3,7,Layer 3,0.11736980756083959,2.0,169
0.3,8,Layer 3,0.3912326918694653,2.0,169
0.3,9,Layer 3,0.5672874032107248,2.0,169
0.3,10,Layer 3,0.46947923024335836,2.0,169
0.3,11,Layer 3,0.21517798052820591,2.0,169
0.3,12,Layer 3,0.21517798052820591,2.0,169
0.3,13,Layer 3,0.25430124971515244,2.0,169
0.3,14,Layer 3,0.11736980756083959,2.0,169
0.3,15,Layer 3,0.6455339415846179,2.0,169
0.3,16,Layer 3,0.23473961512167918,2.0,169
0.3,17,Layer 3,0.25430124971515244,2.0,169
0.3,18,Layer 3,0.5672874032107248,2.0,169
0.3,19,Layer 3,0.11736980756083959,2.0,169
0.3,20,Layer 3,0.11736980756083959,2.0,169
0.3,21,Layer 3,0.17605471134125938,2.0,169
0.3,22,Layer 3,0.11736980756083959,2.0,169
0.3,23,Layer 3,0.5672874032107247,2.0,169
0.3,24,Layer 3,0.586849037804198,2.0,169
0.3,25,Layer 3,0.46947923024335836,2.0,169
0.3,26,Layer 3,0.3325477880890455,2.0,169
0.3,27,Layer 3,0.6259723069911446,2.0,169
0.3,28,Layer 3,0.6259723069911445,2.0,169
0.3,29,Layer 3,0.13693144215431285,2.0,169
0.3,30,Layer 3,0.3716710572759921,2.0,169
0.3,31,Layer 3,0.17605471134125938,2.0,169
0.3,32,Layer 3,0.13693144215431285,2.0,169
0.3,33,Layer 3,0.11736980756083959,2.0,169
0.3,34,Layer 3,0.46947923024335836,2.0,169
0.3,35,Layer 3,0.5477257686172515,2.0,169
0.3,36,Layer 3,0.21517798052820591,2.0,169
0.3,37,Layer 3,0.17605471134125938,2.0,169
0.3,38,Layer 3,0.13693144215431285,2.0,169
0.3,39,Layer 3,1.0758899026410298,2.0,169
0.3,40,Layer 3,0.21517798052820591,2.0,169
0.3,41,Layer 3,0.9193968258932436,2.0,169
0.3,42,Layer 3,0.8411502875193505,2.0,169
0.3,43,Layer 3,0.21517798052820591,2.0,169
0.3,44,Layer 3,0.13693144215431285,2.0,169
0.3,45,Layer 3,0.13693144215431285,2.0,169
0.3,46,Layer 3,0.13693144215431285,2.0,169
0.3,47,Layer 3,0.11736980756083959,2.0,169
0.3,48,Layer 3,0.17605471134125938,2.0,169
0.3,49,Layer 3,0.9780817296736634,2.0,169
0.3,0,Layer 4,0.1433109948509662,2.0,169
0.3,1,Layer 4,0.5937169786682888,2.0,169
0.3,2,Layer 4,0.4504059838173225,2.0,169
0.3,3,Layer 4,0.1433109948509662,2.0,169
0.3,4,Layer 4,0.6346629771971362,2.0,169
0.3,5,Layer 4,0.7370279735192549,2.0,169
0.3,6,Layer 4,0.18425699337981372,2.0,169
0.3,7,Layer 4,0.12283799558654251,2.0,169
0.3,8,Layer 4,0.42993298455289874,2.0,169
0.3,9,Layer 4,0.4708789830817463,2.0,169
0.3,10,Layer 4,0.5118249816105936,2.0,169
0.3,11,Layer 4,0.24567599117308492,2.0,169
0.3,12,Layer 4,0.24567599117308492,2.0,169
0.3,13,Layer 4,0.2661489904375087,2.0,169
0.3,14,Layer 4,0.1228379955865424,2.0,169
0.3,15,Layer 4,0.6960819749904075,2.0,169
0.3,16,Layer 4,0.1637839941153899,2.0,169
0.3,17,Layer 4,0.24567599117308492,2.0,169
0.3,18,Layer 4,0.5322979808750175,2.0,169
0.3,19,Layer 4,0.1433109948509662,2.0,169
0.3,20,Layer 4,0.1637839941153899,2.0,169
0.3,21,Layer 4,0.20472999264423752,2.0,169
0.3,22,Layer 4,0.1842569933798136,2.0,169
0.3,23,Layer 4,0.6141899779327125,2.0,169
0.3,24,Layer 4,0.49135198234616995,2.0,169
0.3,25,Layer 4,0.47087898308174625,2.0,169
0.3,26,Layer 4,0.3275679882307799,2.0,169
0.3,27,Layer 4,0.5527709801394411,2.0,169
0.3,28,Layer 4,0.6960819749904075,2.0,169
0.3,29,Layer 4,0.1842569933798136,2.0,169
0.3,30,Layer 4,0.5118249816105938,2.0,169
0.3,31,Layer 4,0.20472999264423752,2.0,169
0.3,32,Layer 4,0.1228379955865424,2.0,169
0.3,33,Layer 4,0.1842569933798136,2.0,169
0.3,34,Layer 4,0.47087898308174614,2.0,169
0.3,35,Layer 4,0.5937169786682887,2.0,169
0.3,36,Layer 4,0.18425699337981372,2.0,169
0.3,37,Layer 4,0.22520299190866122,2.0,169
0.3,38,Layer 4,0.1228379955865424,2.0,169
0.3,39,Layer 4,1.064595961750035,2.0,169
0.3,40,Layer 4,0.1637839941153899,2.0,169
0.3,41,Layer 4,0.8393929698413738,2.0,169
0.3,42,Layer 4,0.8189199705769499,2.0,169
0.3,43,Layer 4,0.22520299190866122,2.0,169
0.3,44,Layer 4,0.14331099485096632,2.0,169
0.3,45,Layer 4,0.1228379955865424,2.0,169
0.3,46,Layer 4,0.1433109948509662,2.0,169
0.3,47,Layer 4,0.1433109948509662,2.0,169
0.3,48,Layer 4,0.20472999264423752,2.0,169
0.3,49,Layer 4,0.7779739720481025,2.0,169
0.35,0,Layer 1,0.22991589856728933,2.0,169
0.35,1,Layer 1,0.43428558618265756,2.0,169
0.35,2,Layer 1,0.2810083204711312,2.0,169
0.35,3,Layer 1,0.74084011760571,2.0,169
0.35,4,Layer 1,0.25546210951921045,2.0,169
0.35,5,Layer 1,0.33210074237497345,2.0,169
0.35,6,Layer 1,0.9452098052210781,2.0,169
0.35,7,Layer 1,1.0984870709326044,2.0,169
0.35,8,Layer 1,0.5109242190384207,2.0,169
0.35,9,Layer 1,0.48537800808649956,2.0,169
0.35,10,Layer 1,0.17882347666344733,2.0,169
0.35,11,Layer 1,0.25546210951921033,2.0,169
0.35,12,Layer 1,0.843024961413394,2.0,169
0.35,13,Layer 1,0.17882347666344733,2.0,169
0.35,14,Layer 1,1.2773105475960516,2.0,169
0.35,15,Layer 1,0.22991589856728933,2.0,169
0.35,16,Layer 1,0.22991589856728933,2.0,169
0.35,17,Layer 1,0.22991589856728933,2.0,169
0.35,18,Layer 1,0.30655453142305233,2.0,169
0.35,19,Layer 1,0.33210074237497345,2.0,169
0.35,20,Layer 1,0.5364704299903417,2.0,169
0.35,21,Layer 1,0.38319316427881533,2.0,169
0.35,22,Layer 1,0.30655453142305245,2.0,169
0.35,23,Layer 1,0.30655453142305245,2.0,169
0.35,24,Layer 1,0.15327726571152622,2.0,169
0.35,25,Layer 1,0.33210074237497333,2.0,169
0.35,26,Layer 1,0.9196635942691571,2.0,169
0.35,27,Layer 1,0.28100832047113133,2.0,169
0.35,28,Layer 1,1.4305878133075778,2.0,169
0.35,29,Layer 1,0.45983179713457845,2.0,169
0.35,30,Layer 1,0.7152939066537887,2.0,169
0.35,31,Layer 1,0.25546210951921033,2.0,169
0.35,32,Layer 1,0.48537800808649945,2.0,169
0.35,33,Layer 1,0.20436968761536844,2.0,169
0.35,34,Layer 1,0.28100832047113133,2.0,169
0.35,35,Layer 1,0.25546210951921045,2.0,169
0.35,36,Layer 1,0.9963022271249203,2.0,169
0.35,37,Layer 1,0.20436968761536833,2.0,169
0.35,38,Layer 1,0.33210074237497333,2.0,169
0.35,39,Layer 1,0.3321007423749732,2.0,169
0.35,40,Layer 1,0.22991589856728933,2.0,169
0.35,41,Layer 1,0.25546210951921033,2.0,169
0.35,42,Layer 1,1.1495794928364462,2.0,169
0.35,43,Layer 1,0.20436968761536844,2.0,169
0.35,44,Layer 1,0.48537800808649956,2.0,169
0.35,45,Layer 1,0.22991589856728933,2.0,169
0.35,46,Layer 1,0.3576469533268942,2.0,169
0.35,47,Layer 1,1.3539491804518147,2.0,169
0.35,48,Layer 1,0.17882347666344722,2.0,169
0.35,49,Layer 1,0.9963022271249202,2.0,169
0.35,0,Layer 2,0.1100466345958222,2.0,169
0.35,1,Layer 2,0.6235975960429929,2.0,169
0.35,2,Layer 2,0.2934576922555261,2.0,169
0.35,3,Layer 2,0.7519853364047855,2.0,169
0.35,4,Layer 2,0.1100466345958222,2.0,169
0.35,5,Layer 2,0.22009326919164462,2.0,169
0.35,6,Layer 2,0.44018653838328914,2.0,169
0.35,7,Layer 2,0.44018653838328897,2.0,169
0.35,8,Layer 2,0.4035043268513483,2.0,169
0.35,9,Layer 2,0.22009326919164462,2.0,169
0.35,10,Layer 2,0.1650699518937333,2.0,169
0.35,11,Layer 2,0.14672884612776294,2.0,169
0.35,12,Layer 2,0.6969620191068744,2.0,169
0.35,13,Layer 2,0.09170552882985183,2.0,169
0.35,14,Layer 2,0.531892067213141,2.0,169
0.35,15,Layer 2,0.18341105765970378,2.0,169
0.35,16,Layer 2,0.14672884612776294,2.0,169
0.35,17,Layer 2,0.18341105765970378,2.0,169
0.35,18,Layer 2,0.22009326919164462,2.0,169
0.35,19,Layer 2,0.22009326919164462,2.0,169
0.35,20,Layer 2,0.49520985568120013,2.0,169
0.35,21,Layer 2,0.49520985568120013,2.0,169
0.35,22,Layer 2,0.20175216342567426,2.0,169
0.35,23,Layer 2,0.1834110576597039,2.0,169
0.35,24,Layer 2,0.18341105765970378,2.0,169
0.35,25,Layer 2,0.2934576922555261,2.0,169
0.35,26,Layer 2,0.6052564902770226,2.0,169
0.35,27,Layer 2,0.2934576922555261,2.0,169
0.35,28,Layer 2,1.118807451724193,2.0,169
0.35,29,Layer 2,0.3301399037874668,2.0,169
0.35,30,Layer 2,0.2934576922555261,2.0,169
0.35,31,Layer 2,0.14672884612776294,2.0,169
0.35,32,Layer 2,0.42184543261731866,2.0,169
0.35,33,Layer 2,0.12838774036179257,2.0,169
0.35,34,Layer 2,0.12838774036179257,2.0,169
0.35,35,Layer 2,0.1100466345958222,2.0,169
0.35,36,Layer 2,0.440186538383289,2.0,169
0.35,37,Layer 2,0.14672884612776294,2.0,169
0.35,38,Layer 2,0.14672884612776294,2.0,169
0.35,39,Layer 2,0.22009326919164462,2.0,169
0.35,40,Layer 2,0.22009326919164462,2.0,169
0.35,41,Layer 2,0.1834110576597039,2.0,169
0.35,42,Layer 2,0.531892067213141,2.0,169
0.35,43,Layer 2,0.12838774036179257,2.0,169
0.35,44,Layer 2,0.3851632210853779,2.0,169
0.35,45,Layer 2,0.14672884612776294,2.0,169
0.35,46,Layer 2,0.2934576922555261,2.0,169
0.35,47,Layer 2,0.31179879802149646,2.0,169
0.35,48,Layer 2,0.1100466345958222,2.0,169
0.35,49,Layer 2,0.4585276441492594,2.0,169
0.35,0,Layer 3,0.21085935613057316,2.0,169
0.35,1,Layer 3,0.6677212944134814,2.0,169
0.35,2,Layer 3,0.1932877431196921,2.0,169
0.35,3,Layer 3,0.7204361334461247,2.0,169
0.35,4,Layer 3,0.12300129107616775,2.0,169
0.35,5,Layer 3,0.193287743119692,2.0,169
0.35,6,Layer 3,0.4041470992502651,2.0,169
0.35,7,Layer 3,0.43929032527202727,2.0,169
0.35,8,Layer 3,0.3338606472067407,2.0,169
0.35,9,Layer 3,0.21085935613057316,2.0,169
0.35,10,Layer 3,0.1405729040870488,2.0,169
0.35,11,Layer 3,0.1405729040870488,2.0,169
0.35,12,Layer 3,0.22843096914145422,2.0,169
0.35,13,Layer 3,0.08785806505440552,2.0,169
0.35,14,Layer 3,0.579863229359076,2.0,169
0.35,15,Layer 3,0.1932877431196921,2.0,169
0.35,16,Layer 3,0.1405729040870488,2.0,169
0.35,17,Layer 3,0.21085935613057316,2.0,169
0.35,18,Layer 3,0.1405729040870487,2.0,169
0.35,19,Layer 3,0.1405729040870487,2.0,169
0.35,20,Layer 3,0.579863229359076,2.0,169
0.35,21,Layer 3,0.21085935613057316,2.0,169
0.35,22,Layer 3,0.15814451709792987,2.0,169
0.35,23,Layer 3,0.22843096914145433,2.0,169
0.35,24,Layer 3,0.08785806505440552,2.0,169
0.35,25,Layer 3,0.193287743119692,2.0,169
0.35,26,Layer 3,0.5095767773155516,2.0,169
0.35,27,Layer 3,0.17571613010881093,2.0,169
0.35,28,Layer 3,1.0894400066746277,2.0,169
0.35,29,Layer 3,0.579863229359076,2.0,169
0.35,30,Layer 3,0.579863229359076,2.0,169
0.35,31,Layer 3,0.1405729040870487,2.0,169
0.35,32,Layer 3,0.43929032527202727,2.0,169
0.35,33,Layer 3,0.12300129107616753,2.0,169
0.35,34,Layer 3,0.193287743119692,2.0,169
0.35,35,Layer 3,0.10542967806528658,2.0,169
0.35,36,Layer 3,0.43929032527202727,2.0,169
0.35,37,Layer 3,0.12300129107616753,2.0,169
0.35,38,Layer 3,0.15814451709792987,2.0,169
0.35,39,Layer 3,0.21085935613057316,2.0,169
0.35,40,Layer 3,0.1932877431196921,2.0,169
0.35,41,Layer 3,0.1405729040870487,2.0,169
0.35,42,Layer 3,0.6852929074243626,2.0,169
0.35,43,Layer 3,0.12300129107616753,2.0,169
0.35,44,Layer 3,0.40414709925026515,2.0,169
0.35,45,Layer 3,0.12300129107616775,2.0,169
0.35,46,Layer 3,0.15814451709792987,2.0,169
0.35,47,Layer 3,0.35143226021762186,2.0,169
0.35,48,Layer 3,0.12300129107616775,2.0,169
