epsilon,run,layer,energy_well_width,delta_u,n_dynamic_fc_windows
0.1,12,Layer 3,0.19569088793327682,2.0,169
0.1,13,Layer 3,0.10674048432724192,2.0,169
0.1,14,Layer 3,0.14232064576965597,2.0,169
0.1,15,Layer 3,0.1601107264908629,2.0,169
0.1,16,Layer 3,0.16011072649086278,2.0,169
0.1,17,Layer 3,0.2490611300968979,2.0,169
0.1,18,Layer 3,0.14232064576965597,2.0,169
0.1,19,Layer 3,0.1601107264908629,2.0,169
0.1,20,Layer 3,0.160110726490863,2.0,169
0.1,21,Layer 3,0.7827635517331077,2.0,169
0.1,22,Layer 3,0.21348096865448385,2.0,169
0.1,23,Layer 3,0.12453056504844895,2.0,169
0.1,24,Layer 3,0.14232064576965597,2.0,169
0.1,25,Layer 3,0.4269619373089678,2.0,169
0.1,26,Layer 3,0.6938131481270728,2.0,169
0.1,27,Layer 3,0.30243137226051875,2.0,169
0.1,28,Layer 3,0.12453056504844895,2.0,169
0.1,29,Layer 3,0.12453056504844895,2.0,169
0.1,30,Layer 3,0.23127104937569087,2.0,169
0.1,31,Layer 3,0.3380115337029328,2.0,169
0.1,32,Layer 3,0.6048627445210378,2.0,169
0.1,33,Layer 3,0.10674048432724192,2.0,169
0.1,34,Layer 3,0.30243137226051875,2.0,169
0.1,35,Layer 3,0.6048627445210377,2.0,169
0.1,36,Layer 3,0.1779008072120698,2.0,169
0.1,37,Layer 3,0.23127104937569098,2.0,169
0.1,38,Layer 3,0.10674048432724192,2.0,169
0.1,39,Layer 3,0.2490611300968979,2.0,169
0.1,40,Layer 3,0.6938131481270728,2.0,169
0.1,41,Layer 3,0.6582329866846588,2.0,169
0.1,42,Layer 3,0.14232064576965597,2.0,169
0.1,43,Layer 3,0.30243137226051875,2.0,169
0.1,44,Layer 3,0.21348096865448385,2.0,169
0.1,45,Layer 3,0.2490611300968979,2.0,169
0.1,46,Layer 3,0.10674048432724192,2.0,169
0.1,47,Layer 3,0.2846412915393117,2.0,169
0.1,48,Layer 3,0.21348096865448385,2.0,169
0.1,49,Layer 3,0.1779008072120698,2.0,169
0.1,0,Layer 4,0.2390827714081345,2.0,169
0.1,1,Layer 4,0.21734797400739503,2.0,169
0.1,2,Layer 4,0.34775675841183207,2.0,169
0.1,3,Layer 4,0.13040878440443693,2.0,169
0.1,4,Layer 4,0.49990034021700847,2.0,169
0.1,5,Layer 4,0.2390827714081345,2.0,169
0.1,6,Layer 4,0.19561317660665556,2.0,169
0.1,7,Layer 4,1.173679059639933,2.0,169
0.1,8,Layer 4,0.13040878440443682,2.0,169
0.1,9,Layer 4,0.7389831116251431,2.0,169
0.1,10,Layer 4,0.28255236620961355,2.0,169
0.1,11,Layer 4,0.19561317660665556,2.0,169
0.1,12,Layer 4,0.21734797400739503,2.0,169
0.1,13,Layer 4,0.13040878440443682,2.0,169
0.1,14,Layer 4,0.17387837920591587,2.0,169
0.1,15,Layer 4,0.1521435818051765,2.0,169
0.1,16,Layer 4,0.21734797400739503,2.0,169
0.1,17,Layer 4,0.2608175688088741,2.0,169
0.1,18,Layer 4,0.17387837920591598,2.0,169
0.1,19,Layer 4,0.2390827714081346,2.0,169
0.1,20,Layer 4,0.10867398700369746,2.0,169
0.1,21,Layer 4,1.043270275235496,2.0,169
0.1,22,Layer 4,0.2608175688088741,2.0,169
0.1,23,Layer 4,0.1521435818051764,2.0,169
0.1,24,Layer 4,0.21734797400739492,2.0,169
0.1,25,Layer 4,0.8911266934303196,2.0,169
0.1,26,Layer 4,0.8476570986288405,2.0,169
0.1,27,Layer 4,0.2390827714081344,2.0,169
0.1,28,Layer 4,0.17387837920591598,2.0,169
0.1,29,Layer 4,0.19561317660665534,2.0,169
0.1,30,Layer 4,0.28255236620961355,2.0,169
0.1,31,Layer 4,0.8476570986288405,2.0,169
0.1,32,Layer 4,0.7389831116251431,2.0,169
0.1,33,Layer 4,0.21734797400739503,2.0,169
0.1,34,Layer 4,0.304287163610353,2.0,169
0.1,35,Layer 4,0.7172483142244036,2.0,169
0.1,36,Layer 4,0.17387837920591598,2.0,169
0.1,37,Layer 4,0.608574327220706,2.0,169
0.1,38,Layer 4,0.13040878440443682,2.0,169
0.1,39,Layer 4,0.34775675841183207,2.0,169
0.1,40,Layer 4,0.6955135168236641,2.0,169
0.1,41,Layer 4,1.0650050726362355,2.0,169
0.1,42,Layer 4,0.21734797400739503,2.0,169
0.1,43,Layer 4,0.3260219610110925,2.0,169
0.1,44,Layer 4,0.21734797400739503,2.0,169
0.1,45,Layer 4,0.8911266934303196,2.0,169
0.1,46,Layer 4,0.1521435818051764,2.0,169
0.1,47,Layer 4,0.304287163610353,2.0,169
0.1,48,Layer 4,0.2390827714081346,2.0,169
0.1,49,Layer 4,0.391226353213311,2.0,169
0.15,0,Layer 1,0.20933033593668726,2.0,169
0.15,1,Layer 1,0.34016179589711726,2.0,169
0.15,2,Layer 1,1.4653123515568123,2.0,169
0.15,3,Layer 1,0.5233258398417188,2.0,169
0.15,4,Layer 1,0.15699775195251542,2.0,169
0.15,5,Layer 1,0.20933033593668726,2.0,169
0.15,6,Layer 1,1.54381122753307,2.0,169
0.15,7,Layer 1,0.1831640439446014,2.0,169
0.15,8,Layer 1,1.622310103509328,2.0,169
0.15,9,Layer 1,0.1831640439446014,2.0,169
0.15,10,Layer 1,0.1831640439446014,2.0,169
0.15,11,Layer 1,0.34016179589711726,2.0,169
0.15,12,Layer 1,0.9158202197230076,2.0,169
0.15,13,Layer 1,0.15699775195251542,2.0,169
0.15,14,Layer 1,0.1831640439446015,2.0,169
0.15,15,Layer 1,0.8111550517546641,2.0,169
0.15,16,Layer 1,0.15699775195251542,2.0,169
0.15,17,Layer 1,0.18316404394460162,2.0,169
0.15,18,Layer 1,0.23549662792877313,2.0,169
0.15,19,Layer 1,0.20933033593668726,2.0,169
0.15,20,Layer 1,0.2616629199208593,2.0,169
0.15,21,Layer 1,1.2559820156201247,2.0,169
0.15,22,Layer 1,0.34016179589711726,2.0,169
0.15,23,Layer 1,0.366328087889203,2.0,169
0.15,24,Layer 1,1.6746426874934996,2.0,169
0.15,25,Layer 1,1.1251505556596952,2.0,169
0.15,26,Layer 1,1.3083145996042966,2.0,169
0.15,27,Layer 1,0.2878292119129453,2.0,169
0.15,28,Layer 1,0.4709932558575467,2.0,169
0.15,29,Layer 1,0.8634876357388359,2.0,169
0.15,30,Layer 1,0.1831640439446014,2.0,169
0.15,31,Layer 1,0.9943190956992654,2.0,169
0.15,32,Layer 1,0.3139955039050313,2.0,169
0.15,33,Layer 1,0.2878292119129454,2.0,169
0.15,34,Layer 1,0.811155051754664,2.0,169
0.15,35,Layer 1,0.9943190956992655,2.0,169
0.15,36,Layer 1,1.177483139643867,2.0,169
0.15,37,Layer 1,0.13083145996042944,2.0,169
0.15,38,Layer 1,0.23549662792877313,2.0,169
0.15,39,Layer 1,1.596143811517242,2.0,169
0.15,40,Layer 1,0.6279910078100626,2.0,169
0.15,41,Layer 1,0.23549662792877335,2.0,169
0.15,42,Layer 1,0.3139955039050313,2.0,169
0.15,43,Layer 1,0.15699775195251542,2.0,169
0.15,44,Layer 1,0.4971595478496327,2.0,169
0.15,45,Layer 1,1.569977519525156,2.0,169
0.15,46,Layer 1,1.3868134755805546,2.0,169
0.15,47,Layer 1,0.9943190956992656,2.0,169
0.15,48,Layer 1,0.2878292119129451,2.0,169
0.15,49,Layer 1,1.4391460595647263,2.0,169
0.15,0,Layer 2,0.16109791961978814,2.0,169
0.15,1,Layer 2,0.26178411938215573,2.0,169
0.15,2,Layer 2,1.08741095743357,2.0,169
0.15,3,Layer 2,0.40274479904947036,2.0,169
0.15,4,Layer 2,0.14096067966731463,2.0,169
0.15,5,Layer 2,0.12082343971484111,2.0,169
0.15,6,Layer 2,0.7249406382890466,2.0,169
0.15,7,Layer 2,0.10068619976236759,2.0,169
0.15,8,Layer 2,0.6041171985742055,2.0,169
0.15,9,Layer 2,0.16109791961978814,2.0,169
0.15,10,Layer 2,0.10068619976236759,2.0,169
0.15,11,Layer 2,0.14096067966731463,2.0,169
0.15,12,Layer 2,0.3221958392395763,2.0,169
0.15,13,Layer 2,0.16109791961978814,2.0,169
0.15,14,Layer 2,0.24164687942968222,2.0,169
0.15,15,Layer 2,0.4228820390019439,2.0,169
0.15,16,Layer 2,0.10068619976236759,2.0,169
0.15,17,Layer 2,0.2215096394772087,2.0,169
0.15,18,Layer 2,0.12082343971484111,2.0,169
0.15,19,Layer 2,0.12082343971484111,2.0,169
0.15,20,Layer 2,0.18123515957226166,2.0,169
0.15,21,Layer 2,0.7450778782415202,2.0,169
0.15,22,Layer 2,0.28192135933462925,2.0,169
0.15,23,Layer 2,0.20137239952473518,2.0,169
0.15,24,Layer 2,0.3423330791920498,2.0,169
0.15,25,Layer 2,0.38260755909699684,2.0,169
0.15,26,Layer 2,0.7450778782415202,2.0,169
0.15,27,Layer 2,0.18123515957226166,2.0,169
0.15,28,Layer 2,0.20137239952473518,2.0,169
0.15,29,Layer 2,0.6443916784791526,2.0,169
0.15,30,Layer 2,0.14096067966731463,2.0,169
0.15,31,Layer 2,0.5638427186692585,2.0,169
0.15,32,Layer 2,0.503430998811838,2.0,169
0.15,33,Layer 2,0.2215096394772087,2.0,169
0.15,34,Layer 2,1.047136477528623,2.0,169
0.15,35,Layer 2,0.9867247576712024,2.0,169
0.15,36,Layer 2,0.48329375885936443,2.0,169
0.15,37,Layer 2,0.20137239952473518,2.0,169
0.15,38,Layer 2,0.16109791961978814,2.0,169
0.15,39,Layer 2,0.6846661583840996,2.0,169
0.15,40,Layer 2,0.38260755909699684,2.0,169
0.15,41,Layer 2,0.18123515957226166,2.0,169
0.15,42,Layer 2,0.24164687942968222,2.0,169
0.15,43,Layer 2,0.10068619976236759,2.0,169
0.15,44,Layer 2,0.2215096394772087,2.0,169
0.15,45,Layer 2,0.8054895980989407,2.0,169
0.15,46,Layer 2,0.7249406382890466,2.0,169
0.15,47,Layer 2,0.8659013179563613,2.0,169
0.15,48,Layer 2,0.14096067966731463,2.0,169
0.15,49,Layer 2,0.8256268380514142,2.0,169
0.15,0,Layer 3,0.11072758090345858,2.0,169
0.15,1,Layer 3,0.1660913713551877,2.0,169
0.15,2,Layer 3,1.0703666154000986,2.0,169
0.15,3,Layer 3,0.461364920431077,2.0,169
0.15,4,Layer 3,0.11072758090345858,2.0,169
0.15,5,Layer 3,0.11072758090345858,2.0,169
0.15,6,Layer 3,0.7935476631414524,2.0,169
0.15,7,Layer 3,0.09227298408621543,2.0,169
0.15,8,Layer 3,0.6274562917862647,2.0,169
0.15,9,Layer 3,0.1291821777207015,2.0,169
0.15,10,Layer 3,0.09227298408621543,2.0,169
0.15,11,Layer 3,0.2030005649896739,2.0,169
0.15,12,Layer 3,0.4244557267965908,2.0,169
0.15,13,Layer 3,0.11072758090345836,2.0,169
0.15,14,Layer 3,0.2030005649896739,2.0,169
0.15,15,Layer 3,0.5536379045172923,2.0,169
0.15,16,Layer 3,0.09227298408621543,2.0,169
0.15,17,Layer 3,0.2030005649896739,2.0,169
0.15,18,Layer 3,0.14763677453794466,2.0,169
0.15,19,Layer 3,0.11072758090345858,2.0,169
0.15,20,Layer 3,0.1660913713551877,2.0,169
0.15,21,Layer 3,0.71972927587248,2.0,169
0.15,22,Layer 3,0.23990975862415997,2.0,169
0.15,23,Layer 3,0.2583643554414031,2.0,169
0.15,24,Layer 3,0.9780936313138832,2.0,169
0.15,25,Layer 3,0.4244557267965908,2.0,169
0.15,26,Layer 3,0.7750930663242093,2.0,169
0.15,27,Layer 3,0.23990975862416009,2.0,169
0.15,28,Layer 3,0.22145516180691693,2.0,169
0.15,29,Layer 3,0.6274562917862647,2.0,169
0.15,30,Layer 3,0.12918217772070162,2.0,169
0.15,31,Layer 3,0.6090016949690216,2.0,169
0.15,32,Layer 3,0.18454596817243074,2.0,169
0.15,33,Layer 3,0.2583643554414031,2.0,169
0.15,34,Layer 3,0.7935476631414523,2.0,169
0.15,35,Layer 3,0.7197292758724801,2.0,169
0.15,36,Layer 3,0.47981951724832,2.0,169
0.15,37,Layer 3,0.1660913713551878,2.0,169
0.15,38,Layer 3,0.14763677453794466,2.0,169
0.15,39,Layer 3,0.5905470981517785,2.0,169
0.15,40,Layer 3,0.3690919363448616,2.0,169
0.15,41,Layer 3,0.14763677453794466,2.0,169
0.15,42,Layer 3,0.2952735490758892,2.0,169
0.15,43,Layer 3,0.09227298408621543,2.0,169
0.15,44,Layer 3,0.31372814589313236,2.0,169
0.15,45,Layer 3,0.7935476631414524,2.0,169
0.15,46,Layer 3,0.71972927587248,2.0,169
0.15,47,Layer 3,1.2364579867552863,2.0,169
0.15,48,Layer 3,0.12918217772070162,2.0,169
0.15,49,Layer 3,0.8673660504104247,2.0,169
0.15,0,Layer 4,0.19052744285272516,2.0,169
0.15,1,Layer 4,0.2328668745977751,2.0,169
0.15,2,Layer 4,1.121994941243825,2.0,169
0.15,3,Layer 4,0.2328668745977751,2.0,169
0.15,4,Layer 4,0.1481880111076752,2.0,169
0.15,5,Layer 4,0.1481880111076752,2.0,169
0.15,6,Layer 4,0.7621097714109001,2.0,169
0.15,7,Layer 4,0.10584857936262515,2.0,169
0.15,8,Layer 4,0.656261192048275,2.0,169
0.15,9,Layer 4,0.148188011107675,2.0,169
0.15,10,Layer 4,0.12701829523515018,2.0,169
0.15,11,Layer 4,0.4022246015779751,2.0,169
0.15,12,Layer 4,0.33871545396040004,2.0,169
0.15,13,Layer 4,0.148188011107675,2.0,169
0.15,14,Layer 4,0.16935772698020013,2.0,169
0.15,15,Layer 4,0.6350914761757501,2.0,169
0.15,16,Layer 4,0.10584857936262515,2.0,169
0.15,17,Layer 4,0.16935772698020013,2.0,169
0.15,18,Layer 4,0.12701829523515018,2.0,169
0.15,19,Layer 4,0.1481880111076752,2.0,169
0.15,20,Layer 4,0.27520630634282517,2.0,169
0.15,21,Layer 4,0.63509147617575,2.0,169
0.15,22,Layer 4,0.27520630634282517,2.0,169
0.15,23,Layer 4,0.42339431745050016,2.0,169
0.15,24,Layer 4,0.9949766460086751,2.0,169
0.15,25,Layer 4,0.3810548857054501,2.0,169
0.15,26,Layer 4,0.7409400555383752,2.0,169
0.15,27,Layer 4,0.1481880111076752,2.0,169
0.15,28,Layer 4,0.21169715872525008,2.0,169
0.15,29,Layer 4,1.0796555094987752,2.0,169
0.15,30,Layer 4,0.1481880111076752,2.0,169
0.15,31,Layer 4,0.5080731809406002,2.0,169
0.15,32,Layer 4,0.48690346506807525,2.0,169
0.15,33,Layer 4,0.27520630634282517,2.0,169
0.15,34,Layer 4,0.9314674983911001,2.0,169
0.15,35,Layer 4,0.8467886349010001,2.0,169
0.15,36,Layer 4,0.486903465068075,2.0,169
0.15,37,Layer 4,0.19052744285272505,2.0,169
0.15,38,Layer 4,0.1481880111076752,2.0,169
0.15,39,Layer 4,0.6986006237933251,2.0,169
0.15,40,Layer 4,0.4657337491955502,2.0,169
0.15,41,Layer 4,0.2963760222153501,2.0,169
0.15,42,Layer 4,0.27520630634282517,2.0,169
0.15,43,Layer 4,0.12701829523515018,2.0,169
0.15,44,Layer 4,0.21169715872525008,2.0,169
0.15,45,Layer 4,0.97380693013615,2.0,169
0.15,46,Layer 4,0.9314674983911002,2.0,169
0.15,47,Layer 4,1.2701829523515,2.0,169
0.15,48,Layer 4,0.19052744285272516,2.0,169
0.15,49,Layer 4,0.846788634901,2.0,169
0.2,0,Layer 1,0.3640290932745428,2.0,169
0.2,1,Layer 1,0.832066498913241,2.0,169
0.2,2,Layer 1,1.430114295007133,2.0,169
0.2,3,Layer 1,0.15601246854623274,2.0,169
0.2,4,Layer 1,0.2340187028193489,2.0,169
0.2,5,Layer 1,0.7280581865490859,2.0,169
0.2,6,Layer 1,0.31202493709246526,2.0,169
0.2,7,Layer 1,0.6500519522759695,2.0,169
0.2,8,Layer 1,0.49403948372973694,2.0,169
0.2,9,Layer 1,0.18201454663727124,2.0,169
0.2,10,Layer 1,0.8580685770042799,2.0,169
0.2,11,Layer 1,1.06608520173259,2.0,169
0.2,12,Layer 1,0.31202493709246537,2.0,169
0.2,13,Layer 1,0.20801662472831017,2.0,169
0.2,14,Layer 1,0.15601246854623274,2.0,169
0.2,15,Layer 1,0.15601246854623274,2.0,169
0.2,16,Layer 1,0.2600207809103877,2.0,169
0.2,17,Layer 1,0.2340187028193489,2.0,169
0.2,18,Layer 1,0.18201454663727157,2.0,169
0.2,19,Layer 1,0.7800623427311634,2.0,169
0.2,20,Layer 1,0.5460436399118145,2.0,169
0.2,21,Layer 1,1.4821184511892107,2.0,169
0.2,22,Layer 1,0.7020561084580471,2.0,169
0.2,23,Layer 1,1.092087279823629,2.0,169
0.2,24,Layer 1,0.31202493709246537,2.0,169
0.2,25,Layer 1,0.20801662472831006,2.0,169
0.2,26,Layer 1,0.18201454663727157,2.0,169
0.2,27,Layer 1,0.2340187028193489,2.0,169
0.2,28,Layer 1,0.7800623427311634,2.0,169
0.2,29,Layer 1,0.832066498913241,2.0,169
0.2,30,Layer 1,0.15601246854623274,2.0,169
0.2,31,Layer 1,0.2600207809103877,2.0,169
0.2,32,Layer 1,0.4420353275476593,2.0,169
0.2,33,Layer 1,0.28602285900142665,2.0,169
0.2,34,Layer 1,0.20801662472831006,2.0,169
0.2,35,Layer 1,1.092087279823629,2.0,169
0.2,36,Layer 1,0.4680374056386979,2.0,169
0.2,37,Layer 1,0.2600207809103877,2.0,169
0.2,38,Layer 1,0.28602285900142654,2.0,169
0.2,39,Layer 1,1.4821184511892107,2.0,169
0.2,40,Layer 1,0.15601246854623274,2.0,169
0.2,41,Layer 1,0.2340187028193489,2.0,169
0.2,42,Layer 1,1.430114295007133,2.0,169
0.2,43,Layer 1,0.2600207809103877,2.0,169
0.2,44,Layer 1,0.2340187028193489,2.0,169
0.2,45,Layer 1,0.2340187028193489,2.0,169
0.2,46,Layer 1,0.2340187028193489,2.0,169
0.2,47,Layer 1,1.3521080607340168,2.0,169
0.2,48,Layer 1,1.4041122169160942,2.0,169
0.2,49,Layer 1,0.28602285900142665,2.0,169
0.2,0,Layer 2,0.18405639346569114,2.0,169
0.2,1,Layer 2,0.7914424919024716,2.0,169
0.2,2,Layer 2,0.9939045247147318,2.0,169
0.2,3,Layer 2,0.1472451147725531,2.0,169
0.2,4,Layer 2,0.14724511477255298,2.0,169
0.2,5,Layer 2,0.5521691803970732,2.0,169
0.2,6,Layer 2,0.18405639346569114,2.0,169
0.2,7,Layer 2,0.165650754119122,2.0,169
0.2,8,Layer 2,0.662603016476488,2.0,169
0.2,9,Layer 2,0.29449022954510573,2.0,169
0.2,10,Layer 2,0.6257917377833497,2.0,169
0.2,11,Layer 2,0.40492406562452044,2.0,169
0.2,12,Layer 2,0.18405639346569114,2.0,169
0.2,13,Layer 2,0.12883947542598384,2.0,169
0.2,14,Layer 2,0.1104338360794147,2.0,169
0.2,15,Layer 2,0.12883947542598395,2.0,169
0.2,16,Layer 2,0.12883947542598395,2.0,169
0.2,17,Layer 2,0.16565075411912222,2.0,169
0.2,18,Layer 2,0.1104338360794147,2.0,169
0.2,19,Layer 2,0.6073860984367805,2.0,169
0.2,20,Layer 2,1.1043383607941464,2.0,169
0.2,21,Layer 2,0.6073860984367807,2.0,169
0.2,22,Layer 2,0.7914424919024716,2.0,169
0.2,23,Layer 2,0.9754988853681628,2.0,169
0.2,24,Layer 2,0.36811278693138216,2.0,169
0.2,25,Layer 2,0.11043383607941482,2.0,169
0.2,26,Layer 2,0.12883947542598384,2.0,169
0.2,27,Layer 2,0.12883947542598395,2.0,169
0.2,28,Layer 2,0.42332970497108946,2.0,169
0.2,29,Layer 2,0.7546312132093334,2.0,169
0.2,30,Layer 2,0.14724511477255298,2.0,169
0.2,31,Layer 2,0.18405639346569114,2.0,169
0.2,32,Layer 2,0.4969522623573659,2.0,169
0.2,33,Layer 2,0.2760845901985366,2.0,169
0.2,34,Layer 2,0.11043383607941482,2.0,169
0.2,35,Layer 2,0.44173534431765865,2.0,169
0.2,36,Layer 2,0.14724511477255298,2.0,169
0.2,37,Layer 2,0.16565075411912222,2.0,169
0.2,38,Layer 2,0.09202819673284568,2.0,169
0.2,39,Layer 2,0.699414295169626,2.0,169
0.2,40,Layer 2,0.12883947542598395,2.0,169
0.2,41,Layer 2,0.1472451147725531,2.0,169
0.2,42,Layer 2,0.6441973771299188,2.0,169
0.2,43,Layer 2,0.1472451147725531,2.0,169
0.2,44,Layer 2,0.12883947542598395,2.0,169
0.2,45,Layer 2,0.16565075411912222,2.0,169
0.2,46,Layer 2,0.25767895085196757,2.0,169
0.2,47,Layer 2,0.7178199345161953,2.0,169
0.2,48,Layer 2,1.049121442754439,2.0,169
0.2,49,Layer 2,0.18405639346569114,2.0,169
0.2,0,Layer 3,0.18829036431499224,2.0,169
0.2,1,Layer 3,0.3765807286299846,2.0,169
0.2,2,Layer 3,1.0167679673009582,2.0,169
0.2,3,Layer 3,0.13180325502049461,2.0,169
0.2,4,Layer 3,0.13180325502049461,2.0,169
0.2,5,Layer 3,0.6025291658079754,2.0,169
0.2,6,Layer 3,0.15063229145199375,2.0,169
0.2,7,Layer 3,0.13180325502049461,2.0,169
0.2,8,Layer 3,0.8096485665544668,2.0,169
0.2,9,Layer 3,0.22594843717799074,2.0,169
0.2,10,Layer 3,0.3012645829039877,2.0,169
0.2,11,Layer 3,0.47072591078748066,2.0,169
0.2,12,Layer 3,0.15063229145199375,2.0,169
0.2,13,Layer 3,0.11297421858899548,2.0,169
0.2,14,Layer 3,0.11297421858899548,2.0,169
0.2,15,Layer 3,0.11297421858899537,2.0,169
0.2,16,Layer 3,0.169461327883493,2.0,169
0.2,17,Layer 3,0.2071194007464915,2.0,169
0.2,18,Layer 3,0.11297421858899548,2.0,169
0.2,19,Layer 3,0.3389226557669861,2.0,169
0.2,20,Layer 3,1.073255076595456,2.0,169
0.2,21,Layer 3,0.6213582022394746,2.0,169
0.2,22,Layer 3,0.6778453115339722,2.0,169
0.2,23,Layer 3,1.0355970037324576,2.0,169
0.2,24,Layer 3,0.28243554647248836,2.0,169
0.2,25,Layer 3,0.11297421858899537,2.0,169
0.2,26,Layer 3,0.11297421858899548,2.0,169
0.2,27,Layer 3,0.11297421858899537,2.0,169
0.2,28,Layer 3,0.39540976506148384,2.0,169
0.2,29,Layer 3,0.7719904936914683,2.0,169
0.2,30,Layer 3,0.15063229145199397,2.0,169
0.2,31,Layer 3,0.18829036431499224,2.0,169
0.2,32,Layer 3,0.4707259107874807,2.0,169
0.2,33,Layer 3,0.18829036431499224,2.0,169
0.2,34,Layer 3,0.13180325502049461,2.0,169
0.2,35,Layer 3,0.5083839836504791,2.0,169
0.2,36,Layer 3,0.32009361933548686,2.0,169
0.2,37,Layer 3,0.13180325502049461,2.0,169
0.2,38,Layer 3,0.09414518215749612,2.0,169
0.2,39,Layer 3,0.7155033843969707,2.0,169
0.2,40,Layer 3,0.169461327883493,2.0,169
0.2,41,Layer 3,0.15063229145199386,2.0,169
0.2,42,Layer 3,0.7908195301229675,2.0,169
0.2,43,Layer 3,0.15063229145199386,2.0,169
0.2,44,Layer 3,0.13180325502049461,2.0,169
0.2,45,Layer 3,0.169461327883493,2.0,169
0.2,46,Layer 3,0.24477747360948987,2.0,169
0.2,47,Layer 3,0.7343324208284698,2.0,169
0.2,48,Layer 3,1.0167679673009584,2.0,169
0.2,49,Layer 3,0.15063229145199375,2.0,169
0.2,0,Layer 4,0.2375638326827212,2.0,169
0.2,1,Layer 4,0.688935114779891,2.0,169
0.2,2,Layer 4,1.2828446964866935,2.0,169
0.2,3,Layer 4,0.19005106614617673,2.0,169
0.2,4,Layer 4,0.19005106614617695,2.0,169
0.2,5,Layer 4,0.688935114779891,2.0,169
0.2,6,Layer 4,0.19005106614617695,2.0,169
0.2,7,Layer 4,0.33258936575580944,2.0,169
0.2,8,Layer 4,0.688935114779891,2.0,169
0.2,9,Layer 4,0.16629468287790483,2.0,169
0.2,10,Layer 4,0.47512766536544215,2.0,169
0.2,11,Layer 4,0.4276148988288979,2.0,169
0.2,12,Layer 4,0.4038585155606258,2.0,169
0.2,13,Layer 4,0.1425382996096325,2.0,169
0.2,14,Layer 4,0.1425382996096327,2.0,169
0.2,15,Layer 4,0.1662946828779046,2.0,169
0.2,16,Layer 4,0.16629468287790483,2.0,169
0.2,17,Layer 4,0.2375638326827212,2.0,169
0.2,18,Layer 4,0.1425382996096325,2.0,169
0.2,19,Layer 4,0.35634574902408156,2.0,169
0.2,20,Layer 4,1.3303574630232378,2.0,169
0.2,21,Layer 4,1.3066010797549659,2.0,169
0.2,22,Layer 4,0.6651787315116189,2.0,169
0.2,23,Layer 4,0.9977680972674283,2.0,169
0.2,24,Layer 4,0.47512766536544215,2.0,169
0.2,25,Layer 4,0.1425382996096327,2.0,169
0.2,26,Layer 4,0.1662946828779046,2.0,169
0.2,27,Layer 4,0.1425382996096327,2.0,169
0.2,28,Layer 4,0.3801021322923537,2.0,169
0.2,29,Layer 4,1.1640627801453332,2.0,169
0.2,30,Layer 4,0.1662946828779046,2.0,169
0.2,31,Layer 4,0.19005106614617695,2.0,169
0.2,32,Layer 4,0.49888404863371427,2.0,169
0.2,33,Layer 4,0.2375638326827212,2.0,169
0.2,34,Layer 4,0.1425382996096327,2.0,169
0.2,35,Layer 4,0.5463968151702583,2.0,169
0.2,36,Layer 4,0.2850765992192652,2.0,169
0.2,37,Layer 4,0.35634574902408156,2.0,169
0.2,38,Layer 4,0.1425382996096327,2.0,169
0.2,39,Layer 4,0.8077170311212516,2.0,169
0.2,40,Layer 4,0.16629468287790483,2.0,169
0.2,41,Layer 4,0.21380744941444907,2.0,169
0.2,42,Layer 4,1.0215244805357004,2.0,169
0.2,43,Layer 4,0.19005106614617695,2.0,169
0.2,44,Layer 4,0.1425382996096327,2.0,169
0.2,45,Layer 4,0.16629468287790483,2.0,169
0.2,46,Layer 4,0.35634574902408156,2.0,169
0.2,47,Layer 4,0.7126914980481631,2.0,169
0.2,48,Layer 4,1.2590883132184216,2.0,169
0.2,49,Layer 4,0.35634574902408156,2.0,169
0.25,0,Layer 1,0.7774822742202908,2.0,169
0.25,1,Layer 1,0.3109929096881161,2.0,169
0.25,2,Layer 1,0.8033983500276338,2.0,169
0.25,3,Layer 1,0.2850768338807731,2.0,169
0.25,4,Layer 1,1.5549645484405816,2.0,169
0.25,5,Layer 1,0.5701536677615466,2.0,169
0.25,6,Layer 1,0.7515661984129478,2.0,169
0.25,7,Layer 1,0.2591607580734302,2.0,169
0.25,8,Layer 1,0.2332446822660872,2.0,169
0.25,9,Layer 1,0.20732860645874407,2.0,169
0.25,10,Layer 1,0.2850768338807731,2.0,169
0.25,11,Layer 1,0.4924054403395175,2.0,169
0.25,12,Layer 1,0.4924054403395175,2.0,169
0.25,13,Layer 1,1.6327127758626105,2.0,169
0.25,14,Layer 1,0.18141253065140095,2.0,169
0.25,15,Layer 1,0.18141253065140095,2.0,169
0.25,16,Layer 1,0.20732860645874407,2.0,169
0.25,17,Layer 1,0.2591607580734303,2.0,169
0.25,18,Layer 1,0.20732860645874407,2.0,169
0.25,19,Layer 1,0.2591607580734302,2.0,169
0.25,20,Layer 1,1.2698877145598082,2.0,169
0.25,21,Layer 1,0.20732860645874407,2.0,169
0.25,22,Layer 1,0.2332446822660872,2.0,169
0.25,23,Layer 1,0.20732860645874407,2.0,169
0.25,24,Layer 1,0.20732860645874418,2.0,169
0.25,25,Layer 1,0.2591607580734302,2.0,169
0.25,26,Layer 1,0.9070626532570059,2.0,169
0.25,27,Layer 1,1.6845449274772966,2.0,169
0.25,28,Layer 1,0.38874113711014546,2.0,169
0.25,29,Layer 1,0.41465721291748836,2.0,169
0.25,30,Layer 1,0.20732860645874407,2.0,169
