epsilon,run,layer,fc_state_mean,fc_state_std,fc_state_width_p95_p05,fcv_from_fc_state
0.0,42,Layer 3,0.8519777269828168,0.1837911925737474,0.5110676531759897,0.18324662488024632
0.0,42,Layer 4,0.741786773640427,0.3142099730300419,0.873191671548538,0.313278978470989
0.0,43,Layer 1,0.22719178751671285,0.31198361164196253,0.9411083889222628,0.31105921372374445
0.0,43,Layer 2,0.3289635275545873,0.3413324292658598,0.974346428755164,0.3403210716968739
0.0,43,Layer 3,0.4673765079506174,0.2804636020906342,0.8555343552275632,0.2796325969985909
0.0,43,Layer 4,0.3376861994598208,0.3440341856119645,0.9988696119811191,0.34301482282139434
0.0,44,Layer 1,0.8159464836851473,0.2371750026329503,0.6984151703879766,0.23647226033974655
0.0,44,Layer 2,0.9337846150652491,0.08194640227956274,0.2404422536034837,0.08170359759096381
0.0,44,Layer 3,0.9284216201528943,0.09106855255448723,0.2707525939542291,0.09079871921307085
0.0,44,Layer 4,0.8948107474933596,0.1348686913732708,0.38700977380443047,0.1344690795575023
0.0,45,Layer 1,0.6524793750989573,0.3850080937546807,1.1148259553564053,0.38386732652498284
0.0,45,Layer 2,0.8459239353219185,0.16682923943959346,0.46781006380446355,0.1663349294954774
0.0,45,Layer 3,0.7939962211690742,0.22166476979153854,0.6237626783482946,0.22100798384480513
0.0,45,Layer 4,0.8214388638686615,0.19279935467725318,0.546457125866032,0.1922280960744071
0.0,46,Layer 1,0.6509821497374396,0.29533512600694883,0.8660282545151713,0.2944600570434842
0.0,46,Layer 2,0.6095129170029435,0.35502865182196947,1.0177914441598213,0.3539767127636171
0.0,46,Layer 3,0.7330611897809691,0.2639373288753144,0.7491226647097862,0.26315529062635545
0.0,46,Layer 4,0.6327815036185461,0.3480045629152376,0.9820745748484796,0.3469734360179106
0.0,47,Layer 1,0.7611446449401785,0.22637202047504904,0.6166134795238194,0.22570128708822587
0.0,47,Layer 2,0.9099831266682532,0.08444115607107167,0.2268537946699265,0.08419095950313908
0.0,47,Layer 3,0.9083194247438511,0.08596223275947379,0.22182994615497398,0.08570752928774322
0.0,47,Layer 4,0.8735874087437515,0.13041884099684745,0.3798996263889187,0.1300324139519158
0.0,48,Layer 1,0.35311238978063375,0.2962069117286468,0.8827972101233521,0.29532925969069945
0.0,48,Layer 2,0.7419349524776881,0.1423371620057211,0.43506621800068623,0.14191542133943844
0.0,48,Layer 3,0.7048531891266651,0.17494251962041843,0.5456472501515537,0.17442417027477872
0.0,48,Layer 4,0.7340399676699925,0.13566619760258178,0.4135774470790528,0.13526422280019915
0.0,49,Layer 1,0.6592664163648484,0.24982183454465573,0.7591496180490034,0.24908162007453308
0.0,49,Layer 2,0.756515207011449,0.2445617863777434,0.688204138050853,0.24383715726978009
0.0,49,Layer 3,0.8262359932012732,0.15677549183650982,0.47351152719667866,0.15631097083965817
0.0,49,Layer 4,0.7717221850417744,0.22638867665657156,0.6788969268078391,0.22571789391799088
0.05,0,Layer 1,0.2732024457793508,0.40537605630344015,1.2127516950822763,0.4041749394224278
0.05,0,Layer 2,0.7107701929268804,0.18291324894051664,0.5461752654407288,0.1823712825672023
0.05,0,Layer 3,0.6939581013376409,0.1926782800966129,0.5686882166475244,0.19210738023405358
0.05,0,Layer 4,0.6641520008050766,0.21483150758344977,0.6387694123873696,0.21419496838405835
0.05,1,Layer 1,0.6991056735862445,0.2695739540506777,0.7837971627417464,0.26877521465337806
0.05,1,Layer 2,0.8649463671180585,0.1347835655321324,0.392439931365253,0.1343842059416328
0.05,1,Layer 3,0.8656242798076113,0.13183772545763528,0.38709498020516686,0.13144709430135676
0.05,1,Layer 4,0.8418046443596627,0.15768942086245902,0.45070170616792815,0.15722219192180056
0.05,2,Layer 1,0.457303196697956,0.44972711170688323,1.267621525565413,0.44839458400249477
0.05,2,Layer 2,0.7175595974817818,0.2540167419699379,0.7274976216992286,0.2532640981171607
0.05,2,Layer 3,0.7203154763690883,0.25281589732334747,0.7104664382515767,0.2520668115366031
0.05,2,Layer 4,0.5560811023117668,0.38998455243850516,1.0842229569326396,0.3888290401136299
0.05,3,Layer 1,0.3125447968581466,0.21407735540732967,0.6574851208935992,0.21344305073781622
0.05,3,Layer 2,0.08901100801076069,0.30403302493799816,0.9563572772460718,0.30313218436549794
0.05,3,Layer 3,0.2582043570515679,0.28345199803336457,0.9028233515469348,0.2826121384153616
0.05,3,Layer 4,0.3560231694915338,0.2105257811749529,0.7026656527329379,0.20990199971148069
0.05,4,Layer 1,0.4966627509260857,0.47320976291594624,1.2862815741102085,0.47180765683281656
0.05,4,Layer 2,0.7805027866229061,0.20591794491726484,0.5502740090955769,0.20530781633197331
0.05,4,Layer 3,0.7690454007662233,0.21920335268440433,0.5868976132985892,0.21855385984142633
0.05,4,Layer 4,0.7121388841191355,0.2720901431436701,0.721133432156309,0.2712839483548928
0.05,5,Layer 1,-0.1606378281503846,0.32843037492076854,1.0067046245158324,0.3274572457449811
0.05,5,Layer 2,0.28454450508819684,0.2384616638342813,0.7695820005821292,0.2377551092032124
0.05,5,Layer 3,0.29592648527552656,0.22676833399606616,0.7730733382967003,0.2260964263443773
0.05,5,Layer 4,0.03473625451222436,0.3258858676271722,0.9646063397647751,0.3249202777488265
0.05,6,Layer 1,0.3825640782928297,0.4559455895941553,1.3275140398457208,0.45459463672960176
0.05,6,Layer 2,0.7139737776350293,0.202954860636215,0.5812888915987645,0.20235351157920214
0.05,6,Layer 3,0.5877419113390508,0.30560636923858825,0.898646327805968,0.3047008668949506
0.05,6,Layer 4,0.7042374495399865,0.20795930338635404,0.5989436293499523,0.20734312631822963
0.05,7,Layer 1,0.6406383430464172,0.23830639261513603,0.7442460766096171,0.23760029804794994
0.05,7,Layer 2,0.7605417916686874,0.22754835865996992,0.6955446522416704,0.22687413981901164
0.05,7,Layer 3,0.8420942531184686,0.11619961359492344,0.3528618810679699,0.11585531768675192
0.05,7,Layer 4,0.8219056599887304,0.14222242557996503,0.40888504824060523,0.14180102487420962
0.05,8,Layer 1,0.7333692759585516,0.28852282893940256,0.8482948763508373,0.2876679446042085
0.05,8,Layer 2,0.8680060554395304,0.13238046554596664,0.37322993008201966,0.1319882262673732
0.05,8,Layer 3,0.8641745422283642,0.14597973550964932,0.4312849845900708,0.14554720200926144
0.05,8,Layer 4,0.8770884084838739,0.12625059807785,0.35673984440687234,0.12587652140945474
0.05,9,Layer 1,0.883645683321657,0.11940637759855126,0.2999758963642325,0.11905258014652113
0.05,9,Layer 2,0.9222787235915438,0.08453290046479851,0.21728344201193994,0.08428243206102774
0.05,9,Layer 3,0.9073621997844661,0.10151978133397109,0.25934048342433524,0.10121898132069741
0.05,9,Layer 4,0.920808587173324,0.08411969582770239,0.22621836213863944,0.08387045173665854
0.05,10,Layer 1,0.13936579440605334,0.33173138535173036,1.0417830172256286,0.33074847538279695
0.05,10,Layer 2,0.16095878128146926,0.26081192438608186,0.7900405397790304,0.26003914661522365
0.05,10,Layer 3,0.3404205622974796,0.2540477673900948,0.77887804433094,0.2532950316099447
0.05,10,Layer 4,0.36028161652208157,0.22662550279410515,0.7451528117217711,0.22595401834690784
0.05,11,Layer 1,0.9174814335878251,0.09033710976615121,0.24904790033163804,0.09006944366738988
0.05,11,Layer 2,0.9460247643689887,0.06291924701991385,0.1883077822100122,0.06273281921155893
0.05,11,Layer 3,0.9345792971904856,0.08497101454101884,0.24009137368255307,0.08471924801861337
0.05,11,Layer 4,0.9111207382796922,0.11054444274051128,0.32589009979732264,0.11021690293096138
0.05,12,Layer 1,0.762008633641374,0.24921618447137336,0.7163128153973836,0.2484777645239308
0.05,12,Layer 2,0.9154832016675323,0.08721547842601277,0.25352913159571255,0.08695706162562673
0.05,12,Layer 3,0.9002219568357188,0.10799257330054045,0.32340621273559644,0.10767259460224718
0.05,12,Layer 4,0.9091330420834696,0.09286175305413344,0.26590394283028485,0.09258660651437278
0.05,13,Layer 1,-0.07342519867419665,0.3967329463366766,1.2530046797277947,0.395557438726671
0.05,13,Layer 2,0.5109285020960168,0.18001030527308517,0.5300245753393806,0.1794769402332471
0.05,13,Layer 3,0.5522731467619958,0.15591681304084135,0.4749105950661884,0.15545483628305076
0.05,13,Layer 4,0.5143195217495946,0.17273573389364819,0.5168727955220709,0.17222392318675628
0.05,14,Layer 1,0.3964547766767087,0.4867635423492492,1.379617351130487,0.4853212768313781
0.05,14,Layer 2,0.734236048871146,0.21286182120759814,0.5786802705931748,0.2122311181288152
0.05,14,Layer 3,0.6784015619560432,0.2614258882309326,0.7272952204134062,0.260651291303943
0.05,14,Layer 4,0.716464367347042,0.22957387642026808,0.6167874518495531,0.22889365603201356
0.05,15,Layer 1,0.8579714172299103,0.12613720174036133,0.3326816947287977,0.12576346106185263
0.05,15,Layer 2,0.946182766966916,0.04924864709592992,0.13163973413698904,0.04910272485786448
0.05,15,Layer 3,0.9444547147235844,0.05064501328629266,0.13253767240911063,0.05049495365782825
0.05,15,Layer 4,0.9419430962426707,0.05249258099665186,0.1417750586340969,0.05233704708145736
0.05,16,Layer 1,0.5852454818940305,0.22654419278402377,0.710682401611705,0.22587294925590456
0.05,16,Layer 2,0.8346850145440923,0.10522520100594214,0.30642040287577554,0.10491342194728566
