Subject,RegionID,node,exclusion_band_sd,OO,retained_edge_fraction
12,47,rT,0.0,0.08063582798627829,1.0
12,48,raRF,0.0,0.0,1.0
12,49,rimRF,0.0,0.0,1.0
12,50,rpRF,0.0,0.0,1.0
12,51,rGG,0.0,,1.0
12,52,rHb,0.0,0.40889927947263527,1.0
12,53,rHi,0.0,0.0,1.0
12,54,rHR,0.0,,1.0
12,55,rOG,0.0,,1.0
12,56,rOB,0.0,,1.0
12,57,rOE,0.0,,1.0
12,58,rP,0.0,0.6146742509729867,1.0
12,59,rPi,0.0,,1.0
12,60,rPT,0.0,0.0,1.0
12,61,rPO,0.0,0.5279752845232957,1.0
12,62,rPrT,0.0,0.0,1.0
12,63,rR,0.0,,1.0
12,64,rSP,0.0,0.7437077385424493,1.0
12,65,rTeO,0.0,0.1565836547003754,1.0
12,66,rTh,0.0,0.44234392185475174,1.0
12,67,rTL,0.0,0.38519924098671726,1.0
12,68,rTS,0.0,,1.0
12,69,rTG,0.0,,1.0
12,70,rVR,0.0,0.5649801587301587,1.0
12,71,rNX,0.0,0.0,1.0
12,0,MON,0.025,0.4642177969142447,0.9417765087498656
12,1,Cb,0.025,0.31831306969391016,0.9417765087498656
12,2,MOS1,0.025,0.0,0.9417765087498656
12,3,MOS2,0.025,0.0,0.9417765087498656
12,4,MOS3,0.025,0.29129963654224833,0.9417765087498656
12,5,MOS4,0.025,0.3049095002777859,0.9417765087498656
12,6,MOS5,0.025,0.328637017360951,0.9417765087498656
12,7,IPN,0.025,,0.9417765087498656
12,8,IO,0.025,,0.9417765087498656
12,9,Hc,0.025,,0.9417765087498656
12,10,Ra,0.025,0.0,0.9417765087498656
12,11,T,0.025,0.3027698549729247,0.9417765087498656
12,12,aRF,0.025,0.0,0.9417765087498656
12,13,imRF,0.025,0.0,0.9417765087498656
12,14,pRF,0.025,0.0,0.9417765087498656
12,15,GG,0.025,,0.9417765087498656
12,16,Hb,0.025,0.7839257359228045,0.9417765087498656
12,17,Hi,0.025,,0.9417765087498656
12,18,HR,0.025,,0.9417765087498656
12,19,OG,0.025,,0.9417765087498656
12,20,OB,0.025,,0.9417765087498656
12,21,OE,0.025,,0.9417765087498656
12,22,P,0.025,0.6098264071541294,0.9417765087498656
12,23,Pi,0.025,,0.9417765087498656
12,24,PT,0.025,0.5089915630227653,0.9417765087498656
12,25,PO,0.025,0.5175757985351389,0.9417765087498656
12,26,PrT,0.025,0.0,0.9417765087498656
12,27,R,0.025,,0.9417765087498656
12,28,SP,0.025,0.5366761227572486,0.9417765087498656
12,29,TeO,0.025,0.2115260123415471,0.9417765087498656
12,30,Th,0.025,0.0,0.9417765087498656
12,31,TL,0.025,,0.9417765087498656
12,32,TS,0.025,,0.9417765087498656
12,33,TG,0.025,,0.9417765087498656
12,34,VR,0.025,,0.9417765087498656
12,35,NX,0.025,0.0,0.9417765087498656
12,36,rMON,0.025,0.4405074411729119,0.9417765087498656
12,37,rCb,0.025,0.3561599463353672,0.9417765087498656
12,38,rMOS1,0.025,0.20710916082586128,0.9417765087498656
12,39,rMOS2,0.025,0.0,0.9417765087498656
12,40,rMOS3,0.025,0.21892545154721682,0.9417765087498656
12,41,rMOS4,0.025,0.26979333262662064,0.9417765087498656
12,42,rMOS5,0.025,0.27764523009073494,0.9417765087498656
12,43,rIPN,0.025,,0.9417765087498656
12,44,rIO,0.025,,0.9417765087498656
12,45,rHc,0.025,,0.9417765087498656
12,46,rRa,0.025,0.0,0.9417765087498656
12,47,rT,0.025,0.08260049016395592,0.9417765087498656
12,48,raRF,0.025,0.0,0.9417765087498656
12,49,rimRF,0.025,0.0,0.9417765087498656
12,50,rpRF,0.025,0.0,0.9417765087498656
12,51,rGG,0.025,,0.9417765087498656
