Subject,RegionID,node,temperature_sd,soft_OO
13,8,IO,0.2,
13,9,Hc,0.2,
13,10,Ra,0.2,0.002809054127622615
13,11,T,0.2,0.31245199679010993
13,12,aRF,0.2,0.06932119940721418
13,13,imRF,0.2,4.457311854320085e-10
13,14,pRF,0.2,0.0019414530028244873
13,15,GG,0.2,
13,16,Hb,0.2,0.25167735938894026
13,17,Hi,0.2,0.15151832795972983
13,18,HR,0.2,0.48664466787930566
13,19,OG,0.2,
13,20,OB,0.2,
13,21,OE,0.2,0.22169457121264202
13,22,P,0.2,0.24038238284611954
13,23,Pi,0.2,
13,24,PT,0.2,0.29811297461736136
13,25,PO,0.2,0.32483755890651794
13,26,PrT,0.2,0.2605607801380155
13,27,R,0.2,
13,28,SP,0.2,0.32923637556278923
13,29,TeO,0.2,0.2666788006544231
13,30,Th,0.2,0.2887493298639994
13,31,TL,0.2,0.2459380203147723
13,32,TS,0.2,0.15364515414142318
13,33,TG,0.2,
13,34,VR,0.2,0.456142693846845
13,35,NX,0.2,0.07202478015423021
13,36,rMON,0.2,0.38795772579234095
13,37,rCb,0.2,0.22565739009186217
13,38,rMOS1,0.2,0.14536265958847627
13,39,rMOS2,0.2,0.2593488660709331
13,40,rMOS3,0.2,0.07047671493035831
13,41,rMOS4,0.2,0.3606060565439773
13,42,rMOS5,0.2,0.41261339198704605
13,43,rIPN,0.2,0.22093214267133923
13,44,rIO,0.2,
13,45,rHc,0.2,0.19187829419912691
13,46,rRa,0.2,0.021084408734924575
13,47,rT,0.2,0.09225075218132674
13,48,raRF,0.2,0.009183228707918984
13,49,rimRF,0.2,1.1949713356959552e-07
13,50,rpRF,0.2,0.2396259049130401
13,51,rGG,0.2,
13,52,rHb,0.2,0.27413245234454703
13,53,rHi,0.2,0.18960487442002355
13,54,rHR,0.2,0.4280324159252489
13,55,rOG,0.2,
13,56,rOB,0.2,
13,57,rOE,0.2,
13,58,rP,0.2,0.3934335275244433
13,59,rPi,0.2,
13,60,rPT,0.2,0.1662645806699656
13,61,rPO,0.2,0.31329332569819063
13,62,rPrT,0.2,0.31020901921114197
13,63,rR,0.2,
13,64,rSP,0.2,0.299369474074254
13,65,rTeO,0.2,0.3288162471323334
13,66,rTh,0.2,0.28024102259781397
13,67,rTL,0.2,0.18031365132186658
13,68,rTS,0.2,0.367073081540633
13,69,rTG,0.2,
13,70,rVR,0.2,0.47591314667209067
13,71,rNX,0.2,0.04716637623370071
13,0,MON,0.35,0.42327405265867835
13,1,Cb,0.35,0.20113423351283197
13,2,MOS1,0.35,0.15345801429628939
13,3,MOS2,0.35,0.08763582383682528
13,4,MOS3,0.35,0.20090207662549506
13,5,MOS4,0.35,0.3595311220221621
13,6,MOS5,0.35,0.44233140624970585
13,7,IPN,0.35,0.27530892096134807
13,8,IO,0.35,
13,9,Hc,0.35,
13,10,Ra,0.35,0.02103651414099438
13,11,T,0.35,0.30398691100846725
13,12,aRF,0.35,0.13388476216483514
13,13,imRF,0.35,3.154935174071099e-06
13,14,pRF,0.35,0.015764507748062862
13,15,GG,0.35,
13,16,Hb,0.35,0.25482435915974433
13,17,Hi,0.35,0.18243939954654487
13,18,HR,0.35,0.47664905801917823
13,19,OG,0.35,
13,20,OB,0.35,
13,21,OE,0.35,0.2336721766745475
13,22,P,0.35,0.26040461275456217
13,23,Pi,0.35,
13,24,PT,0.35,0.2776836273623561
13,25,PO,0.35,0.2996001763783155
13,26,PrT,0.35,0.26911398042399676
13,27,R,0.35,
13,28,SP,0.35,0.30739948441346737
13,29,TeO,0.35,0.26737127599304283
13,30,Th,0.35,0.31044725416631885
13,31,TL,0.35,0.24779722492536893
13,32,TS,0.35,0.15620695322538153
13,33,TG,0.35,
13,34,VR,0.35,0.3898772021043426
13,35,NX,0.35,0.14095291669243695
13,36,rMON,0.35,0.3589978307324491
13,37,rCb,0.35,0.23769222025275086
13,38,rMOS1,0.35,0.1835400275606253
13,39,rMOS2,0.35,0.2569446080300144
13,40,rMOS3,0.35,0.10426042028901299
13,41,rMOS4,0.35,0.3774586165685608
13,42,rMOS5,0.35,0.4070439033195962
13,43,rIPN,0.35,0.22986282669721533
13,44,rIO,0.35,
13,45,rHc,0.35,0.216389664569688
13,46,rRa,0.35,0.0592038708102262
13,47,rT,0.35,0.1317780659273216
13,48,raRF,0.35,0.045728417976129254
13,49,rimRF,0.35,7.823462675099064e-05
13,50,rpRF,0.35,0.2788195392081172
13,51,rGG,0.35,
13,52,rHb,0.35,0.28514344990490254
13,53,rHi,0.35,0.21611358268498654
13,54,rHR,0.35,0.3947320353079486
13,55,rOG,0.35,
13,56,rOB,0.35,
13,57,rOE,0.35,
13,58,rP,0.35,0.35552831196590146
13,59,rPi,0.35,
13,60,rPT,0.35,0.19377670242262823
13,61,rPO,0.35,0.2872407488101186
13,62,rPrT,0.35,0.29721314457081127
13,63,rR,0.35,
13,64,rSP,0.35,0.2892889667321158
13,65,rTeO,0.35,0.33236831651727666
13,66,rTh,0.35,0.31313419296967077
13,67,rTL,0.35,0.19634310287542253
13,68,rTS,0.35,0.34549221462464225
13,69,rTG,0.35,
13,70,rVR,0.35,0.4082620540245681
13,71,rNX,0.35,0.1181822367211467
13,0,MON,0.5,0.3839479945647634
13,1,Cb,0.5,0.2143318712061406
13,2,MOS1,0.5,0.16671770829213398
13,3,MOS2,0.5,0.12589603439840275
13,4,MOS3,0.5,0.22128165127754576
13,5,MOS4,0.5,0.3420738277323144
13,6,MOS5,0.5,0.42859792405689084
13,7,IPN,0.5,0.2838559310238924
13,8,IO,0.5,
13,9,Hc,0.5,
13,10,Ra,0.5,0.04546778517460591
13,11,T,0.5,0.2899584379074019
13,12,aRF,0.5,0.1668117586221361
13,13,imRF,0.5,0.00011154792318208764
13,14,pRF,0.5,0.0372047146984072
13,15,GG,0.5,
13,16,Hb,0.5,0.25570304635363794
13,17,Hi,0.5,0.19764896984632976
13,18,HR,0.5,0.4650619822621435
13,19,OG,0.5,
13,20,OB,0.5,
13,21,OE,0.5,0.23854362173710358
13,22,P,0.5,0.26786918482250066
13,23,Pi,0.5,
13,24,PT,0.5,0.2657174527282435
13,25,PO,0.5,0.2887697594112295
13,26,PrT,0.5,0.2694138778569468
13,27,R,0.5,
13,28,SP,0.5,0.29770236999461935
13,29,TeO,0.5,0.2662368934455218
13,30,Th,0.5,0.3120240036521213
13,31,TL,0.5,0.24849240876343062
13,32,TS,0.5,0.16632252253088914
13,33,TG,0.5,
13,34,VR,0.5,0.35824906879845103
13,35,NX,0.5,0.1767805570516611
13,36,rMON,0.5,0.3379239400435926
13,37,rCb,0.5,0.24430175369910118
13,38,rMOS1,0.5,0.20951656117542494
13,39,rMOS2,0.5,0.2569318869564912
13,40,rMOS3,0.5,0.13040391931848797
13,41,rMOS4,0.5,0.3800304831131006
13,42,rMOS5,0.5,0.39461486569600845
13,43,rIPN,0.5,0.23233364637969742
13,44,rIO,0.5,
13,45,rHc,0.5,0.2264052023137414
13,46,rRa,0.5,0.08826723067878438
13,47,rT,0.5,0.16545562799186575
13,48,raRF,0.5,0.08346448589417446
13,49,rimRF,0.5,0.0010643377118378788
13,50,rpRF,0.5,0.30544192288451
13,51,rGG,0.5,
13,52,rHb,0.5,0.2879912088909465
13,53,rHi,0.5,0.22602078544392298
13,54,rHR,0.5,0.3678197046757763
13,55,rOG,0.5,
13,56,rOB,0.5,
13,57,rOE,0.5,
13,58,rP,0.5,0.33611596045054637
13,59,rPi,0.5,
13,60,rPT,0.5,0.20729946073599306
13,61,rPO,0.5,0.27611600865074937
13,62,rPrT,0.5,0.291134089728496
13,63,rR,0.5,
13,64,rSP,0.5,0.2843349304316096
13,65,rTeO,0.5,0.3332464052973206
13,66,rTh,0.5,0.33316926080219833
13,67,rTL,0.5,0.2089335378010816
13,68,rTS,0.5,0.32771739603565986
13,69,rTG,0.5,
13,70,rVR,0.5,0.3715128822117713
13,71,rNX,0.5,0.1624044241030099
13,0,MON,1.0,0.3240043854050684
13,1,Cb,1.0,0.22665368221805224
13,2,MOS1,1.0,0.18299935763117067
13,3,MOS2,1.0,0.18068611863884454
13,4,MOS3,1.0,0.2346673658715861
13,5,MOS4,1.0,0.2975653231484635
13,6,MOS5,1.0,0.371489943344883
13,7,IPN,1.0,0.291876634168328
13,8,IO,1.0,
13,9,Hc,1.0,
13,10,Ra,1.0,0.1035496109340639
13,11,T,1.0,0.25990972995052924
13,12,aRF,1.0,0.2055502918858571
13,13,imRF,1.0,0.007145828835437609
13,14,pRF,1.0,0.0961154500894817
13,15,GG,1.0,
13,16,Hb,1.0,0.25562415823033574
13,17,Hi,1.0,0.2189236868777287
13,18,HR,1.0,0.43236560012767794
13,19,OG,1.0,
13,20,OB,1.0,
13,21,OE,1.0,0.24426207629673613
13,22,P,1.0,0.2715565358400021
13,23,Pi,1.0,
13,24,PT,1.0,0.2481937743830518
13,25,PO,1.0,0.2726113006375773
13,26,PrT,1.0,0.2638307520822343
13,27,R,1.0,
13,28,SP,1.0,0.28224465502343
13,29,TeO,1.0,0.25875223647079576
13,30,Th,1.0,0.2952417953804379
13,31,TL,1.0,0.2492667071319828
13,32,TS,1.0,0.19712262641345224
13,33,TG,1.0,
13,34,VR,1.0,0.313233725052203
13,35,NX,1.0,0.21861660071203087
13,36,rMON,1.0,0.30181529349799613
13,37,rCb,1.0,0.24985092126323047
13,38,rMOS1,1.0,0.24411872172353918
13,39,rMOS2,1.0,0.2523681373071812
13,40,rMOS3,1.0,0.17316399393175455
13,41,rMOS4,1.0,0.3510602287306009
13,42,rMOS5,1.0,0.3484229888929251
13,43,rIPN,1.0,0.23773063896185098
13,44,rIO,1.0,
13,45,rHc,1.0,0.23817964621568746
13,46,rRa,1.0,0.1382983634628441
13,47,rT,1.0,0.2135898248140106
13,48,raRF,1.0,0.15442805499798481
13,49,rimRF,1.0,0.021554304354283682
13,50,rpRF,1.0,0.3350050563325179
13,51,rGG,1.0,
13,52,rHb,1.0,0.28510443581071243
13,53,rHi,1.0,0.2373977201245139
13,54,rHR,1.0,0.3179917089145963
13,55,rOG,1.0,
13,56,rOB,1.0,
13,57,rOE,1.0,
13,58,rP,1.0,0.3052651339748327
13,59,rPi,1.0,
13,60,rPT,1.0,0.22568333863369094
13,61,rPO,1.0,0.2597119263187617
13,62,rPrT,1.0,0.2792747098902949
13,63,rR,1.0,
13,64,rSP,1.0,0.2750030167743326
13,65,rTeO,1.0,0.3256114767291268
13,66,rTh,1.0,0.34511796201986966
13,67,rTL,1.0,0.22951601637607374
13,68,rTS,1.0,0.2956065570604353
13,69,rTG,1.0,
13,70,rVR,1.0,0.31687724322599514
13,71,rNX,1.0,0.21758756516112537
14,0,MON,0.025,0.5921274192900216
14,1,Cb,0.025,0.40871689867988564
14,2,MOS1,0.025,0.3490299960050771
14,3,MOS2,0.025,1.9436121114611747e-14
14,4,MOS3,0.025,0.296669885747155
14,5,MOS4,0.025,0.45341219004484595
14,6,MOS5,0.025,0.5307920800274633
14,7,IPN,0.025,3.352482996755919e-15
14,8,IO,0.025,
14,9,Hc,0.025,0.1118895036780423
14,10,Ra,0.025,2.235868025108175e-18
14,11,T,0.025,0.2494922155272358
14,12,aRF,0.025,0.04805594854047479
14,13,imRF,0.025,1.4440084058701945e-18
14,14,pRF,0.025,2.0455030827862e-18
14,15,GG,0.025,
14,16,Hb,0.025,0.6355622107838627
14,17,Hi,0.025,0.14184162313997242
14,18,HR,0.025,0.018693844552464197
14,19,OG,0.025,
14,20,OB,0.025,0.32754140491927597
14,21,OE,0.025,0.35892444081914765
14,22,P,0.025,0.3099261652215326
14,23,Pi,0.025,
14,24,PT,0.025,0.0697072287425387
14,25,PO,0.025,0.5643156366470272
14,26,PrT,0.025,0.5236798768335797
14,27,R,0.025,
14,28,SP,0.025,0.45901485393882074
14,29,TeO,0.025,0.3262035749610676
14,30,Th,0.025,0.1158425436965302
14,31,TL,0.025,0.24310788162610275
14,32,TS,0.025,0.26801563103803017
14,33,TG,0.025,
14,34,VR,0.025,0.4177730122021104
14,35,NX,0.025,3.4496150571069598e-06
14,36,rMON,0.025,0.6353588513388262
14,37,rCb,0.025,0.5166808504986888
14,38,rMOS1,0.025,0.38693876138870775
14,39,rMOS2,0.025,2.4916037787243503e-18
14,40,rMOS3,0.025,0.306231231724226
14,41,rMOS4,0.025,0.24392629391408718
14,42,rMOS5,0.025,0.4980420741425328
14,43,rIPN,0.025,9.130686145363648e-14
14,44,rIO,0.025,0.05300909335496195
14,45,rHc,0.025,0.3495686236142675
14,46,rRa,0.025,1.6954866816682906e-07
14,47,rT,0.025,0.15039044523610048
14,48,raRF,0.025,0.3727614844360931
14,49,rimRF,0.025,1.9223423018264685e-18
14,50,rpRF,0.025,2.4698371418372637e-18
14,51,rGG,0.025,
14,52,rHb,0.025,0.42611307388267694
14,53,rHi,0.025,0.05181455051414333
14,54,rHR,0.025,0.0070288555602323576
14,55,rOG,0.025,
14,56,rOB,0.025,
14,57,rOE,0.025,0.36160016527930283
14,58,rP,0.025,0.41217489288317954
14,59,rPi,0.025,
14,60,rPT,0.025,0.12776286543442766
14,61,rPO,0.025,0.5035382200962549
14,62,rPrT,0.025,0.5183538846349635
14,63,rR,0.025,
14,64,rSP,0.025,0.4518673433786245
14,65,rTeO,0.025,0.37509004224875153
14,66,rTh,0.025,0.35681378195165725
14,67,rTL,0.025,0.3747866216352064
14,68,rTS,0.025,0.44177860126859625
14,69,rTG,0.025,
14,70,rVR,0.025,0.3246398716566468
14,71,rNX,0.025,8.338477530607185e-07
14,0,MON,0.05,0.5473904402248799
14,1,Cb,0.05,0.40113093399691213
14,2,MOS1,0.05,0.3466231912431261
14,3,MOS2,0.05,9.17570979379996e-08
14,4,MOS3,0.05,0.29946425436763274
14,5,MOS4,0.05,0.46713069523856443
14,6,MOS5,0.05,0.5058626422313414
14,7,IPN,0.05,4.668495053714804e-08
14,8,IO,0.05,
14,9,Hc,0.05,0.15390990342177666
14,10,Ra,0.05,5.2576541246752244e-17
14,11,T,0.05,0.2396500286820018
14,12,aRF,0.05,0.100448280618626
14,13,imRF,0.05,5.71330935416042e-13
14,14,pRF,0.05,2.058321334702481e-18
14,15,GG,0.05,
14,16,Hb,0.05,0.5273294913491632
14,17,Hi,0.05,0.18259502726783422
14,18,HR,0.05,0.08862713942390704
14,19,OG,0.05,
14,20,OB,0.05,0.2924065154105374
14,21,OE,0.05,0.3081166735900408
14,22,P,0.05,0.30846623630580405
14,23,Pi,0.05,
14,24,PT,0.05,0.1501531894844055
14,25,PO,0.05,0.5322776348391735
14,26,PrT,0.05,0.5213843514924854
14,27,R,0.05,
14,28,SP,0.05,0.3843131163386448
14,29,TeO,0.05,0.3244048224302799
14,30,Th,0.05,0.11488546870051772
14,31,TL,0.05,0.2545129781581362
14,32,TS,0.05,0.24245241663072445
14,33,TG,0.05,
14,34,VR,0.05,0.3817456751834696
14,35,NX,0.05,0.0013273703955225312
14,36,rMON,0.05,0.5939024770397052
14,37,rCb,0.05,0.5168430138828307
14,38,rMOS1,0.05,0.38426793559506955
14,39,rMOS2,0.05,7.321079246738234e-10
14,40,rMOS3,0.05,0.3062583699605607
14,41,rMOS4,0.05,0.2388392173091462
14,42,rMOS5,0.05,0.4658880493120193
14,43,rIPN,0.05,2.2711209540332385e-07
14,44,rIO,0.05,0.1105776632700831
14,45,rHc,0.05,0.3278527708168323
14,46,rRa,0.05,0.00027899801682639583
14,47,rT,0.05,0.15296864555456346
14,48,raRF,0.05,0.35145834504145723
14,49,rimRF,0.05,3.238382228315772e-17
14,50,rpRF,0.05,3.209722612592417e-13
14,51,rGG,0.05,
14,52,rHb,0.05,0.3371161594424262
14,53,rHi,0.05,0.14248124332363704
14,54,rHR,0.05,0.054380044132234684
14,55,rOG,0.05,
14,56,rOB,0.05,
14,57,rOE,0.05,0.30888825917584406
14,58,rP,0.05,0.38189426694813705
14,59,rPi,0.05,
14,60,rPT,0.05,0.1900625926794736
14,61,rPO,0.05,0.49347460201420323
14,62,rPrT,0.05,0.48352486473605133
14,63,rR,0.05,
14,64,rSP,0.05,0.3742648022972392
14,65,rTeO,0.05,0.3666599725030682
14,66,rTh,0.05,0.3692548818946244
14,67,rTL,0.05,0.321650388104995
14,68,rTS,0.05,0.35213851528656515
14,69,rTG,0.05,
14,70,rVR,0.05,0.29418802636510905
14,71,rNX,0.05,0.0007130403685904723
14,0,MON,0.1,0.5035008762651602
14,1,Cb,0.1,0.40409756031013916
14,2,MOS1,0.1,0.3434243008813635
14,3,MOS2,0.1,0.00022040048831270702
14,4,MOS3,0.1,0.30781454620102877
14,5,MOS4,0.1,0.4590819543377912
14,6,MOS5,0.1,0.4659217104287379
14,7,IPN,0.1,0.00017327294393044661
14,8,IO,0.1,
14,9,Hc,0.1,0.19222718651187143
14,10,Ra,0.1,5.121461335713346e-09
14,11,T,0.1,0.22936156968972904
14,12,aRF,0.1,0.1349094472785837
14,13,imRF,0.1,4.4137331623088943e-07
14,14,pRF,0.1,2.0448262120272123e-18
14,15,GG,0.1,
14,16,Hb,0.1,0.4320393000121601
14,17,Hi,0.1,0.20348762330579998
14,18,HR,0.1,0.16531442785248207
14,19,OG,0.1,
14,20,OB,0.1,0.27172913982172003
14,21,OE,0.1,0.27957258142349073
14,22,P,0.1,0.2907594970145101
14,23,Pi,0.1,
14,24,PT,0.1,0.20311500436965094
14,25,PO,0.1,0.4391069661538347
14,26,PrT,0.1,0.49345367555318903
14,27,R,0.1,
14,28,SP,0.1,0.326552679895903
14,29,TeO,0.1,0.3257111077568313
14,30,Th,0.1,0.1205321107322109
14,31,TL,0.1,0.26204393342269977
14,32,TS,0.1,0.2261987455803254
14,33,TG,0.1,
14,34,VR,0.1,0.32770085107722335
14,35,NX,0.1,0.024478798709561572
14,36,rMON,0.1,0.5429183369243724
14,37,rCb,0.1,0.49665742786325895
14,38,rMOS1,0.1,0.37712053937378004
14,39,rMOS2,0.1,1.8840578274183315e-05
14,40,rMOS3,0.1,0.306485028213213
14,41,rMOS4,0.1,0.24069272580025428
14,42,rMOS5,0.1,0.40313412983603025
14,43,rIPN,0.1,0.0003509852052453819
14,44,rIO,0.1,0.1503607825435954
14,45,rHc,0.1,0.2878894708749496
14,46,rRa,0.1,0.010737320269361148
14,47,rT,0.1,0.1641033028008135
14,48,raRF,0.1,0.29740757436748516
14,49,rimRF,0.1,3.743475628532532e-09
14,50,rpRF,0.1,1.9688021962227964e-07
14,51,rGG,0.1,
14,52,rHb,0.1,0.2662901148072079
14,53,rHi,0.1,0.20278569568591878
14,54,rHR,0.1,0.13398235623653085
14,55,rOG,0.1,
14,56,rOB,0.1,
14,57,rOE,0.1,0.2798627018445095
14,58,rP,0.1,0.32951561619799985
14,59,rPi,0.1,
14,60,rPT,0.1,0.2240846294195324
14,61,rPO,0.1,0.43667616958399946
14,62,rPrT,0.1,0.40738936989647684
14,63,rR,0.1,
14,64,rSP,0.1,0.3185394960778477
14,65,rTeO,0.1,0.3486690081070541
14,66,rTh,0.1,0.36825061121833896
14,67,rTL,0.1,0.28948532351214806
14,68,rTS,0.1,0.28405445690944703
14,69,rTG,0.1,
14,70,rVR,0.1,0.27588643003292135
14,71,rNX,0.1,0.019188631497124038
14,0,MON,0.2,0.4606147807503736
14,1,Cb,0.2,0.3944006785387277
14,2,MOS1,0.2,0.34563857654098185
14,3,MOS2,0.2,0.010739180170554865
14,4,MOS3,0.2,0.31625666348750203
14,5,MOS4,0.2,0.4046462073668977
14,6,MOS5,0.2,0.41036046437067125
14,7,IPN,0.2,0.010401980371059813
14,8,IO,0.2,
14,9,Hc,0.2,0.2177900025218677
14,10,Ra,0.2,5.085441778716975e-05
14,11,T,0.2,0.22673091168902892
14,12,aRF,0.2,0.15254471284683965
14,13,imRF,0.2,0.00039068647958928143
14,14,pRF,0.2,4.59580459841449e-11
14,15,GG,0.2,
14,16,Hb,0.2,0.38625347684394445
14,17,Hi,0.2,0.21301994754237719
14,18,HR,0.2,0.21008994177954368
14,19,OG,0.2,
14,20,OB,0.2,0.26093301945025366
14,21,OE,0.2,0.26485252027451905
14,22,P,0.2,0.27280337063887855
14,23,Pi,0.2,
14,24,PT,0.2,0.2286659256151026
14,25,PO,0.2,0.3564872408785849
14,26,PrT,0.2,0.4211256754045772
14,27,R,0.2,
14,28,SP,0.2,0.2889282552116472
14,29,TeO,0.2,0.31123004716579333
14,30,Th,0.2,0.15438607044556402
14,31,TL,0.2,0.26050324629239013
14,32,TS,0.2,0.21267108777538055
14,33,TG,0.2,
14,34,VR,0.2,0.2818889286662262
14,35,NX,0.2,0.09012525879648288
14,36,rMON,0.2,0.45338061971400534
14,37,rCb,0.2,0.43563556376052504
14,38,rMOS1,0.2,0.37509083617976013
14,39,rMOS2,0.2,0.0031020261000602625
14,40,rMOS3,0.2,0.3129464096264702
14,41,rMOS4,0.2,0.245973240627411
14,42,rMOS5,0.2,0.3460903845235196
14,43,rIPN,0.2,0.013369615970058599
14,44,rIO,0.2,0.17224012524367627
14,45,rHc,0.2,0.26206909178350213
14,46,rRa,0.2,0.05950077151026033
14,47,rT,0.2,0.18323027627481206
14,48,raRF,0.2,0.25099336088645435
14,49,rimRF,0.2,4.006578003718588e-05
14,50,rpRF,0.2,0.00015029466807079222
14,51,rGG,0.2,
14,52,rHb,0.2,0.22948502913123703
14,53,rHi,0.2,0.22776660850837552
14,54,rHR,0.2,0.19568870692811188
14,55,rOG,0.2,
14,56,rOB,0.2,
14,57,rOE,0.2,0.2649846600301028
14,58,rP,0.2,0.29075190210938523
14,59,rPi,0.2,
14,60,rPT,0.2,0.24026682886106318
14,61,rPO,0.2,0.3664333118657789
14,62,rPrT,0.2,0.3412220330852944
14,63,rR,0.2,
14,64,rSP,0.2,0.2846288940337598
14,65,rTeO,0.2,0.3206502244850389
14,66,rTh,0.2,0.3374593516635409
14,67,rTL,0.2,0.26982059700162425
14,68,rTS,0.2,0.24172569643954292
14,69,rTG,0.2,
14,70,rVR,0.2,0.2704193485347371
14,71,rNX,0.2,0.0862685408859393
14,0,MON,0.35,0.4117906091511582
14,1,Cb,0.35,0.3624235331625792
14,2,MOS1,0.35,0.3474756970717292
14,3,MOS2,0.35,0.051958954321543696
14,4,MOS3,0.35,0.31981040022629914
14,5,MOS4,0.35,0.35245111548770514
14,6,MOS5,0.35,0.35980260709711503
14,7,IPN,0.35,0.05626799430526288
14,8,IO,0.35,
14,9,Hc,0.35,0.23066569644366658
14,10,Ra,0.35,0.0026667338877480484
14,11,T,0.35,0.2318297388222914
14,12,aRF,0.35,0.16227548755388774
14,13,imRF,0.35,0.007158392429267452
14,14,pRF,0.35,9.100193884219307e-07
14,15,GG,0.35,
14,16,Hb,0.35,0.37130908263360674
14,17,Hi,0.35,0.2180830514726975
14,18,HR,0.35,0.23001126504155542
14,19,OG,0.35,
14,20,OB,0.35,0.256256327568608
14,21,OE,0.35,0.2584956827148892
14,22,P,0.35,0.26362400829085797
14,23,Pi,0.35,
14,24,PT,0.35,0.2395249270676211
14,25,PO,0.35,0.31744857385582753
14,26,PrT,0.35,0.36564702138979055
14,27,R,0.35,
14,28,SP,0.35,0.2724489150838733
14,29,TeO,0.35,0.29045554486307595
14,30,Th,0.35,0.1905868802485192
14,31,TL,0.35,0.2578286477450129
14,32,TS,0.35,0.20437129305825058
14,33,TG,0.35,
14,34,VR,0.35,0.2576275095238201
14,35,NX,0.35,0.14188515414674369
14,36,rMON,0.35,0.3819090817399881
14,37,rCb,0.35,0.37647053881842024
14,38,rMOS1,0.35,0.37540173639900026
14,39,rMOS2,0.35,0.026643015831626458
14,40,rMOS3,0.35,0.3221631393888651
14,41,rMOS4,0.35,0.2503048132723356
14,42,rMOS5,0.35,0.31544151551726235
14,43,rIPN,0.35,0.05867993351035217
14,44,rIO,0.35,0.1839095990155578
14,45,rHc,0.35,0.251890333408145
14,46,rRa,0.35,0.11410297340878295
14,47,rT,0.35,0.19914216201642254
14,48,raRF,0.35,0.23040662962830888
14,49,rimRF,0.35,0.0021417924648526546
14,50,rpRF,0.35,0.0025075263139130526
14,51,rGG,0.35,
14,52,rHb,0.35,0.21915568449183223
14,53,rHi,0.35,0.2363895329415085
14,54,rHR,0.35,0.22709065940377732
14,55,rOG,0.35,
14,56,rOB,0.35,
14,57,rOE,0.35,0.2585695046945221
14,58,rP,0.35,0.273546718730321
14,59,rPi,0.35,
14,60,rPT,0.35,0.24729824160466285
14,61,rPO,0.35,0.32703578294891533
14,62,rPrT,0.35,0.30662773653932834
14,63,rR,0.35,
14,64,rSP,0.35,0.2696648564487213
14,65,rTeO,0.35,0.29472722846187727
14,66,rTh,0.35,0.31005627330949537
14,67,rTL,0.35,0.2601563717210783
14,68,rTS,0.35,0.2233924018510503
14,69,rTG,0.35,
14,70,rVR,0.35,0.2714258065510264
14,71,rNX,0.35,0.1489963750247451
14,0,MON,0.5,0.37545882480385856
14,1,Cb,0.5,0.33811026654814275
14,2,MOS1,0.5,0.3463723829079146
14,3,MOS2,0.5,0.09182314695806532
14,4,MOS3,0.5,0.3220856284539594
14,5,MOS4,0.5,0.32614729365743594
14,6,MOS5,0.5,0.3325637753004411
14,7,IPN,0.5,0.10435656281046217
14,8,IO,0.5,
14,9,Hc,0.5,0.2362206414577506
14,10,Ra,0.5,0.012891595549970295
14,11,T,0.5,0.2399236605158129
14,12,aRF,0.5,0.16897619102854
14,13,imRF,0.5,0.022442872961989147
14,14,pRF,0.5,4.81802102367203e-05
14,15,GG,0.5,
14,16,Hb,0.5,0.36315355417696427
14,17,Hi,0.5,0.2213033491282515
14,18,HR,0.5,0.2396805014830556
14,19,OG,0.5,
14,20,OB,0.5,0.2543809758592264
14,21,OE,0.5,0.25594844864229294
14,22,P,0.5,0.2599232298706688
14,23,Pi,0.5,
14,24,PT,0.5,0.24469768774855347
14,25,PO,0.5,0.3014290231621611
14,26,PrT,0.5,0.3398721772349014
14,27,R,0.5,
14,28,SP,0.5,0.26643526913040244
14,29,TeO,0.5,0.2791272399818439
14,30,Th,0.5,0.20996390972762144
14,31,TL,0.5,0.2565045436659995
14,32,TS,0.5,0.20241521571051618
14,33,TG,0.5,
14,34,VR,0.5,0.24749868673864786
14,35,NX,0.5,0.16628776467767356
14,36,rMON,0.5,0.3471236853776301
14,37,rCb,0.5,0.345828166969246
14,38,rMOS1,0.5,0.37002466250681076
14,39,rMOS2,0.5,0.0597891906956998
14,40,rMOS3,0.5,0.32648879455361185
14,41,rMOS4,0.5,0.2527266462468331
14,42,rMOS5,0.5,0.30201188332145584
14,43,rIPN,0.5,0.09999578830441488
14,44,rIO,0.5,0.192402900538306
14,45,rHc,0.5,0.24868315161467394
14,46,rRa,0.5,0.1454406620708188
14,47,rT,0.5,0.21122981016096354
14,48,raRF,0.5,0.22366601154048982
14,49,rimRF,0.5,0.010427805008342072
14,50,rpRF,0.5,0.007462153104900437
14,51,rGG,0.5,
14,52,rHb,0.5,0.21766305644966694
14,53,rHi,0.5,0.23950827906516614
14,54,rHR,0.5,0.2418231345732562
14,55,rOG,0.5,
14,56,rOB,0.5,
14,57,rOE,0.5,0.2559998316026797
14,58,rP,0.5,0.26694360055236
14,59,rPi,0.5,
14,60,rPT,0.5,0.250145014554174
14,61,rPO,0.5,0.30970480199829536
14,62,rPrT,0.5,0.29232590035756045
14,63,rR,0.5,
14,64,rSP,0.5,0.2637460698629382
14,65,rTeO,0.5,0.28080413166893736
14,66,rTh,0.5,0.2963990780995189
14,67,rTL,0.5,0.25637719047441987
14,68,rTS,0.5,0.21798430723333423
14,69,rTG,0.5,
14,70,rVR,0.5,0.2725630109516704
14,71,rNX,0.5,0.1801846654419676
14,0,MON,1.0,0.3153697609470515
14,1,Cb,1.0,0.29759665385190254
14,2,MOS1,1.0,0.32842159759785244
14,3,MOS2,1.0,0.1629351561629355
