species,recording_id,root_area_id,node,Subject,RegionID,PostDCA,PreDCA,OO_fraction,OO_count,Modularity,LogOutIn,inter_out_edges,inter_in_edges,post_dca_edges,pre_dca_edges,modularity_edges,modularity_n_modules,anatomy_group,complete_five_measures
Zebrafish,subject_13,41,rMOS4,13,41,-0.0169785812008207,0.0023301044523131,0.1791618851648134,67914,0.6748065971166276,1.1043851732763776,379065,125627,379065,125627,6569,77,Hind,True
Zebrafish,subject_13,42,rMOS5,13,42,-0.0171418721210539,-0.0053723695904568,0.1882208382298337,98342,0.4848795798357224,1.2907602756535488,522482,143714,522482,143714,25116,38,Hind,True
Zebrafish,subject_13,43,rIPN,13,43,-0.0159969134428244,-0.0005640615097778,0.1727499187696306,1595,0.6340749999999998,-0.7611215565149954,9233,19766,9233,19766,200,21,Hind,True
Zebrafish,subject_13,44,rIO,13,44,0.0158364817464941,-0.0098134195914606,0.4897959183673469,120,0.3885522959183672,3.4258899942525267,245,7,245,7,56,12,Hind,True
Zebrafish,subject_13,45,rHc,13,45,-0.0018179674710998,-0.0070079616231432,0.2573231185218567,571,0.7482993197278911,-0.7455772159998912,2219,4678,2219,4678,42,31,Di,True
Zebrafish,subject_13,46,rRa,13,46,-0.0190345072292582,0.0061566753726774,0.1554760061919504,6428,0.722779461809031,-1.1016551812787536,41344,124412,41344,124412,374,35,Hind,True
Zebrafish,subject_13,47,rT,13,47,-0.0162431597703142,-0.0024439823818074,0.1921128883460454,147852,0.5749005391107944,0.6606424606944424,769610,397518,769610,397518,10466,30,Mes,True
Zebrafish,subject_13,48,raRF,13,48,-0.027619399326916,-0.0042729512611175,0.1503752788492181,27368,0.6263027988779918,0.3114064672751511,181998,133298,181998,133298,2210,34,Hind,True
Zebrafish,subject_13,49,rimRF,13,49,-0.0230054703316894,0.0029015270158264,0.1852721015384776,35369,0.5606545553549109,-0.4198466616694207,190903,290503,190903,290503,5307,22,Hind,True
Zebrafish,subject_13,50,rpRF,13,50,-0.0101222299398859,0.0067124301655567,0.1784310520068518,25104,0.5439441559629629,-1.6903639808178874,140693,762765,140693,762765,10711,29,Hind,True
Zebrafish,subject_13,52,rHb,13,52,0.0079227805028606,0.0004084221046614,0.3157837485042967,2903,0.6966476463911973,4.849640257350118,9193,71,9193,71,912,27,Di,True
Zebrafish,subject_13,53,rHi,13,53,-0.0126194662043961,0.0011674244152986,0.2477777777777778,8474,0.7097628245879996,0.9271237363127992,34200,13532,34200,13532,715,71,Di,True
Zebrafish,subject_13,54,rHR,13,54,-0.0133811987294619,-0.0044765221483374,0.2142216910666268,2868,0.5924853847230973,-2.149402401208464,13388,114873,13388,114873,828,19,Di,True
Zebrafish,subject_13,55,rOG,13,55,-0.0016526553453508,,0.0072992700729927,1,0.5196280991735537,4.927253685157205,137,0,137,0,22,8,Tel,False
Zebrafish,subject_13,56,rOB,13,56,0.0082677277079413,-0.0061825970173802,0.1666666666666666,3,0.7795035671819263,-3.824054232482189,18,869,18,869,116,45,Tel,True
Zebrafish,subject_13,57,rOE,13,57,0.0374469497103284,0.0666746552073565,0.5,5,0.6010665972944851,0.3184537311185346,10,7,10,7,62,15,Tel,True
Zebrafish,subject_13,58,rP,13,58,0.0101179791556935,-0.0113465628278732,0.2665246589375437,16391,0.6785932696143654,1.692554445162189,61499,11318,61499,11318,3882,79,Tel,True
Zebrafish,subject_13,60,rPT,13,60,-0.0064871506149012,-0.0030329758170915,0.2249601628045385,23435,0.6246120790921559,-0.6271888855215467,104174,195050,104174,195050,1482,13,Di,True
Zebrafish,subject_13,61,rPO,13,61,0.0068769214256743,0.0073595536203965,0.2753637962231453,43220,0.6824598771547455,0.472832604567278,156956,97820,156956,97820,1442,33,Tel,True
Zebrafish,subject_13,62,rPrT,13,62,-0.0212097871472893,-0.0044268574252284,0.1627598305691169,28204,0.6786439838697096,-0.1737567420549298,173286,206170,173286,206170,1086,50,Di,True
Zebrafish,subject_13,64,rSP,13,64,0.0097014729097683,1.2826985882739475e-05,0.1634049541535513,1194,0.6516871504489068,2.082182020237939,7307,910,7307,910,3097,35,Tel,True
Zebrafish,subject_13,65,rTeO,13,65,-0.0218807882980858,-0.0051702952012688,0.1305376873724239,93816,0.7137799973757508,-0.6640242779572929,718689,1396122,718689,1396122,55103,116,Mes,True
Zebrafish,subject_13,66,rTh,13,66,-0.0122124107809828,-0.0031448814705737,0.2768719451151287,75225,0.5628207295402488,-0.3177109838736652,271696,373305,271696,373305,6513,27,Di,True
Zebrafish,subject_13,67,rTL,13,67,-0.0305578248461885,-0.0131472459112185,0.1275706940874036,794,0.6984079190033496,0.9063006387990687,6224,2514,6224,2514,163,26,Mes,True
Zebrafish,subject_13,68,rTS,13,68,-0.008292425755652,-0.0078031820657712,0.1037952338923212,588,0.7900765923138936,0.1596369337438435,5665,4829,5664,4828,122,50,Mes,True
Zebrafish,subject_13,69,rTG,13,69,-8.184983912749155e-10,-0.6852306290148186,0.0,0,,0.0,1,1,1,1,0,0,Hind,False
Zebrafish,subject_13,70,rVR,13,70,-0.0047473271195812,-0.0070298353263242,0.2403177755710029,726,0.5648588988919668,2.389656636645346,3021,276,3021,276,152,15,Hind,True
Zebrafish,subject_13,71,rNX,13,71,-0.0196565135181114,0.0039551509964247,0.1664775714641503,6016,0.5601022324537345,-1.0401149706725137,36137,102253,36137,102253,2028,12,Hind,True
Zebrafish,subject_14,0,MON,14,0,-0.009392155495924,0.0001679530621366,0.1443937887156875,48205,0.3602022301943676,0.7532915301205393,333844,157178,333844,157178,22740,20,Hind,True
Zebrafish,subject_14,1,Cb,14,1,-0.0127072102717642,0.0017310928469649,0.1553142901790312,43732,0.5706738535196204,0.4513891584861684,281571,179288,281571,179288,8671,78,Hind,True
Zebrafish,subject_14,2,MOS1,14,2,-0.0106625481781517,0.0049054784219183,0.1931208728107953,134528,0.298785586621061,-0.4737625207745025,696600,1118758,696600,1118758,124738,33,Hind,True
Zebrafish,subject_14,3,MOS2,14,3,-0.0088681549382734,0.0078618102539114,0.1718046832610476,48446,0.6057820875641505,-0.3150641776087525,281983,386415,281983,386415,8412,17,Hind,True
Zebrafish,subject_14,4,MOS3,14,4,-0.0126345318254343,0.0027390368667071,0.1812424159555298,174305,0.5340876918115329,1.7084430786315528,961723,174213,961723,174213,13419,31,Hind,True
Zebrafish,subject_14,5,MOS4,14,5,-0.005634499315689,0.0007238885834105,0.143291447101743,50904,0.5066219840579355,1.245007035585261,355248,102289,355248,102289,8080,66,Hind,True
Zebrafish,subject_14,6,MOS5,14,6,-0.0087511360007752,0.0036146783609035,0.1558497528273453,55329,0.471221879088425,0.6517421710427548,355015,185011,355015,185011,18785,37,Hind,True
Zebrafish,subject_14,7,IPN,14,7,-0.0077241019173498,0.0016562329413654,0.1976427923844061,1308,0.4567960448642266,-1.0781084033104629,6618,19453,6618,19453,308,32,Hind,True
Zebrafish,subject_14,8,IO,14,8,3.21270387095212e-98,,0.0,0,,1.0986122886681098,2,0,2,0,0,0,Hind,False
Zebrafish,subject_14,9,Hc,14,9,-0.0148949256685373,-0.0002090300703837,0.136858006042296,453,0.7190082644628099,0.2979022474212662,3310,2457,3310,2457,22,15,Di,True
Zebrafish,subject_14,10,Ra,14,10,-0.0086575977394652,0.0093862373882594,0.1914792480263955,20544,0.5624822571070286,-1.2080106094204126,107291,359086,107291,359086,3428,14,Hind,True
Zebrafish,subject_14,11,T,14,11,-0.0156795012410955,8.487888971979926e-05,0.1879720760277389,284476,0.5876696618936991,1.1557087479361312,1513395,476468,1513395,476468,11688,26,Mes,True
Zebrafish,subject_14,12,aRF,14,12,-0.0149807771300542,-0.0030948603921244,0.1316691645811157,36986,0.5782831560603329,0.6234582231401998,280901,150587,280901,150587,1284,33,Hind,True
Zebrafish,subject_14,13,imRF,14,13,-0.0180648404918513,0.0020981625037515,0.1689400719858333,43980,0.5155506239592322,-0.1039574652349825,260329,288849,260329,288849,4217,24,Hind,True
