recording_id,node,FCV_raw,EdgeStdFCV,NetTE_raw,NetTE,n_nodes
2023-01-16-15,RMDDL,0.3003631237866637,-0.5143321754432694,-0.0005207974431283251,-0.07497164301880539,70
2023-01-16-15,AIZL,0.31000390399270183,-0.20612454954694248,-0.009520355694552042,-1.3705073209588248,70
2023-01-16-15,ASGL,0.35996299963803935,1.3910256739518958,0.01116484651190383,1.607240776802276,70
2023-01-16-15,ASIR,0.342184275097054,0.822654819608598,-0.0042526168405642144,-0.6121874749449976,70
2023-01-16-15,ASGR,0.3369052409272135,0.6538885420107445,0.014308659315536772,2.0598098405367975,70
2023-01-16-15,RIH,0.330196735749134,0.43942327985757,0.0009014187170757612,0.12976415909634467,70
2023-01-16-15,IL1DR,0.302102254818666,-0.4587336206540684,-0.0026415622750272398,-0.3802673505954364,70
2023-01-16-15,AIBR,0.3693872389290537,1.6923106691168313,0.016833958734599787,2.423340516540786,70
2023-01-16-15,SAAVL,0.2923701894071777,-0.7698595577088252,-0.0023658427494006144,-0.3405760154682393,70
2023-01-16-15,RMER,0.36053580131916835,1.4093376614132034,0.011633628584424294,1.6747245224664424,70
2023-01-16-15,FLPR,0.28336005067219183,-1.0579061067596225,-0.0020393850989985887,-0.2935806495162065,70
2023-01-16-15,AVER,0.35438409748735605,1.2126728694876792,-0.011943114008950909,-1.719276643590078,70
2023-01-16-15,URBL,0.3201380220179555,0.1178546710518602,-0.002934584791699022,-0.42244954600797374,70
2023-01-16-15,RID,0.36806667248406166,1.6500932717536567,0.016197823515225685,2.3317653692203084,70
2023-01-16-15,AINL,0.32907010790845403,0.4034059363829,-0.0054136418522272,-0.7793233813493115,70
2023-01-16-15,AWBR,0.2876791162864092,-0.919829215616034,0.003013006496865429,0.43373877978252046,70
2023-01-16-15,SMDVL,0.32662117227152565,0.3251155260115612,-0.0008977319562621385,-0.12923342969422946,70
2023-01-16-15,IL1L,0.3283614356218916,0.38075028006546424,0.0034540537286178036,0.4972299432850722,70
2023-01-16-15,AIZR,0.30392082409462945,-0.4005954920904014,-0.010188344123455727,-1.4666679121699455,70
2023-01-16-15,RMEL,0.35868449935888275,1.350153096491842,0.013025311456580774,1.875064890614127,70
2023-01-16-15,IL1VR,0.2992609914485661,-0.5495664183249684,-0.00041304759902821965,-0.05946046308927074,70
2023-01-16-15,AVJL,0.28053517855280247,-1.148214889946322,-0.0005227467727525743,-0.07525225968972707,70
2023-01-16-15,IL2L,0.32040631017948407,0.12643161768414865,0.0017720936928551046,0.2551025883279412,70
2023-01-16-15,ADEL,0.25502061180082003,-1.963894106393625,0.00039765541244846185,0.05724467356733158,70
2023-01-16-15,OLQDL,0.3417892103001258,0.810024930685273,-0.004722985273085295,-0.6798995858157039,70
2023-01-16-15,RMDVL,0.3058690609109532,-0.3383120014381725,-0.010045460151649366,-1.4460989822170078,70
2023-01-16-15,IL1DL,0.255918353407236,-1.9351940631120108,0.0006816391903971518,0.0981256930585406,70
2023-01-16-15,IL2VR,0.2750869090702085,-1.322391478001093,-0.000134505634717659,-0.01936282246221672,70
2023-01-16-15,BAGL,0.37341588578606494,1.8211031171177174,-0.003153455268123397,-0.45395714928512904,70
2023-01-16-15,URYVR,0.3106580010461317,-0.18521361748180248,-0.00013516462998844307,-0.01945768843908391,70
2023-01-16-15,AINR,0.2846767899227834,-1.0158110615790306,-0.0037479058704378626,-0.5395315677794468,70
2023-01-16-15,IL2VL,0.2806685750460709,-1.1439503163729705,0.0019308136585294772,0.27795119629156373,70
2023-01-16-15,ASEL,0.32449281826617743,0.2570738404802939,-0.004744886039947838,-0.6830523211002588,70
2023-01-16-15,OLLR,0.3223131202406166,0.187390729853183,-0.005757555885972872,-0.8288316892477907,70
2023-01-16-22,URAVR,0.30508220711854944,-0.9215960114620648,-0.00937078733538357,-1.1512020198357957,73
2023-01-16-22,AIYL,0.33769908329650067,0.2953061207003017,-0.01134696611410355,-1.3939757506010726,73
2023-01-16-22,AVDL,0.3209328966047406,-0.33022307535518247,-0.004421200497287207,-0.543144856500761,73
2023-01-16-22,RICR,0.28384800045734226,-1.7138224411122152,-0.002499527605803119,-0.30706717861056865,73
2023-01-16-22,SMDVL,0.3753038271444258,1.6983004699535884,0.007067837946649397,0.8682844918838212,73
2023-01-16-22,AVJL,0.3277726759890794,-0.07503793527887526,-0.005973781273440781,-0.7338795366825797,73
2023-01-16-22,RMEV,0.35712430838829096,1.020041306956827,0.009297859050662875,1.142242773865437,73
2023-01-16-22,IL1R,0.3657939283520222,1.3434959186536308,0.0027036242834560026,0.3321404727903002,73
2023-01-16-22,CEPDL,0.29460695004138127,-1.3124170883367412,-0.0041491712904078715,-0.5097260453373336,73
2023-01-16-22,IL1VR,0.33614628602483976,0.23737285019362378,-0.005757628508197493,-0.7073251511186711,73
2023-01-16-22,IL1DR,0.3341404347467966,0.16253660028010936,-0.004825650981780715,-0.5928316328631267,73
2023-01-16-22,RMDVL,0.3010049935263662,-1.073712660724851,-0.006316308197616422,-0.7759589984018974,73
2023-01-16-22,AVBL,0.35496366381490596,0.9394298782641359,0.013622493779823157,1.673524517552299,73
2023-01-16-22,IL2DR,0.3134726663050452,-0.608556601490298,-0.00199328271482944,-0.24487495076863816,73
2023-01-16-22,RIVR,0.35713524369104277,1.0204492918650665,0.004382224440515676,0.5383566446168783,73
2023-01-16-22,RMDL,0.3334660289192893,0.13737521189457255,-0.009824376516072418,-1.2069254891981802,73
2023-01-16-22,URBL,0.2933959887116724,-1.3575968111296022,-0.002200728870648693,-0.2703597286255161,73
2023-01-16-22,ASEL,0.35786303857820756,1.047602571202295,0.005140027809521558,0.6314528528451737,73
2023-01-16-22,IL2VR,0.3445790017058293,0.551988806550967,-0.0017574516773674114,-0.21590308779175357,73
